             x2           theta           chi^2     chi^2_gamma           delta     chi^2_delta        m_T(TeV) 
      4.6701020        0.190000          301.19          154.35         0.01224            6.76    9.828+0.000j
      4.6701020        0.200000          293.34          146.40         0.01140            6.91    9.989+0.000j
      4.6701020        0.210000          285.80          138.83         0.01054            7.06    9.856+0.000j
      4.6701020        0.220000          278.58          131.63         0.00966            7.19    9.957+0.000j
      4.6701020        0.230000          271.68          124.81         0.00876            7.32    9.891+0.000j
      4.6701020        0.240000          265.10          118.34         0.00775            7.46    9.788+0.000j
      4.6701020        0.250000          258.84          112.23         0.00674            7.58    9.796+0.000j
      4.6701020        0.260000          252.89          106.47         0.00562            7.69    9.774+0.000j
      4.6701020        0.270000          247.27          101.02         0.00422            7.80    9.173+0.000j
      4.6701020        0.280000          241.96           95.88         0.00254            7.89    9.516+0.000j
      4.6701020        0.290000          236.96           91.08         0.00003            7.94    1.204+0.000j
      4.6701020        0.300000          232.27           86.58         0.00003            7.92    2.232+0.000j
      4.6701020        0.310000          227.89           82.34         0.00003            7.90    9.701+0.000j
      4.6701020        0.320000          223.82           78.36             nan            7.89    9.859+0.000j
      4.6701020        0.330000          220.04           74.60         0.00000            7.88    2.502+0.000j
      4.6701020        0.340000          216.56           71.06         0.00000            7.87    9.860+0.000j
      4.6701020        0.350000          213.37           67.73         0.00003            7.85    8.981+0.000j
      4.6701020        0.360000          210.46           64.60         0.00001            7.84    1.107+0.000j
      4.6701020        0.370000          207.84           61.65         0.00000            7.84    4.445+0.000j
      4.6701020        0.380000          205.50           58.87         0.00002            7.83    5.994+0.000j
      4.6701020        0.390000          203.44           56.25         0.00000            7.82    1.053+0.000j
      4.6701020        0.400000          201.64           53.78         0.00002            7.82    6.239+0.000j
      4.6701020        0.410000          200.12           51.46         0.00000            7.81    6.498+0.000j
      4.6701020        0.420000          198.85           49.27         0.00001            7.81    5.933+0.000j
      4.6701020        0.430000          197.85           47.20         0.00000            7.81    1.650+0.000j
      4.6701020        0.440000          197.11           45.25         0.00000            7.80    8.071+0.000j
      4.6701020        0.450000          196.62           43.42         0.00001            7.80    1.116+0.000j
      4.6701020        0.460000          196.38           41.69         0.00001            7.80    8.338+0.000j
      4.6701020        0.470000          196.39           40.05         0.00001            7.80    2.137+0.000j
      4.6701020        0.480000          196.65           38.51         0.00000            7.80    1.299+0.000j
      4.6701020        0.490000          197.15           37.06         0.00000            7.81    7.240+0.000j
      4.6701020        0.500000          197.89           35.68         0.00001            7.81    1.014+0.000j
      4.6701020        0.510000          198.86           34.39         0.00000            7.82    9.834+0.000j
      4.6701020        0.520000          200.08           33.16         0.00000            7.82    9.876+0.000j
      4.6701020        0.530000          201.52           32.00         0.00000            7.83    1.472+0.000j
      4.6701020        0.540000          203.19           30.91         0.00000            7.84    1.162+0.000j
      4.6701020        0.550000          205.10           29.88         0.00000            7.85    1.685+0.000j
      4.6701020        0.560000          207.23           28.91         0.00001            7.86    4.633+0.000j
      4.6701020        0.570000          209.58           27.99         0.00000            7.87    1.001+0.000j
      4.6701020        0.580000          212.15           27.12         0.00000            7.88    4.150+0.000j
      4.6701020        0.590000          214.94           26.30         0.00001            7.89    1.140+0.000j
      4.6701020        0.600000          217.95           25.53         0.00000            7.91    1.634+0.000j
      4.6701020        0.610000          221.17           24.80         0.00000            7.93    2.742+0.000j
      4.6701020        0.620000          224.61           24.11         0.00002            7.95    1.332+0.000j
      4.6701020        0.630000          228.25           23.46         0.00001            7.96    2.408+0.000j
      4.6701020        0.640000          232.10           22.85         0.00000            7.98    9.998+0.000j
      4.6701020        0.650000          236.16           22.26         0.00000            8.00    2.615+0.000j
      4.6701020        0.660000          240.43           21.72         0.00000            8.03    1.158+0.000j
      4.6701020        0.670000          244.89           21.20         0.00001            8.05    2.248+0.000j
      4.6701020        0.680000          249.56           20.72         0.00000            8.08    2.362+0.000j
      4.6701020        0.690000          254.42           20.26         0.00001            8.11    8.202+0.000j
      4.6701020        0.700000          259.48           19.83         0.00000            8.14    1.182+0.000j
      4.6701020        0.710000          264.74           19.42         0.00000            8.16    2.068+0.000j
      4.6701020        0.720000          270.18           19.04         0.00000            8.20    1.927+0.000j
      4.6701020        0.730000          275.82           18.69         0.00000            8.23    1.239+0.000j
      4.6701020        0.740000          281.64           18.35         0.00000            8.26    3.041+0.000j
      4.6701020        0.750000          287.65           18.04         0.00000            8.30    6.645+0.000j
      4.6701020        0.760000          293.84           17.75         0.00002            8.34    1.015+0.000j
      4.6701020        0.770000          300.22           17.47         0.00000            8.38    2.165+0.000j
      4.6701020        0.780000          306.77           17.22         0.00000            8.42    1.152+0.000j
      4.6701020        0.790000          313.50           16.98         0.00000            8.46    3.460+0.000j
      4.6701020        0.800000          320.40           16.76         0.00001            8.50    4.360+0.000j
      4.6701020        0.810000          327.48           16.56         0.00000            8.55    9.234+0.000j
      4.6701020        0.820000          334.73           16.37         0.00001            8.59    2.524+0.000j
      4.6701020        0.830000          342.14           16.20         0.00001            8.64    8.083+0.000j
      4.6701020        0.840000          349.73           16.04         0.00000            8.69    9.033+0.000j
      4.6701020        0.850000          357.47           15.89         0.00000            8.74    2.211+0.000j
      4.6701020        0.860000          365.38           15.76         0.00000            8.79    1.217+0.000j
      4.6701020        0.870000          373.45           15.65         0.00000            8.84    1.739+0.000j
      4.6701020        0.880000          381.68           15.54         0.00000            8.90    9.924+0.000j
      4.6701020        0.890000          390.06           15.45         0.00000            8.96    1.034+0.000j
      4.6701020        0.900000          398.59           15.36         0.00000            9.01    9.630+0.000j
      4.6701020        0.910000          407.28           15.30         0.00001            9.07    9.993+0.000j
      4.6701020        0.920000          416.11           15.24         0.00001            9.13    1.592+0.000j
      4.6701020        0.930000          425.09           15.19         0.00001            9.19    1.994+0.000j
      4.6701020        0.940000          434.21           15.15         0.00001            9.26    1.274+0.000j
      4.6701020        0.950000          443.48           15.12         0.00000            9.32    1.756+0.000j
      4.6701020        0.960000          452.88           15.11         0.00002            9.39    9.050+0.000j
      4.6701020        0.970000          462.42           15.10         0.00000            9.45    1.191+0.000j
      4.6701020        0.980000          472.10           15.10         0.00000            9.52    9.998+0.000j
      4.6701020        0.990000          481.90           15.11         0.00000            9.59    1.488+0.000j
      4.6701040        0.000000          489.18          354.52         0.02600            3.85    1.000+0.000j
      4.6701040        0.010000          477.41          342.71         0.02548            3.96    1.000+0.000j
      4.6701040        0.020000          465.70          330.91         0.02484            4.10    1.000+0.000j
      4.6701040        0.030000          454.08          319.12         0.02432            4.20    1.000+0.000j
      4.6701040        0.040000          442.55          307.36         0.02375            4.31    1.000+0.000j
      4.6701040        0.050000          431.12          295.64         0.02308            4.46    1.001+0.000j
      4.6701040        0.060000          419.82          283.99         0.02242            4.61    1.001+0.000j
      4.6701040        0.070000          408.65          272.43         0.02174            4.76    1.008+0.000j
      4.6701040        0.080000          397.64          260.96         0.02106            4.91    9.437+0.000j
      4.6701040        0.090000          386.80          249.65         0.02035            5.07    9.882+0.000j
      4.6701040        0.100000          376.14          238.51         0.01965            5.22    9.986+0.000j
      4.6701040        0.110000          365.69          227.55         0.01885            5.41    9.995+0.000j
      4.6701040        0.120000          355.46          216.86         0.01813            5.56    9.722+0.000j
      4.6701040        0.130000          345.47          206.41         0.01734            5.74    9.697+0.000j
      4.6701040        0.140000          335.73          196.23         0.01660            5.90    9.903+0.000j
      4.6701040        0.150000          326.26          186.38         0.01578            6.07    9.960+0.000j
      4.6701040        0.160000          317.06          176.86         0.01501            6.23    9.777+0.000j
      4.6701040        0.170000          308.16          167.70         0.01422            6.39    9.922+0.000j
      4.6701040        0.180000          299.56          158.92         0.01341            6.55    9.883+0.000j
      4.6701040        0.190000          291.27          150.50         0.01259            6.71    9.990+0.000j
      4.6701040        0.200000          283.30          142.52         0.01179            6.85    9.971+0.000j
      4.6701040        0.210000          275.66          134.90         0.01095            6.99    9.942+0.000j
      4.6701040        0.220000          268.34          127.71         0.01015            7.12    9.918+0.000j
      4.6701040        0.230000          261.35          120.88         0.00925            7.26    9.855+0.000j
      4.6701040        0.240000          254.68          114.42         0.00835            7.38    9.935+0.000j
      4.6701040        0.250000          248.35          108.34         0.00742            7.50    9.821+0.000j
      4.6701040        0.260000          242.35          102.62         0.00642            7.61    9.809+0.000j
      4.6701040        0.270000          236.68           97.23         0.00525            7.72    9.904+0.000j
      4.6701040        0.280000          231.32           92.15         0.00391            7.82    9.909+0.000j
      4.6701040        0.290000          226.29           87.40         0.00207            7.91    9.792+0.000j
      4.6701040        0.300000          221.58           82.95         0.00008            7.94    7.669+0.000j
      4.6701040        0.310000          217.17           78.80         0.00002            7.92    2.936+0.000j
      4.6701040        0.320000          213.08           74.88         0.00001            7.90    1.688+0.000j
      4.6701040        0.330000          209.29           71.20         0.00001            7.89    9.906+0.000j
      4.6701040        0.340000          205.81           67.75         0.00002            7.88    1.126+0.000j
      4.6701040        0.350000          202.61           64.49         0.00000            7.87    5.343+0.000j
      4.6701040        0.360000          199.72           61.44         0.00001            7.85    3.757+0.000j
      4.6701040        0.370000          197.10           58.57         0.00003            7.85    1.027+0.000j
      4.6701040        0.380000          194.77           55.87         0.00000            7.84    9.998+0.000j
      4.6701040        0.390000          192.72           53.33         0.00002            7.83    1.112+0.000j
      4.6701040        0.400000          190.95           50.94         0.00002            7.82    1.748+0.000j
      4.6701040        0.410000          189.45           48.68         0.00000            7.82    3.127+0.000j
      4.6701040        0.420000          188.21           46.57         0.00000            7.81    3.058+0.000j
      4.6701040        0.430000          187.24           44.57         0.00000            7.81    3.460+0.000j
      4.6701040        0.440000          186.53           42.69         0.00000            7.80    1.949+0.000j
      4.6701040        0.450000          186.08           40.92         0.00002            7.80    3.027+0.000j
      4.6701040        0.460000          185.88           39.26         0.00000            7.80    5.012+0.000j
      4.6701040        0.470000          185.93           37.68         0.00001            7.80    1.255+0.000j
      4.6701040        0.480000          186.23           36.20         0.00001            7.80    9.993+0.000j
      4.6701040        0.490000          186.78           34.80         0.00003            7.80    1.111+0.000j
      4.6701040        0.500000          187.57           33.49         0.00000            7.80    1.279+0.000j
      4.6701040        0.510000          188.60           32.25         0.00001            7.80    1.011+0.000j
      4.6701040        0.520000          189.87           31.07             nan            7.81    1.152+0.000j
      4.6701040        0.530000          191.37           29.97         0.00001            7.81    1.223+0.000j
      4.6701040        0.540000          193.10           28.92         0.00000            7.82    1.980+0.000j
      4.6701040        0.550000          195.07           27.94         0.00001            7.83    1.158+0.000j
      4.6701040        0.560000          197.26           27.02         0.00001            7.84    1.065+0.000j
      4.6701040        0.570000          199.68           26.14         0.00000            7.85    9.003+0.000j
      4.6701040        0.580000          202.33           25.31         0.00001            7.86    1.230+0.000j
      4.6701040        0.590000          205.19           24.53         0.00001            7.87    1.485+0.000j
      4.6701040        0.600000          208.28           23.80         0.00002            7.89    9.460+0.000j
      4.6701040        0.610000          211.58           23.10         0.00000            7.90    2.144+0.000j
      4.6701040        0.620000          215.09           22.45         0.00000            7.92    1.110+0.000j
      4.6701040        0.630000          218.82           21.84         0.00000            7.94    9.029+0.000j
      4.6701040        0.640000          222.76           21.25         0.00001            7.95    1.825+0.000j
      4.6701040        0.650000          226.91           20.71         0.00000            7.98    6.301+0.000j
      4.6701040        0.660000          231.26           20.19         0.00001            8.00    1.399+0.000j
      4.6701040        0.670000          235.82           19.71         0.00000            8.02    5.337+0.000j
      4.6701040        0.680000          240.58           19.25         0.00000            8.05    1.650+0.000j
      4.6701040        0.690000          245.54           18.82         0.00002            8.07    9.290+0.000j
      4.6701040        0.700000          250.70           18.42         0.00000            8.10    1.830+0.000j
      4.6701040        0.710000          256.06           18.04         0.00000            8.13    9.714+0.000j
      4.6701040        0.720000          261.61           17.68         0.00001            8.16    1.222+0.000j
      4.6701040        0.730000          267.35           17.35         0.00000            8.19    9.373+0.000j
      4.6701040        0.740000          273.28           17.04         0.00000            8.22    1.482+0.000j
      4.6701040        0.750000          279.40           16.75         0.00000            8.26    2.687+0.000j
      4.6701040        0.760000          285.70           16.47         0.00000            8.30    6.851+0.000j
      4.6701040        0.770000          292.19           16.22         0.00001            8.33    1.019+0.000j
      4.6701040        0.780000          298.86           15.98         0.00000            8.37    9.432+0.000j
      4.6701040        0.790000          305.71           15.76         0.00001            8.42    1.279+0.000j
      4.6701040        0.800000          312.73           15.56         0.00000            8.46    7.547+0.000j
      4.6701040        0.810000          319.93           15.37         0.00001            8.50    2.012+0.000j
      4.6701040        0.820000          327.31           15.20         0.00001            8.55    9.983+0.000j
      4.6701040        0.830000          334.85           15.04         0.00000            8.60    1.964+0.000j
      4.6701040        0.840000          342.56           14.90         0.00000            8.64    9.367+0.000j
      4.6701040        0.850000          350.44           14.77         0.00000            8.69    9.857+0.000j
      4.6701040        0.860000          358.48           14.65         0.00000            8.75    7.489+0.000j
      4.6701040        0.870000          366.68           14.54         0.00000            8.80    4.454+0.000j
      4.6701040        0.880000          375.04           14.45         0.00001            8.85    1.015+0.000j
      4.6701040        0.890000          383.56           14.36         0.00000            8.91    5.570+0.000j
      4.6701040        0.900000          392.23           14.30         0.00000            8.97    9.920+0.000j
      4.6701040        0.910000          401.06           14.23         0.00000            9.02    1.619+0.000j
      4.6701040        0.920000          410.03           14.19         0.00000            9.09    3.165+0.000j
      4.6701040        0.930000          419.15           14.15         0.00000            9.15    9.873+0.000j
      4.6701040        0.940000          428.42           14.12         0.00000            9.21    8.275+0.000j
      4.6701040        0.950000          437.83           14.10         0.00001            9.27    1.718+0.000j
      4.6701040        0.960000          447.38           14.09         0.00000            9.34    1.484+0.000j
      4.6701040        0.970000          457.07           14.09         0.00000            9.40    9.834+0.000j
      4.6701040        0.980000          466.90           14.10         0.00000            9.48    1.055+0.000j
      4.6701040        0.990000          476.86           14.12         0.00000            9.54    5.100+0.000j
      4.6701059        0.000000          483.51          354.52         0.02648            3.77    1.000+0.000j
      4.6701059        0.010000          471.51          342.48         0.02592            3.88    1.000+0.000j
      4.6701059        0.020000          459.57          330.44         0.02537            3.99    1.000+0.000j
      4.6701059        0.030000          447.71          318.40         0.02476            4.12    1.000+0.000j
      4.6701059        0.040000          435.94          306.40         0.02409            4.25    1.000+0.000j
      4.6701059        0.050000          424.28          294.43         0.02349            4.39    1.000+0.000j
      4.6701059        0.060000          412.75          282.54         0.02284            4.53    1.000+0.000j
      4.6701059        0.070000          401.35          270.72         0.02224            4.66    1.029+0.000j
      4.6701059        0.080000          390.11          259.02         0.02145            4.83    1.144+0.000j
      4.6701059        0.090000          379.04          247.45         0.02073            4.99    9.817+0.000j
      4.6701059        0.100000          368.16          236.07         0.02000            5.15    9.975+0.000j
      4.6701059        0.110000          357.49          224.90         0.01923            5.32    9.973+0.000j
      4.6701059        0.120000          347.05          213.98         0.01850            5.48    9.874+0.000j
      4.6701059        0.130000          336.86          203.30         0.01770            5.66    9.970+0.000j
      4.6701059        0.140000          326.93          192.94         0.01691            5.84    9.986+0.000j
      4.6701059        0.150000          317.28          182.94         0.01613            6.00    9.973+0.000j
      4.6701059        0.160000          307.91          173.26         0.01533            6.17    9.974+0.000j
      4.6701059        0.170000          298.86          163.98         0.01451            6.34    9.883+0.000j
      4.6701059        0.180000          290.11          155.13         0.01373            6.50    9.563+0.000j
      4.6701059        0.190000          281.69          146.64         0.01293            6.65    9.897+0.000j
      4.6701059        0.200000          273.60          138.59         0.01215            6.79    9.947+0.000j
      4.6701059        0.210000          265.84          130.96         0.01135            6.93    9.979+0.000j
      4.6701059        0.220000          258.43          123.74         0.01052            7.07    9.955+0.000j
      4.6701059        0.230000          251.35          116.93         0.00971            7.20    9.831+0.000j
      4.6701059        0.240000          244.62          110.51         0.00890            7.31    9.999+0.000j
      4.6701059        0.250000          238.22          104.48         0.00802            7.43    9.804+0.000j
      4.6701059        0.260000          232.16           98.81         0.00710            7.54    9.948+0.000j
      4.6701059        0.270000          226.44           93.48         0.00607            7.65    9.991+0.000j
      4.6701059        0.280000          221.05           88.48         0.00503            7.74    9.978+0.000j
      4.6701059        0.290000          215.98           83.78         0.00361            7.85    9.996+0.000j
      4.6701059        0.300000          211.24           79.38         0.00094            7.95    3.841+0.000j
      4.6701059        0.310000          206.82           75.30         0.00001            7.94    1.742+0.000j
      4.6701059        0.320000          202.72           71.47         0.00004            7.92    9.532+0.000j
      4.6701059        0.330000          198.92           67.88         0.00001            7.91    5.027+0.000j
      4.6701059        0.340000          195.43           64.50         0.00004            7.89    3.648+0.000j
      4.6701059        0.350000          192.24           61.33         0.00000            7.88    2.140+0.000j
      4.6701059        0.360000          189.35           58.36         0.00000            7.87    1.042+0.000j
      4.6701059        0.370000          186.75           55.57         0.00000            7.86    9.931+0.000j
      4.6701059        0.380000          184.43           52.95         0.00001            7.85    1.316+0.000j
      4.6701059        0.390000          182.40           50.49         0.00000            7.84    1.112+0.000j
      4.6701059        0.400000          180.65           48.17         0.00002            7.83    3.606+0.000j
      4.6701059        0.410000          179.17           46.00         0.00001            7.82    1.130+0.000j
      4.6701059        0.420000          177.96           43.95         0.00001            7.81    2.021+0.000j
      4.6701059        0.430000          177.02           42.03         0.00001            7.81    1.390+0.000j
      4.6701059        0.440000          176.34           40.22         0.00000            7.80    1.085+0.000j
      4.6701059        0.450000          175.93           38.51         0.00001            7.80    1.010+0.000j
      4.6701059        0.460000          175.77           36.91         0.00000            7.80    1.795+0.000j
      4.6701059        0.470000          175.86           35.40         0.00001            7.79    8.862+0.000j
      4.6701059        0.480000          176.21           33.98         0.00002            7.79    1.268+0.000j
      4.6701059        0.490000          176.81           32.64         0.00001            7.79    2.311+0.000j
      4.6701059        0.500000          177.65           31.38         0.00000            7.79    3.916+0.000j
      4.6701059        0.510000          178.73           30.19         0.00000            7.80    1.206+0.000j
      4.6701059        0.520000          180.05           29.07         0.00000            7.80    3.473+0.000j
      4.6701059        0.530000          181.61           28.01         0.00001            7.80    2.321+0.000j
      4.6701059        0.540000          183.41           27.02         0.00000            7.81    1.097+0.000j
      4.6701059        0.550000          185.44           26.08         0.00001            7.81    2.118+0.000j
      4.6701059        0.560000          187.70           25.20         0.00001            7.82    1.021+0.000j
      4.6701059        0.570000          190.19           24.37         0.00000            7.83    9.904+0.000j
      4.6701059        0.580000          192.90           23.58         0.00000            7.84    1.031+0.000j
      4.6701059        0.590000          195.84           22.84         0.00000            7.85    3.351+0.000j
      4.6701059        0.600000          199.00           22.15         0.00001            7.86    9.998+0.000j
      4.6701059        0.610000          202.38           21.49         0.00000            7.88    1.048+0.000j
      4.6701059        0.620000          205.98           20.87         0.00000            7.89    5.264+0.000j
      4.6701059        0.630000          209.79           20.29         0.00001            7.91    1.036+0.000j
      4.6701059        0.640000          213.81           19.74         0.00000            7.93    1.621+0.000j
      4.6701059        0.650000          218.05           19.23         0.00000            7.95    6.493+0.000j
