             x2           theta           chi^2     chi^2_gamma           delta     chi^2_delta        m_T(TeV) 
      4.6701119        0.150000          287.15          169.58         0.04052            0.38    1.004+0.000j
      4.6701119        0.160000          277.14          159.55         0.04064            0.46    1.000+0.000j
      4.6701119        0.170000          267.49          150.00         0.04075            0.53    1.002+0.000j
      4.6701119        0.180000          258.21          140.96         0.04086            0.61    1.003+0.000j
      4.6701119        0.190000          249.30          132.42         0.04095            0.69    1.008+0.000j
      4.6701119        0.200000          240.78          124.40         0.04105            0.77    1.012+0.000j
      4.6701119        0.210000          232.64          116.86         0.04113            0.85    1.002+0.000j
      4.6701119        0.220000          224.88          109.80         0.04121            0.92    1.001+0.000j
      4.6701119        0.230000          217.51          103.21         0.04128            1.00    1.002+0.000j
      4.6701119        0.240000          210.51           97.04         0.04135            1.07    1.000+0.000j
      4.6701119        0.250000          203.89           91.31         0.04141            1.14    1.056+0.000j
      4.6701119        0.260000          197.64           85.94         0.04146            1.16    1.013+0.000j
      4.6701119        0.270000          191.76           80.96         0.04154            1.27    1.004+0.000j
      4.6701119        0.280000          186.23           76.30         0.04160            1.34    1.005+0.000j
      4.6701119        0.290000          181.06           71.96         0.04161            1.39    1.001+0.000j
      4.6701119        0.300000          176.23           67.93         0.04169            1.47    1.000+0.000j
      4.6701119        0.310000          171.74           64.14         0.04174            1.53    1.002+0.000j
      4.6701119        0.320000          167.58           60.57         0.04179            1.59    1.029+0.000j
      4.6701119        0.330000          163.74           57.33         0.04184            1.66    1.001+0.000j
      4.6701119        0.340000          160.23           54.26         0.04189            1.72    1.004+0.000j
      4.6701119        0.350000          157.03           51.35         0.04194            1.79    1.004+0.000j
      4.6701119        0.360000          154.13           48.72         0.04203            1.85    1.057+0.000j
      4.6701119        0.370000          151.54           46.20         0.04201            1.89    1.002+0.000j
      4.6701119        0.380000          149.25           43.87         0.04209            1.98    1.000+0.000j
      4.6701119        0.390000          147.25           41.67         0.04214            2.06    1.045+0.000j
      4.6701119        0.400000          145.54           39.62         0.04219            2.14    1.010+0.000j
      4.6701119        0.410000          144.11           37.68         0.04223            2.22    1.033+0.000j
      4.6701119        0.420000          142.96           35.90         0.04229            2.28    1.005+0.000j
      4.6701119        0.430000          142.08           34.21         0.04234            2.36    1.016+0.000j
      4.6701119        0.440000          141.48           32.63         0.04240            2.44    1.017+0.000j
      4.6701119        0.450000          141.15           31.15         0.04245            2.53    1.008+0.000j
      4.6701119        0.460000          141.08           29.75         0.04253            2.62    1.011+0.000j
      4.6701119        0.470000          141.27           28.46         0.04257            2.71    1.001+0.000j
      4.6701119        0.480000          141.72           27.25         0.04265            2.78    1.027+0.000j
      4.6701119        0.490000          142.42           26.07         0.04268            2.89    1.002+0.000j
      4.6701119        0.500000          143.38           25.00         0.04274            2.99    1.000+0.000j
      4.6701119        0.510000          144.59           23.98         0.04283            3.12    1.038+0.000j
      4.6701119        0.520000          146.04           23.04         0.04285            3.24    1.000+0.000j
      4.6701119        0.530000          147.74           22.14         0.04292            3.30    1.000+0.000j
      4.6701119        0.540000          149.68           21.30         0.04298            3.39    1.005+0.000j
      4.6701119        0.550000          151.86           20.52         0.04301            3.51    1.000+0.000j
      4.6701119        0.560000          154.28           19.77         0.04310            3.63    1.000+0.000j
      4.6701119        0.570000          156.93           19.09         0.04317            3.76    1.002+0.000j
      4.6701119        0.580000          159.82           18.43         0.04323            3.87    1.000+0.000j
      4.6701119        0.590000          162.93           17.81         0.04330            4.00    1.001+0.000j
      4.6701119        0.600000          166.28           17.24         0.04336            4.12    1.091+0.000j
      4.6701119        0.610000          169.85           16.69         0.04346            4.26    1.000+0.000j
      4.6701119        0.620000          173.64           16.19         0.04351            4.41    1.031+0.000j
      4.6701119        0.630000          177.66           15.72         0.04357            4.53    1.031+0.000j
      4.6701119        0.640000          181.89           15.27         0.04364            4.67    1.001+0.000j
      4.6701119        0.650000          186.34           14.84         0.04373            4.80    1.002+0.000j
      4.6701119        0.660000          191.01           14.46         0.04378            4.93    1.000+0.000j
      4.6701119        0.670000          195.89           14.09         0.04384            5.11    1.009+0.000j
      4.6701119        0.680000          200.98           13.75         0.04391            5.26    1.003+0.000j
      4.6701119        0.690000          206.28           13.43         0.04398            5.43    1.080+0.000j
      4.6701119        0.700000          211.78           13.13         0.04407            5.57    1.004+0.000j
      4.6701119        0.710000          217.49           12.85         0.04413            5.75    1.005+0.000j
      4.6701119        0.720000          223.40           12.59         0.04418            5.92    1.007+0.000j
      4.6701119        0.730000          229.51           12.35         0.04427            6.08    1.000+0.000j
      4.6701119        0.740000          235.82           12.12         0.04435            6.27    1.010+0.000j
      4.6701119        0.750000          242.33           11.92         0.04442            6.43    1.000+0.000j
      4.6701119        0.760000          249.03           11.72         0.04449            6.61    1.004+0.000j
      4.6701119        0.770000          255.92           11.54         0.04457            6.80    1.001+0.000j
      4.6701119        0.780000          262.99           11.38         0.04464            6.98    1.003+0.000j
      4.6701119        0.790000          270.26           11.23         0.04472            7.18    1.001+0.000j
      4.6701119        0.800000          277.71           11.08         0.04479            7.38    1.004+0.000j
      4.6701119        0.810000          285.34           10.97         0.04487            7.56    1.004+0.000j
      4.6701119        0.820000          293.15           10.85         0.04493            7.74    1.000+0.000j
      4.6701119        0.830000          301.14           10.75         0.04502            7.97    1.002+0.000j
      4.6701119        0.840000          309.30           10.66         0.04511            8.19    1.004+0.000j
      4.6701119        0.850000          317.64           10.58         0.04518            8.38    1.003+0.000j
      4.6701119        0.860000          326.14           10.52         0.04523            8.57    1.011+0.000j
      4.6701119        0.870000          334.82           10.45         0.04533            8.80    1.008+0.000j
      4.6701119        0.880000          343.66           10.41         0.04539            9.01    1.004+0.000j
      4.6701119        0.890000          352.66           10.37         0.04548            9.23    1.000+0.000j
      4.6701119        0.900000          361.83           10.34         0.04552            9.43    1.042+0.000j
      4.6701119        0.910000          371.15           10.31         0.04563            9.69    1.005+0.000j
      4.6701119        0.920000          380.62           10.30         0.04570            9.93    1.003+0.000j
      4.6701119        0.930000          390.26           10.30         0.04577           10.15    1.005+0.000j
      4.6701119        0.940000          400.04           10.30         0.04586           10.39    1.000+0.000j
      4.6701119        0.950000          409.97           10.31         0.04593           10.63    1.000+0.000j
      4.6701119        0.960000          420.04           10.33         0.04600           10.85    1.002+0.000j
      4.6701119        0.970000          430.26           10.36         0.04608           11.11    1.004+0.000j
      4.6701119        0.980000          440.62           10.39         0.04616           11.36    1.109+0.000j
      4.6701119        0.990000          451.12           10.44         0.04622           11.57    1.038+0.000j
      4.6701139        0.000000          463.40          354.52         0.03801            1.06    1.088+0.000j
      4.6701139        0.010000          450.11          341.19         0.03817            0.88    1.000+0.000j
      4.6701139        0.020000          436.87          327.83         0.03835            0.73    1.004+0.000j
      4.6701139        0.030000          423.71          314.48         0.03851            0.60    1.021+0.000j
      4.6701139        0.040000          410.63          301.15         0.03867            0.49    1.004+0.000j
      4.6701139        0.050000          397.67          287.86         0.03885            0.38    1.003+0.000j
      4.6701139        0.060000          384.85          274.64         0.03899            0.30    1.474+0.000j
      4.6701139        0.070000          372.18          261.52         0.03921            0.23    1.003+0.000j
      4.6701139        0.080000          359.69          248.56         0.03938            0.19    1.000+0.000j
      4.6701139        0.090000          347.41          235.78         0.03957            0.17    1.001+0.000j
      4.6701139        0.100000          335.36          223.25         0.03971            0.16    1.005+0.000j
      4.6701139        0.110000          323.57          210.96         0.03988            0.18    1.000+0.000j
      4.6701139        0.120000          312.05          199.04         0.04004            0.20    1.003+0.000j
      4.6701139        0.130000          300.84          187.49         0.04017            0.25    1.006+0.000j
      4.6701139        0.140000          289.96          176.42         0.04031            0.30    1.050+0.000j
      4.6701139        0.150000          279.42          165.71         0.04045            0.37    1.128+0.000j
      4.6701139        0.160000          269.24          155.56         0.04054            0.43    1.017+0.000j
      4.6701139        0.170000          259.43          145.94         0.04070            0.51    1.001+0.000j
      4.6701139        0.180000          250.01          136.84         0.04084            0.59    1.005+0.000j
      4.6701139        0.190000          240.98          128.29         0.04086            0.65    1.311+0.000j
      4.6701139        0.200000          232.34          120.24         0.04101            0.74    1.002+0.000j
      4.6701139        0.210000          224.11          112.75         0.04108            0.81    1.000+0.000j
      4.6701139        0.220000          216.27          105.74         0.04117            0.88    1.001+0.000j
      4.6701139        0.230000          208.83           99.21         0.04124            0.95    1.004+0.000j
      4.6701139        0.240000          201.77           93.12         0.04129            1.02    1.072+0.000j
      4.6701139        0.250000          195.10           87.47         0.04137            1.09    1.018+0.000j
      4.6701139        0.260000          188.81           82.21         0.04142            1.14    1.018+0.000j
      4.6701139        0.270000          182.90           77.31         0.04148            1.21    1.002+0.000j
      4.6701139        0.280000          177.35           72.76         0.04153            1.27    1.000+0.000j
      4.6701139        0.290000          172.15           68.52         0.04158            1.34    1.001+0.000j
      4.6701139        0.300000          167.31           64.58         0.04163            1.39    1.004+0.000j
      4.6701139        0.310000          162.81           60.91         0.04168            1.45    1.002+0.000j
      4.6701139        0.320000          158.65           57.48         0.04170            1.51    1.000+0.000j
      4.6701139        0.330000          154.82           54.29         0.04180            1.58    1.012+0.000j
      4.6701139        0.340000          151.31           51.33         0.04182            1.63    1.000+0.000j
      4.6701139        0.350000          148.12           48.55         0.04188            1.70    1.000+0.000j
      4.6701139        0.360000          145.24           45.96         0.04192            1.76    1.001+0.000j
      4.6701139        0.370000          142.67           43.56         0.04197            1.83    1.000+0.000j
      4.6701139        0.380000          140.40           41.30         0.04202            1.89    1.001+0.000j
      4.6701139        0.390000          138.42           39.18         0.04207            1.96    1.054+0.000j
      4.6701139        0.400000          136.73           37.23         0.04211            2.01    1.001+0.000j
      4.6701139        0.410000          135.33           35.37         0.04219            2.11    1.007+0.000j
      4.6701139        0.420000          134.22           33.64         0.04222            2.18    1.002+0.000j
      4.6701139        0.430000          133.38           32.02         0.04228            2.26    1.049+0.000j
      4.6701139        0.440000          132.81           30.50         0.04233            2.33    1.004+0.000j
      4.6701139        0.450000          132.51           29.09         0.04239            2.42    1.001+0.000j
      4.6701139        0.460000          132.49           27.76         0.04244            2.50    1.035+0.000j
      4.6701139        0.470000          132.72           26.52         0.04250            2.59    1.000+0.000j
      4.6701139        0.480000          133.22           25.35         0.04255            2.68    1.022+0.000j
      4.6701139        0.490000          133.97           24.26         0.04262            2.77    1.001+0.000j
      4.6701139        0.500000          134.98           23.23         0.04266            2.87    1.003+0.000j
      4.6701139        0.510000          136.25           22.28         0.04275            3.00    1.018+0.000j
      4.6701139        0.520000          137.76           21.37         0.04280            3.07    1.001+0.000j
      4.6701139        0.530000          139.51           20.52         0.04286            3.17    1.003+0.000j
      4.6701139        0.540000          141.52           19.72         0.04298            3.30    1.001+0.000j
      4.6701139        0.550000          143.76           18.98         0.04298            3.39    1.000+0.000j
      4.6701139        0.560000          146.24           18.28         0.04306            3.51    1.000+0.000j
      4.6701139        0.570000          148.97           17.63         0.04311            3.62    1.001+0.000j
      4.6701139        0.580000          151.92           17.01         0.04318            3.74    1.001+0.000j
      4.6701139        0.590000          155.11           16.44         0.04324            3.87    1.000+0.000j
      4.6701139        0.600000          158.53           15.90         0.04331            3.99    1.015+0.000j
      4.6701139        0.610000          162.18           15.39         0.04330            4.08    1.005+0.000j
      4.6701139        0.620000          166.05           14.91         0.04345            4.25    1.002+0.000j
      4.6701139        0.630000          170.15           14.47         0.04352            4.39    1.003+0.000j
      4.6701139        0.640000          174.46           14.05         0.04359            4.53    1.002+0.000j
      4.6701139        0.650000          179.00           13.66         0.04366            4.68    1.006+0.000j
      4.6701139        0.660000          183.76           13.29         0.04372            4.82    1.015+0.000j
      4.6701139        0.670000          188.73           12.96         0.04380            4.97    1.002+0.000j
      4.6701139        0.680000          193.91           12.64         0.04386            5.07    1.021+0.000j
      4.6701139        0.690000          199.31           12.33         0.04394            5.29    1.020+0.000j
      4.6701139        0.700000          204.91           12.06         0.04401            5.45    1.000+0.000j
      4.6701139        0.710000          210.72           11.80         0.04409            5.61    1.001+0.000j
      4.6701139        0.720000          216.73           11.55         0.04416            5.75    1.001+0.000j
      4.6701139        0.730000          222.95           11.33         0.04422            5.95    1.002+0.000j
      4.6701139        0.740000          229.36           11.12         0.04428            6.09    1.001+0.000j
      4.6701139        0.750000          235.98           10.95         0.04435            6.29    1.011+0.000j
      4.6701139        0.760000          242.79           10.75         0.04446            6.51    1.001+0.000j
      4.6701139        0.770000          249.79           10.59         0.04453            6.67    1.002+0.000j
      4.6701139        0.780000          256.98           10.44         0.04460            6.85    1.000+0.000j
      4.6701139        0.790000          264.36           10.31         0.04468            7.04    1.004+0.000j
      4.6701139        0.800000          271.93           10.18         0.04477            7.23    1.006+0.000j
      4.6701139        0.810000          279.68           10.07         0.04482            7.43    1.010+0.000j
      4.6701139        0.820000          287.61            9.97         0.04490            7.63    1.001+0.000j
      4.6701139        0.830000          295.73            9.88         0.04497            7.83    1.002+0.000j
      4.6701139        0.840000          304.02            9.80         0.04506            8.04    1.001+0.000j
      4.6701139        0.850000          312.48            9.73         0.04513            8.26    1.002+0.000j
      4.6701139        0.860000          321.11            9.67         0.04525            8.52    1.002+0.000j
      4.6701139        0.870000          329.92            9.61         0.04529            8.67    1.000+0.000j
      4.6701139        0.880000          338.89            9.58         0.04537            8.91    1.003+0.000j
      4.6701139        0.890000          348.03            9.56         0.04545            9.12    1.000+0.000j
      4.6701139        0.900000          357.33            9.53         0.04554            9.35    1.001+0.000j
      4.6701139        0.910000          366.79            9.51         0.04560            9.57    1.002+0.000j
      4.6701139        0.920000          376.40            9.50         0.04569            9.80    1.020+0.000j
      4.6701139        0.930000          386.17            9.51         0.04576           10.04    1.000+0.000j
      4.6701139        0.940000          396.10            9.51         0.04583           10.26    1.000+0.000j
      4.6701139        0.950000          406.17            9.53         0.04591           10.51    1.012+0.000j
      4.6701139        0.960000          416.39            9.55         0.04599           10.76    1.008+0.000j
      4.6701139        0.970000          426.75            9.59         0.04605           10.98    1.000+0.000j
      4.6701139        0.980000          437.26            9.63         0.04615           11.24    1.034+0.000j
      4.6701139        0.990000          447.91            9.67         0.04624           11.52    1.002+0.000j
      4.6701158        0.000000          459.69          354.52         0.03784            1.18    1.001+0.000j
      4.6701158        0.010000          446.13          340.92         0.03803            1.00    1.024+0.000j
      4.6701158        0.020000          432.63          327.30         0.03822            0.83    1.048+0.000j
      4.6701158        0.030000          419.20          313.67         0.03841            0.68    1.004+0.000j
      4.6701158        0.040000          405.85          300.04         0.03858            0.55    1.046+0.000j
      4.6701158        0.050000          392.62          286.46         0.03875            0.43    1.038+0.000j
      4.6701158        0.060000          379.52          272.94         0.03894            0.33    1.099+0.000j
      4.6701158        0.070000          366.58          259.53         0.03913            0.26    1.018+0.000j
      4.6701158        0.080000          353.83          246.26         0.03931            0.21    1.023+0.000j
      4.6701158        0.090000          341.29          233.19         0.03949            0.17    1.000+0.000j
      4.6701158        0.100000          328.99          220.36         0.03966            0.16    1.002+0.000j
      4.6701158        0.110000          316.95          207.82         0.03983            0.17    1.007+0.000j
      4.6701158        0.120000          305.21          195.62         0.04000            0.20    1.007+0.000j
      4.6701158        0.130000          293.78          183.91         0.04018            0.24    1.000+0.000j
      4.6701158        0.140000          282.69          172.57         0.04030            0.29    1.009+0.000j
      4.6701158        0.150000          271.96          161.76         0.04043            0.35    1.002+0.000j
      4.6701158        0.160000          261.61          151.49         0.04050            0.41    1.004+0.000j
      4.6701158        0.170000          251.65          141.75         0.04065            0.49    1.010+0.000j
      4.6701158        0.180000          242.09          132.66         0.04078            0.56    1.019+0.000j
      4.6701158        0.190000          232.93          124.08         0.04088            0.64    1.002+0.000j
      4.6701158        0.200000          224.20          116.07         0.04097            0.70    1.001+0.000j
      4.6701158        0.210000          215.87          108.62         0.04106            0.78    1.014+0.000j
      4.6701158        0.220000          207.95          101.68         0.04113            0.84    1.095+0.000j
      4.6701158        0.230000          200.44           95.24         0.04119            0.91    1.002+0.000j
      4.6701158        0.240000          193.33           89.23         0.04126            0.97    1.005+0.000j
      4.6701158        0.250000          186.62           83.68         0.04133            1.03    1.007+0.000j
      4.6701158        0.260000          180.30           78.50         0.04137            1.10    1.000+0.000j
      4.6701158        0.270000          174.35           73.73         0.04142            1.16    1.000+0.000j
      4.6701158        0.280000          168.78           69.28         0.04147            1.21    1.002+0.000j
      4.6701158        0.290000          163.57           65.15         0.04151            1.27    1.005+0.000j
      4.6701158        0.300000          158.72           61.33         0.04157            1.32    1.005+0.000j
      4.6701158        0.310000          154.22           57.77         0.04160            1.37    1.098+0.000j
      4.6701158        0.320000          150.06           54.42         0.04165            1.44    1.020+0.000j
      4.6701158        0.330000          146.23           51.36         0.04171            1.49    1.032+0.000j
      4.6701158        0.340000          142.73           48.47         0.04175            1.56    1.017+0.000j
      4.6701158        0.350000          139.55           45.80         0.04181            1.61    1.000+0.000j
      4.6701158        0.360000          136.69           43.31         0.04186            1.67    1.001+0.000j
      4.6701158        0.370000          134.14           40.98         0.04191            1.73    1.001+0.000j
      4.6701158        0.380000          131.88           38.81         0.04196            1.80    1.001+0.000j
      4.6701158        0.390000          129.93           36.78         0.04201            1.86    1.001+0.000j
      4.6701158        0.400000          128.27           34.89         0.04206            1.93    1.013+0.000j
      4.6701158        0.410000          126.90           33.12         0.04211            2.00    1.002+0.000j
      4.6701158        0.420000          125.82           31.46         0.04216            2.07    1.001+0.000j
      4.6701158        0.430000          125.01           29.92         0.04221            2.15    1.000+0.000j
      4.6701158        0.440000          124.48           28.48         0.04230            2.25    1.017+0.000j
      4.6701158        0.450000          124.23           27.12         0.04232            2.31    1.001+0.000j
      4.6701158        0.460000          124.24           25.83         0.04238            2.40    1.017+0.000j
      4.6701158        0.470000          124.53           24.66         0.04242            2.50    1.006+0.000j
      4.6701158        0.480000          125.07           23.54         0.04252            2.58    1.000+0.000j
      4.6701158        0.490000          125.87           22.53         0.04255            2.65    1.005+0.000j
      4.6701158        0.500000          126.93           21.54         0.04261            2.75    1.003+0.000j
      4.6701158        0.510000          128.25           20.63         0.04269            2.88    1.230+0.000j
      4.6701158        0.520000          129.82           19.76         0.04277            2.98    1.050+0.000j
      4.6701158        0.530000          131.64           18.98         0.04279            3.05    1.001+0.000j
      4.6701158        0.540000          133.70           18.23         0.04286            3.16    1.012+0.000j
      4.6701158        0.550000          136.01           17.53         0.04292            3.25    1.004+0.000j
      4.6701158        0.560000          138.56           16.86         0.04299            3.38    1.000+0.000j
      4.6701158        0.570000          141.35           16.25         0.04306            3.49    1.008+0.000j
      4.6701158        0.580000          144.37           15.67         0.04318            3.62    1.105+0.000j
      4.6701158        0.590000          147.63           15.14         0.04316            3.73    1.006+0.000j
      4.6701158        0.600000          151.13           14.62         0.04326            3.86    1.012+0.000j
      4.6701158        0.610000          154.85           14.15         0.04330            3.97    1.000+0.000j
      4.6701158        0.620000          158.81           13.70         0.04340            4.13    1.000+0.000j
      4.6701158        0.630000          162.98           13.28         0.04350            4.21    1.000+0.000j
      4.6701158        0.640000          167.39           12.89         0.04353            4.40    1.001+0.000j
      4.6701158        0.650000          172.01           12.53         0.04361            4.56    1.002+0.000j
      4.6701158        0.660000          176.86           12.17         0.04367            4.73    1.005+0.000j
      4.6701158        0.670000          181.92           11.86         0.04373            4.84    1.002+0.000j
      4.6701158        0.680000          187.20           11.59         0.04381            5.02    1.008+0.000j
      4.6701158        0.690000          192.68           11.30         0.04389            5.15    1.018+0.000j
      4.6701158        0.700000          198.39           11.04         0.04397            5.32    1.004+0.000j
      4.6701158        0.710000          204.29           10.80         0.04404            5.48    1.000+0.000j
      4.6701158        0.720000          210.41           10.58         0.04411            5.64    1.006+0.000j
      4.6701158        0.730000          216.73           10.37         0.04418            5.81    1.003+0.000j
      4.6701158        0.740000          223.25           10.18         0.04426            5.95    1.005+0.000j
      4.6701158        0.750000          229.97           10.00         0.04434            6.19    1.000+0.000j
      4.6701158        0.760000          236.89            9.84         0.04441            6.35    1.001+0.000j
      4.6701158        0.770000          244.01            9.68         0.04446            6.54    1.001+0.000j
      4.6701158        0.780000          251.31            9.56         0.04457            6.72    1.000+0.000j
      4.6701158        0.790000          258.81            9.44         0.04464            6.91    1.000+0.000j
      4.6701158        0.800000          266.50            9.32         0.04472            7.10    1.035+0.000j
      4.6701158        0.810000          274.37            9.22         0.04481            7.30    1.002+0.000j
      4.6701158        0.820000          282.42            9.13         0.04488            7.50    1.003+0.000j
      4.6701158        0.830000          290.66            9.05         0.04496            7.70    1.006+0.000j
      4.6701158        0.840000          299.07            8.98         0.04503            7.90    1.082+0.000j
      4.6701158        0.850000          307.66            8.92         0.04511            8.12    1.003+0.000j
      4.6701158        0.860000          316.43            8.87         0.04518            8.32    1.009+0.000j
      4.6701158        0.870000          325.36            8.83         0.04527            8.56    1.001+0.000j
      4.6701158        0.880000          334.47            8.80         0.04534            8.76    1.002+0.000j
      4.6701158        0.890000          343.74            8.77         0.04541            8.99    1.003+0.000j
      4.6701158        0.900000          353.17            8.76         0.04551            9.22    1.003+0.000j
      4.6701158        0.910000          362.77            8.75         0.04558            9.44    1.001+0.000j
      4.6701158        0.920000          372.52            8.75         0.04565            9.67    1.012+0.000j
      4.6701158        0.930000          382.43            8.76         0.04575            9.94    1.000+0.000j
      4.6701158        0.940000          392.49            8.77         0.04581           10.16    1.011+0.000j
      4.6701158        0.950000          402.71            8.79         0.04588           10.37    1.003+0.000j
      4.6701158        0.960000          413.07            8.82         0.04597           10.62    1.003+0.000j
      4.6701158        0.970000          423.58            8.86         0.04605           10.87    1.001+0.000j
      4.6701158        0.980000          434.24            8.90         0.04613           11.12    1.001+0.000j
      4.6701158        0.990000          445.03            8.95         0.04620           11.37    1.007+0.000j
      4.6701178        0.000000          456.30          354.52         0.03781            1.32    1.027+0.000j
      4.6701178        0.010000          442.47          340.65         0.03793            1.12    1.043+0.000j
      4.6701178        0.020000          428.70          326.75         0.03810            0.93    1.004+0.000j
      4.6701178        0.030000          414.99          312.83         0.03829            0.77    1.005+0.000j
      4.6701178        0.040000          401.37          298.92         0.03847            0.62    1.007+0.000j
      4.6701178        0.050000          387.86          285.02         0.03868            0.47    1.000+0.000j
      4.6701178        0.060000          374.49          271.20         0.03886            0.38    1.012+0.000j
      4.6701178        0.070000          361.27          257.47         0.03904            0.29    1.003+0.000j
      4.6701178        0.080000          348.25          243.90         0.03923            0.22    1.130+0.000j
      4.6701178        0.090000          335.44          230.54         0.03943            0.18    1.001+0.000j
      4.6701178        0.100000          322.88          217.40         0.03960            0.16    1.002+0.000j
      4.6701178        0.110000          310.60          204.60         0.03977            0.17    1.001+0.000j
      4.6701178        0.120000          298.62          192.16         0.03994            0.19    1.000+0.000j
      4.6701178        0.130000          286.97          180.18         0.04006            0.22    1.025+0.000j
      4.6701178        0.140000          275.68          168.67         0.04026            0.28    1.021+0.000j
      4.6701178        0.150000          264.76          157.73         0.04039            0.33    1.029+0.000j
      4.6701178        0.160000          254.24          147.36         0.04051            0.40    1.040+0.000j
      4.6701178        0.170000          244.13          137.59         0.04064            0.46    1.012+0.000j
      4.6701178        0.180000          234.43          128.42         0.04075            0.54    1.000+0.000j
      4.6701178        0.190000          225.16          119.90         0.04084            0.60    1.001+0.000j
      4.6701178        0.200000          216.32          111.89         0.04093            0.68    1.000+0.000j
      4.6701178        0.210000          207.91          104.49         0.04101            0.74    1.000+0.000j
      4.6701178        0.220000          199.92           97.62         0.04107            0.81    1.002+0.000j
      4.6701178        0.230000          192.35           91.26         0.04115            0.87    1.066+0.000j
      4.6701178        0.240000          185.19           85.38         0.04119            0.93    1.198+0.000j
      4.6701178        0.250000          178.44           79.92         0.04127            0.99    1.001+0.000j
      4.6701178        0.260000          172.08           74.87         0.04132            1.04    1.000+0.000j
      4.6701178        0.270000          166.11           70.20         0.04137            1.10    1.066+0.000j
      4.6701178        0.280000          160.52           65.87         0.04142            1.15    1.001+0.000j
      4.6701178        0.290000          155.31           61.87         0.04148            1.23    1.004+0.000j
      4.6701178        0.300000          150.45           58.13         0.04151            1.26    1.003+0.000j
      4.6701178        0.310000          145.94           54.69         0.04152            1.30    1.004+0.000j
      4.6701178        0.320000          141.79           51.47         0.04162            1.36    1.012+0.000j
      4.6701178        0.330000          137.97           48.48         0.04165            1.42    1.000+0.000j
      4.6701178        0.340000          134.48           45.69         0.04170            1.47    1.014+0.000j
      4.6701178        0.350000          131.31           43.14         0.04175            1.53    1.039+0.000j
      4.6701178        0.360000          128.47           40.74         0.04178            1.59    1.005+0.000j
      4.6701178        0.370000          125.93           38.48         0.04184            1.65    1.011+0.000j
      4.6701178        0.380000          123.71           36.41         0.04189            1.71    1.002+0.000j
      4.6701178        0.390000          121.78           34.46         0.04194            1.77    1.000+0.000j
      4.6701178        0.400000          120.15           32.64         0.04199            1.84    1.173+0.000j
      4.6701178        0.410000          118.81           30.95         0.04204            1.91    1.003+0.000j
      4.6701178        0.420000          117.76           29.37         0.04210            1.97    1.004+0.000j
      4.6701178        0.430000          116.99           27.90         0.04215            2.05    1.002+0.000j
      4.6701178        0.440000          116.50           26.52         0.04219            2.14    1.120+0.000j
      4.6701178        0.450000          116.28           25.23         0.04226            2.20    1.015+0.000j
      4.6701178        0.460000          116.34           24.01         0.04232            2.28    1.129+0.000j
      4.6701178        0.470000          116.67           22.89         0.04237            2.36    1.002+0.000j
      4.6701178        0.480000          117.26           21.84         0.04243            2.45    1.009+0.000j
      4.6701178        0.490000          118.11           20.85         0.04249            2.55    1.023+0.000j
      4.6701178        0.500000          119.23           19.93         0.04255            2.63    1.001+0.000j
      4.6701178        0.510000          120.60           19.07         0.04261            2.72    1.002+0.000j
      4.6701178        0.520000          122.22           18.27         0.04268            2.82    1.000+0.000j
      4.6701178        0.530000          124.10           17.51         0.04274            2.93    1.000+0.000j
      4.6701178        0.540000          126.22           16.80         0.04280            3.04    1.001+0.000j
      4.6701178        0.550000          128.59           16.14         0.04287            3.14    1.031+0.000j
      4.6701178        0.560000          131.21           15.51         0.04293            3.26    1.002+0.000j
      4.6701178        0.570000          134.07           14.94         0.04300            3.37    1.013+0.000j
      4.6701178        0.580000          137.16           14.39         0.04306            3.49    1.000+0.000j
      4.6701178        0.590000          140.50           13.88         0.04317            3.61    1.000+0.000j
      4.6701178        0.600000          144.07           13.41         0.04320            3.74    1.002+0.000j
      4.6701178        0.610000          147.87           12.96         0.04327            3.87    1.003+0.000j
      4.6701178        0.620000          151.90           12.55         0.04335            4.00    1.014+0.000j
      4.6701178        0.630000          156.16           12.16         0.04341            4.14    1.000+0.000j
      4.6701178        0.640000          160.65           11.79         0.04347            4.27    1.000+0.000j
      4.6701178        0.650000          165.36           11.46         0.04356            4.43    1.005+0.000j
      4.6701178        0.660000          170.29           11.14         0.04363            4.56    1.000+0.000j
      4.6701178        0.670000          175.45           10.84         0.04370            4.72    1.001+0.000j
      4.6701178        0.680000          180.82           10.57         0.04377            4.87    1.002+0.000j
      4.6701178        0.690000          186.40           10.32         0.04385            5.03    1.000+0.000j
      4.6701178        0.700000          192.20           10.08         0.04392            5.18    1.006+0.000j
      4.6701178        0.710000          198.21            9.86         0.04398            5.34    1.001+0.000j
      4.6701178        0.720000          204.43            9.65         0.04407            5.50    1.003+0.000j
      4.6701178        0.730000          210.85            9.47         0.04414            5.68    1.002+0.000j
      4.6701178        0.740000          217.48            9.29         0.04423            5.85    1.026+0.000j
      4.6701178        0.750000          224.31            9.13         0.04429            6.03    1.002+0.000j
      4.6701178        0.760000          231.33            8.98         0.04437            6.21    1.002+0.000j
      4.6701178        0.770000          238.56            8.85         0.04445            6.40    1.005+0.000j
      4.6701178        0.780000          245.98            8.72         0.04453            6.58    1.000+0.000j
      4.6701178        0.790000          253.59            8.61         0.04460            6.77    1.007+0.000j
      4.6701178        0.800000          261.40            8.51         0.04469            6.96    1.002+0.000j
      4.6701178        0.810000          269.39            8.42         0.04476            7.16    1.000+0.000j
