             x2           theta           chi^2     chi^2_gamma           delta     chi^2_delta        m_T(TeV) 
     93.4400000        6.095000          653.11           28.36         0.00000           24.24    8.952+0.000j
     93.4400000        6.100000          657.78           26.49         0.00000           24.26    1.920+0.000j
     93.4400000        6.105000          662.41           24.68         0.00000           24.31    8.762+0.000j
     93.4400000        6.110000          667.03           22.94         0.00001           24.31    2.919+0.000j
     93.4400000        6.115000          671.61           21.29         0.00000           24.33    1.383+0.000j
     93.4400000        6.120000          676.16           19.70         0.00000           24.34    8.549+0.000j
     93.4400000        6.125000          680.69           18.19         0.00000           24.33    6.957+0.000j
     93.4400000        6.130000          685.20           16.74         0.00000           24.32    1.001+0.000j
     93.4400000        6.135000          689.67           15.36         0.00001           24.30    9.944+0.000j
     93.4400000        6.140000          694.13           14.07         0.00000           24.28    9.900+0.000j
     93.4400000        6.145000          698.56           12.83         0.00000           24.25    9.262+0.000j
     93.4400000        6.150000          702.97           11.66         0.00001           24.22    2.070+0.000j
     93.4400000        6.155000          707.37           10.57         0.00000           24.17    4.998+0.000j
     93.4400000        6.160000          711.74            9.53         0.00001           24.12    3.477+0.000j
     93.4400000        6.165000          716.10            8.56         0.00002           24.06    1.399+0.000j
     93.4400000        6.170000          720.45            7.65             nan           24.00    1.828+0.000j
     93.4400000        6.175000          724.78            6.81         0.00001           23.92    9.981+0.000j
     93.4400000        6.180000          729.11            6.02         0.00001           23.84    2.028+0.000j
     93.4400000        6.185000          733.43            5.30         0.00002           23.76    9.040+0.000j
     93.4400000        6.190000          737.74            4.63         0.00004           23.67    1.215+0.000j
     93.4400000        6.195000          742.05            4.01         0.00001           23.57    1.156+0.000j
     93.4410891        5.700000          360.58           44.77         0.00407           12.14    1.002+0.000j
     93.4410891        5.705000          361.03           45.82         0.00422           12.22    1.000+0.000j
     93.4410891        5.710000          361.56           46.92         0.00319           12.43    1.000+0.000j
     93.4410891        5.715000          362.17           47.99         0.00321           12.54    1.001+0.000j
     93.4410891        5.720000          362.85           49.06         0.00288           12.68    1.001+0.000j
     93.4410891        5.725000          363.61           50.17         0.00255           12.81    1.001+0.000j
     93.4410891        5.730000          364.45           51.25         0.00178           12.98    1.000+0.000j
     93.4410891        5.735000          365.36           52.36         0.00025           13.14    1.130+0.000j
     93.4410891        5.740000          366.36           53.48         0.00001           13.27    1.761+0.000j
     93.4410891        5.745000          367.43           54.59         0.00002           13.37    2.597+0.000j
     93.4410891        5.750000          368.58           55.72         0.00010           13.48    9.380+0.000j
     93.4410891        5.755000          369.82           56.85         0.00000           13.61    1.454+0.000j
     93.4410891        5.760000          371.13           57.98         0.00011           13.72    9.940+0.000j
     93.4410891        5.765000          372.52           59.11         0.00009           13.84    1.136+0.000j
     93.4410891        5.770000          374.00           60.24         0.00001           13.96    7.320+0.000j
     93.4410891        5.775000          375.56           61.38         0.00000           14.08    1.101+0.000j
     93.4410891        5.780000          377.20           62.51         0.00003           14.21    6.286+0.000j
     93.4410891        5.785000          378.92           63.64         0.00001           14.33    1.069+0.000j
     93.4410891        5.790000          380.73           64.76         0.00000           14.46    9.411+0.000j
     93.4410891        5.795000          382.61           65.87         0.00004           14.60    1.792+0.000j
     93.4410891        5.800000          384.59           67.01         0.00006           14.72    1.563+0.000j
     93.4410891        5.805000          386.65           68.10         0.00001           14.86    1.797+0.000j
     93.4410891        5.810000          388.79           69.19         0.00001           14.99    7.001+0.000j
     93.4410891        5.815000          391.01           70.27         0.00007           15.12    1.445+0.000j
     93.4410891        5.820000          393.33           71.34         0.00003           15.27    3.383+0.000j
     93.4410891        5.825000          395.72           72.38         0.00003           15.41    9.989+0.000j
     93.4410891        5.830000          398.21           73.39         0.00008           15.54    5.157+0.000j
     93.4410891        5.835000          400.77           74.40         0.00002           15.69    8.158+0.000j
     93.4410891        5.840000          403.43           75.38         0.00000           15.84    9.998+0.000j
     93.4410891        5.845000          406.17           76.31         0.00001           15.99    5.833+0.000j
     93.4410891        5.850000          409.00           77.25         0.00000           16.15    3.578+0.000j
     93.4410891        5.855000          411.91           78.12         0.00000           16.29    1.644+0.000j
     93.4410891        5.860000          414.91           78.96         0.00001           16.44    3.750+0.000j
     93.4410891        5.865000          417.99           79.75         0.00001           16.60    1.657+0.000j
     93.4410891        5.870000          421.16           80.50         0.00002           16.76    9.936+0.000j
     93.4410891        5.875000          424.42           81.19         0.00005           16.92    3.506+0.000j
     93.4410891        5.880000          427.76           81.85         0.00002           17.07    1.098+0.000j
     93.4410891        5.885000          431.18           82.40         0.00000           17.25    2.660+0.000j
     93.4410891        5.890000          434.69           82.92         0.00001           17.42    9.918+0.000j
     93.4410891        5.895000          438.28           83.35         0.00000           17.60    1.009+0.000j
     93.4410891        5.900000          441.95           83.70         0.00001           17.77    1.404+0.000j
     93.4410891        5.905000          445.71           83.96         0.00000           17.95    4.014+0.000j
     93.4410891        5.910000          449.54           84.15         0.00001           18.13    2.026+0.000j
     93.4410891        5.915000          453.45           84.21         0.00000           18.31    1.555+0.000j
     93.4410891        5.920000          457.44           84.19         0.00001           18.50    9.776+0.000j
     93.4410891        5.925000          461.50           84.06         0.00001           18.70    9.814+0.000j
     93.4410891        5.930000          465.63           83.81         0.00000           18.88    9.649+0.000j
     93.4410891        5.935000          469.84           83.41         0.00000           19.08    9.796+0.000j
     93.4410891        5.940000          474.11           82.92         0.00001           19.29    7.583+0.000j
     93.4410891        5.945000          478.45           82.31         0.00000           19.48    9.942+0.000j
     93.4410891        5.950000          482.85           81.55         0.00000           19.68    1.019+0.000j
     93.4410891        5.955000          487.31           80.66         0.00001           19.88    1.868+0.000j
     93.4410891        5.960000          491.82           79.63         0.00000           20.08    7.718+0.000j
     93.4410891        5.965000          496.38           78.46         0.00000           20.27    2.071+0.000j
     93.4410891        5.970000          501.00           77.15         0.00000           20.48    5.134+0.000j
     93.4410891        5.975000          505.66           75.74         0.00004           20.69    1.020+0.000j
     93.4410891        5.980000          510.35           74.19         0.00002           20.89    8.935+0.000j
     93.4410891        5.985000          515.09           72.52         0.00005           21.09    9.600+0.000j
     93.4410891        5.990000          519.85           70.73         0.00000           21.28    2.491+0.000j
     93.4410891        5.995000          524.64           68.84         0.00000           21.46    1.998+0.000j
     93.4410891        6.000000          529.45           66.87         0.00000           21.65    7.685+0.000j
     93.4410891        6.005000          534.28           64.82         0.00000           21.82    9.897+0.000j
     93.4410891        6.010000          539.13           62.71         0.00000           22.00    9.927+0.000j
     93.4410891        6.015000          543.98           60.53         0.00000           22.18    6.141+0.000j
     93.4410891        6.020000          548.84           58.32         0.00001           22.33    1.064+0.000j
     93.4410891        6.025000          553.71           56.07         0.00001           22.49    2.930+0.000j
     93.4410891        6.030000          558.57           53.79         0.00001           22.64    1.763+0.000j
     93.4410891        6.035000          563.43           51.51         0.00000           22.78    1.186+0.000j
     93.4410891        6.040000          568.28           49.25         0.00000           22.92    5.946+0.000j
     93.4410891        6.045000          573.12           46.98         0.00003           23.04    1.780+0.000j
     93.4410891        6.050000          577.95           44.71         0.00000           23.16    1.002+0.000j
     93.4410891        6.055000          582.76           42.50         0.00000           23.26    6.041+0.000j
     93.4410891        6.060000          587.56           40.33         0.00000           23.37    6.636+0.000j
     93.4410891        6.065000          592.34           38.17         0.00000           23.46    7.984+0.000j
     93.4410891        6.070000          597.09           36.09         0.00000           23.54    1.250+0.000j
     93.4410891        6.075000          601.83           34.03         0.00001           23.62    3.699+0.000j
     93.4410891        6.080000          606.55           32.05         0.00002           23.69    9.951+0.000j
     93.4410891        6.085000          611.25           30.11         0.00003           23.74    1.024+0.000j
     93.4410891        6.090000          615.92           28.24         0.00002           23.79    9.611+0.000j
     93.4410891        6.095000          620.57           26.43         0.00000           23.82    2.187+0.000j
     93.4410891        6.100000          625.20           24.68         0.00001           23.86    3.112+0.000j
     93.4410891        6.105000          629.80           22.99         0.00001           23.90    5.762+0.000j
     93.4410891        6.110000          634.38           21.38         0.00001           23.90    6.795+0.000j
     93.4410891        6.115000          638.94           19.82         0.00000           23.92    9.984+0.000j
     93.4410891        6.120000          643.47           18.34         0.00000           23.93    1.638+0.000j
     93.4410891        6.125000          647.99           16.91         0.00003           23.92    1.357+0.000j
     93.4410891        6.130000          652.48           15.56         0.00001           23.91    1.138+0.000j
     93.4410891        6.135000          656.96           14.28         0.00000           23.90    1.273+0.000j
     93.4410891        6.140000          661.42           13.06         0.00002           23.87    9.549+0.000j
     93.4410891        6.145000          665.86           11.90         0.00000           23.84    3.644+0.000j
     93.4410891        6.150000          670.28           10.80         0.00000           23.81    8.221+0.000j
     93.4410891        6.155000          674.69            9.78         0.00000           23.75    9.955+0.000j
     93.4410891        6.160000          679.09            8.81         0.00000           23.71    5.713+0.000j
     93.4410891        6.165000          683.48            7.90         0.00001           23.65    1.037+0.000j
     93.4410891        6.170000          687.86            7.05         0.00000           23.58    5.138+0.000j
     93.4410891        6.175000          692.23            6.26         0.00000           23.51    1.809+0.000j
     93.4410891        6.180000          696.60            5.53         0.00000           23.43    1.002+0.000j
     93.4410891        6.185000          700.97            4.85         0.00001           23.34    4.094+0.000j
     93.4410891        6.190000          705.34            4.23         0.00000           23.23    9.803+0.000j
     93.4410891        6.195000          709.71            3.66         0.00002           23.14    9.679+0.000j
     93.4421782        5.700000          339.15           41.24         0.00522           11.84    1.000+0.000j
     93.4421782        5.705000          339.49           42.22         0.00501           11.98    1.000+0.000j
     93.4421782        5.710000          339.91           43.22         0.00484           12.09    1.002+0.000j
     93.4421782        5.715000          340.40           44.22         0.00453           12.25    1.006+0.000j
     93.4421782        5.720000          340.97           45.24         0.00423           12.39    1.077+0.000j
     93.4421782        5.725000          341.62           46.26         0.00402           12.53    1.004+0.000j
     93.4421782        5.730000          342.34           47.27         0.00382           12.65    1.003+0.000j
     93.4421782        5.735000          343.14           48.32         0.00373           12.78    1.130+0.000j
     93.4421782        5.740000          344.02           49.37         0.00311           12.94    1.001+0.000j
     93.4421782        5.745000          344.98           50.39         0.00222           13.14    1.002+0.000j
     93.4421782        5.750000          346.02           51.43         0.00215           13.26    1.004+0.000j
     93.4421782        5.755000          347.14           52.50         0.00149           13.40    1.006+0.000j
     93.4421782        5.760000          348.34           53.54         0.00000           13.56    1.610+0.000j
     93.4421782        5.765000          349.62           54.60         0.00004           13.68    1.071+0.000j
     93.4421782        5.770000          350.98           55.63         0.00004           13.80    9.641+0.000j
     93.4421782        5.775000          352.42           56.70         0.00006           13.92    9.979+0.000j
     93.4421782        5.780000          353.94           57.75         0.00000           14.05    9.146+0.000j
     93.4421782        5.785000          355.55           58.81         0.00001           14.16    2.257+0.000j
     93.4421782        5.790000          357.23           59.85         0.00005           14.30    2.427+0.000j
     93.4421782        5.795000          359.00           60.88         0.00001           14.42    9.931+0.000j
     93.4421782        5.800000          360.86           61.91         0.00003           14.56    9.990+0.000j
     93.4421782        5.805000          362.80           62.92         0.00003           14.69    9.939+0.000j
     93.4421782        5.810000          364.82           63.94         0.00002           14.82    4.313+0.000j
     93.4421782        5.815000          366.92           64.94         0.00004           14.96    2.480+0.000j
     93.4421782        5.820000          369.11           65.91         0.00001           15.10    1.964+0.000j
     93.4421782        5.825000          371.39           66.87         0.00000           15.24    5.731+0.000j
     93.4421782        5.830000          373.75           67.81         0.00000           15.37    8.023+0.000j
     93.4421782        5.835000          376.19           68.73         0.00001           15.52    9.968+0.000j
     93.4421782        5.840000          378.72           69.62         0.00001           15.66    6.970+0.000j
     93.4421782        5.845000          381.33           70.50         0.00000           15.81    9.600+0.000j
     93.4421782        5.850000          384.03           71.32         0.00000           15.96    1.154+0.000j
     93.4421782        5.855000          386.82           72.13         0.00000           16.10    3.702+0.000j
     93.4421782        5.860000          389.69           72.88         0.00000           16.26    6.098+0.000j
     93.4421782        5.865000          392.64           73.58         0.00001           16.41    3.410+0.000j
     93.4421782        5.870000          395.68           74.25         0.00002           16.58    1.167+0.000j
     93.4421782        5.875000          398.80           74.88         0.00002           16.73    9.976+0.000j
     93.4421782        5.880000          402.00           75.44         0.00002           16.90    4.260+0.000j
     93.4421782        5.885000          405.29           75.95         0.00002           17.06    6.369+0.000j
     93.4421782        5.890000          408.66           76.39         0.00000           17.23    9.011+0.000j
     93.4421782        5.895000          412.11           76.77         0.00001           17.39    1.519+0.000j
     93.4421782        5.900000          415.64           77.06         0.00002           17.57    9.992+0.000j
     93.4421782        5.905000          419.25           77.28         0.00000           17.74    3.775+0.000j
     93.4421782        5.910000          422.94           77.41         0.00000           17.92    5.945+0.000j
     93.4421782        5.915000          426.71           77.46         0.00000           18.10    4.334+0.000j
     93.4421782        5.920000          430.55           77.42         0.00000           18.29    9.998+0.000j
     93.4421782        5.925000          434.46           77.26         0.00000           18.47    7.767+0.000j
     93.4421782        5.930000          438.45           77.01         0.00000           18.66    2.555+0.000j
     93.4421782        5.935000          442.50           76.66         0.00002           18.84    1.137+0.000j
     93.4421782        5.940000          446.62           76.18         0.00000           19.03    7.408+0.000j
     93.4421782        5.945000          450.81           75.58         0.00001           19.23    3.621+0.000j
     93.4421782        5.950000          455.06           74.89         0.00000           19.41    3.342+0.000j
     93.4421782        5.955000          459.36           74.07         0.00000           19.62    1.166+0.000j
     93.4421782        5.960000          463.72           73.12         0.00002           19.81    9.784+0.000j
     93.4421782        5.965000          468.14           72.07         0.00000           20.00    5.977+0.000j
     93.4421782        5.970000          472.60           70.89         0.00002           20.19    9.748+0.000j
     93.4421782        5.975000          477.10           69.58         0.00005           20.37    1.703+0.000j
     93.4421782        5.980000          481.65           68.17         0.00000           20.58    1.384+0.000j
     93.4421782        5.985000          486.24           66.66         0.00006           20.76    1.954+0.000j
     93.4421782        5.990000          490.85           65.05         0.00001           20.95    1.528+0.000j
     93.4421782        5.995000          495.50           63.35         0.00000           21.13    4.381+0.000j
     93.4421782        6.000000          500.17           61.58         0.00001           21.32    1.201+0.000j
     93.4421782        6.005000          504.87           59.73         0.00000           21.48    1.356+0.000j
     93.4421782        6.010000          509.58           57.82         0.00003           21.65    1.004+0.000j
     93.4421782        6.015000          514.30           55.83         0.00001           21.82    5.657+0.000j
     93.4421782        6.020000          519.04           53.83         0.00000           21.97    7.436+0.000j
     93.4421782        6.025000          523.78           51.79         0.00000           22.12    8.599+0.000j
     93.4421782        6.030000          528.53           49.74         0.00000           22.27    8.909+0.000j
     93.4421782        6.035000          533.28           47.66         0.00000           22.40    5.148+0.000j
     93.4421782        6.040000          538.02           45.58         0.00001           22.53    6.189+0.000j
     93.4421782        6.045000          542.76           43.53         0.00000           22.65    6.076+0.000j
     93.4421782        6.050000          547.50           41.46         0.00001           22.76    1.375+0.000j
     93.4421782        6.055000          552.22           39.43         0.00002           22.87    2.673+0.000j
     93.4421782        6.060000          556.93           37.43         0.00001           22.97    9.986+0.000j
     93.4421782        6.065000          561.64           35.45         0.00002           23.05    1.814+0.000j
     93.4421782        6.070000          566.32           33.51         0.00000           23.14    9.543+0.000j
     93.4421782        6.075000          571.00           31.63         0.00000           23.20    8.716+0.000j
     93.4421782        6.080000          575.65           29.78         0.00000           23.27    1.941+0.000j
     93.4421782        6.085000          580.29           27.99         0.00002           23.33    9.965+0.000j
     93.4421782        6.090000          584.92           26.26         0.00000           23.38    1.801+0.000j
     93.4421782        6.095000          589.52           24.56         0.00002           23.42    6.467+0.000j
     93.4421782        6.100000          594.11           22.93         0.00000           23.45    9.945+0.000j
     93.4421782        6.105000          598.68           21.36         0.00002           23.49    1.650+0.000j
     93.4421782        6.110000          603.23           19.86         0.00001           23.50    1.246+0.000j
     93.4421782        6.115000          607.77           18.41         0.00002           23.51    7.373+0.000j
     93.4421782        6.120000          612.29           17.02         0.00001           23.52    1.761+0.000j
     93.4421782        6.125000          616.79           15.69             nan           23.51    1.969+0.000j
     93.4421782        6.130000          621.28           14.42         0.00000           23.49    2.633+0.000j
     93.4421782        6.135000          625.75           13.22         0.00000           23.49    1.346+0.000j
     93.4421782        6.140000          630.21           12.08         0.00001           23.46    1.204+0.000j
     93.4421782        6.145000          634.66           10.99         0.00000           23.43    5.606+0.000j
     93.4421782        6.150000          639.10            9.98         0.00001           23.39    2.025+0.000j
     93.4421782        6.155000          643.53            9.01         0.00002           23.34    6.695+0.000j
     93.4421782        6.160000          647.95            8.11         0.00000           23.28    3.840+0.000j
     93.4421782        6.165000          652.37            7.26         0.00003           23.22    9.701+0.000j
     93.4421782        6.170000          656.78            6.47         0.00001           23.17    5.544+0.000j
     93.4421782        6.175000          661.20            5.73         0.00000           23.09    1.040+0.000j
     93.4421782        6.180000          665.61            5.05         0.00002           23.01    1.035+0.000j
     93.4421782        6.185000          670.03            4.42         0.00001           22.92    2.014+0.000j
     93.4421782        6.190000          674.45            3.84         0.00004           22.84    3.193+0.000j
     93.4421782        6.195000          678.88            3.31         0.00000           22.73    2.110+0.000j
     93.4432673        5.700000          318.77           37.90         0.00623           11.53    1.001+0.000j
     93.4432673        5.705000          319.00           38.83         0.00602           11.67    1.000+0.000j
     93.4432673        5.710000          319.30           39.76         0.00584           11.80    1.036+0.000j
     93.4432673        5.715000          319.68           40.70         0.00564           11.93    1.002+0.000j
     93.4432673        5.720000          320.14           41.65         0.00547           12.07    1.011+0.000j
     93.4432673        5.725000          320.68           42.60         0.00520           12.22    1.002+0.000j
     93.4432673        5.730000          321.29           43.56         0.00495           12.35    1.010+0.000j
     93.4432673        5.735000          321.98           44.53         0.00475           12.50    1.000+0.000j
     93.4432673        5.740000          322.75           45.50         0.00468           12.62    1.035+0.000j
     93.4432673        5.745000          323.59           46.46         0.00416           12.80    1.001+0.000j
     93.4432673        5.750000          324.52           47.45         0.00393           12.94    1.002+0.000j
     93.4432673        5.755000          325.52           48.42         0.00353           13.10    1.002+0.000j
     93.4432673        5.760000          326.61           49.40         0.00330           13.23    1.012+0.000j
     93.4432673        5.765000          327.77           50.38         0.00299           13.39    1.017+0.000j
     93.4432673        5.770000          329.02           51.36         0.00247           13.54    1.004+0.000j
     93.4432673        5.775000          330.35           52.34         0.00192           13.70    1.064+0.000j
     93.4432673        5.780000          331.76           53.31         0.00002           13.88    9.976+0.000j
     93.4432673        5.785000          333.25           54.28         0.00006           14.01    3.189+0.000j
     93.4432673        5.790000          334.82           55.25         0.00005           14.13    6.973+0.000j
     93.4432673        5.795000          336.47           56.21         0.00007           14.26    2.749+0.000j
     93.4432673        5.800000          338.21           57.17         0.00000           14.38    8.796+0.000j
     93.4432673        5.805000          340.03           58.11         0.00004           14.52    9.986+0.000j
     93.4432673        5.810000          341.94           59.04         0.00006           14.65    1.749+0.000j
     93.4432673        5.815000          343.92           59.96         0.00001           14.78    1.176+0.000j
     93.4432673        5.820000          345.99           60.86         0.00001           14.92    2.893+0.000j
     93.4432673        5.825000          348.15           61.75         0.00001           15.05    4.554+0.000j
     93.4432673        5.830000          350.39           62.61         0.00004           15.19    6.478+0.000j
     93.4432673        5.835000          352.71           63.44         0.00005           15.34    9.995+0.000j
     93.4432673        5.840000          355.12           64.26         0.00000           15.48    6.081+0.000j
     93.4432673        5.845000          357.61           65.05         0.00001           15.62    1.617+0.000j
     93.4432673        5.850000          360.18           65.80         0.00000           15.77    9.776+0.000j
     93.4432673        5.855000          362.84           66.53         0.00001           15.91    3.080+0.000j
     93.4432673        5.860000          365.58           67.22         0.00000           16.08    4.203+0.000j
     93.4432673        5.865000          368.41           67.86         0.00002           16.24    4.971+0.000j
     93.4432673        5.870000          371.32           68.47         0.00000           16.38    5.588+0.000j
     93.4432673        5.875000          374.31           69.02         0.00005           16.53    1.094+0.000j
     93.4432673        5.880000          377.39           69.52         0.00005           16.70    5.308+0.000j
     93.4432673        5.885000          380.54           69.98         0.00000           16.86    9.809+0.000j
     93.4432673        5.890000          383.78           70.36         0.00005           17.03    1.975+0.000j
     93.4432673        5.895000          387.10           70.67         0.00002           17.18    1.083+0.000j
     93.4432673        5.900000          390.49           70.94         0.00000           17.36    1.424+0.000j
     93.4432673        5.905000          393.97           71.12         0.00000           17.53    1.253+0.000j
     93.4432673        5.910000          397.52           71.22         0.00002           17.70    2.207+0.000j
     93.4432673        5.915000          401.14           71.25         0.00000           17.88    1.011+0.000j
     93.4432673        5.920000          404.85           71.17         0.00000           18.05    7.935+0.000j
     93.4432673        5.925000          408.62           71.03         0.00003           18.23    4.203+0.000j
     93.4432673        5.930000          412.46           70.78         0.00000           18.42    2.593+0.000j
     93.4432673        5.935000          416.37           70.43         0.00000           18.59    1.685+0.000j
     93.4432673        5.940000          420.35           69.99         0.00001           18.78    9.067+0.000j
     93.4432673        5.945000          424.39           69.43         0.00000           18.97    3.949+0.000j
     93.4432673        5.950000          428.50           68.79         0.00004           19.15    9.917+0.000j
     93.4432673        5.955000          432.66           68.03         0.00001           19.34    1.375+0.000j
     93.4432673        5.960000          436.87           67.16         0.00000           19.51    1.381+0.000j
     93.4432673        5.965000          441.14           66.17         0.00001           19.72    1.112+0.000j
     93.4432673        5.970000          445.46           65.10         0.00000           19.90    9.550+0.000j
     93.4432673        5.975000          449.83           63.93         0.00000           20.08    1.528+0.000j
     93.4432673        5.980000          454.23           62.66         0.00000           20.27    1.019+0.000j
     93.4432673        5.985000          458.68           61.28         0.00000           20.45    1.033+0.000j
     93.4432673        5.990000          463.16           59.83         0.00000           20.62    1.480+0.000j
     93.4432673        5.995000          467.67           58.30         0.00003           20.80    2.111+0.000j
     93.4432673        6.000000          472.21           56.68         0.00000           20.97    4.593+0.000j
     93.4432673        6.005000          476.78           55.01         0.00002           21.14    1.120+0.000j
     93.4432673        6.010000          481.36           53.28         0.00002           21.29    9.948+0.000j
     93.4432673        6.015000          485.97           51.50         0.00000           21.45    1.796+0.000j
     93.4432673        6.020000          490.59           49.68         0.00003           21.59    1.340+0.000j
     93.4432673        6.025000          495.22           47.82         0.00000           21.75    8.322+0.000j
