             x2           theta           chi^2     chi^2_gamma           delta     chi^2_delta        m_T(TeV) 
      4.7477723        4.396000           44.43           19.77         0.00092            8.18    9.994+0.000j
      4.7477723        4.408000           44.10           19.07         0.00096            8.07    9.963+0.000j
      4.7477723        4.420000           43.95           18.41         0.00101            7.97    9.998+0.000j
      4.7477723        4.432000           43.97           17.78         0.00105            7.89    9.908+0.000j
      4.7477723        4.444000           44.18           17.17         0.00110            7.83    9.994+0.000j
      4.7477723        4.456000           44.57           16.60         0.00115            7.80   10.000+0.000j
      4.7477723        4.468000           45.17           16.06         0.00120            7.78    9.999+0.000j
      4.7477723        4.480000           45.98           15.55         0.00126            7.79    9.989+0.000j
      4.7477723        4.492000           47.00           15.07         0.00131            7.83    9.993+0.000j
      4.7477723        4.504000           48.24           14.61         0.00137            7.88    9.986+0.000j
      4.7477723        4.516000           49.70           14.18         0.00143            7.97    9.996+0.000j
      4.7477723        4.528000           51.40           13.78         0.00149            8.07    9.990+0.000j
      4.7477723        4.540000           53.34           13.41         0.00155            8.21    9.999+0.000j
      4.7477723        4.552000           55.54           13.06         0.00161            8.37    9.997+0.000j
      4.7477723        4.564000           57.98           12.74         0.00168            8.56    9.994+0.000j
      4.7477723        4.576000           60.69           12.45         0.00174            8.77    9.995+0.000j
      4.7477723        4.588000           63.66           12.18         0.00181            9.02    9.993+0.000j
      4.7477723        4.600000           66.91           11.93         0.00189            9.29    9.997+0.000j
      4.7477723        4.612000           70.44           11.71         0.00196            9.57    9.999+0.000j
      4.7477723        4.624000           74.25           11.51         0.00203            9.88    9.999+0.000j
      4.7477723        4.636000           78.35           11.33         0.00211           10.22   10.000+0.000j
      4.7477723        4.648000           82.74           11.18         0.00219           10.57   10.000+0.000j
      4.7477723        4.660000           87.43           11.05         0.00227           10.94   10.000+0.000j
      4.7477723        4.672000           92.42           10.94         0.00236           11.32    9.997+0.000j
      4.7477723        4.684000           97.72           10.86         0.00244           11.72    9.999+0.000j
      4.7477723        4.696000          103.32           10.80         0.00253           12.13   10.000+0.000j
      4.7477723        4.708000          109.22           10.76         0.00262           12.55    9.998+0.000j
      4.7477723        4.720000          115.43           10.74         0.00271           12.97   10.000+0.000j
      4.7477723        4.732000          121.95           10.74         0.00281           13.40   10.000+0.000j
      4.7477723        4.744000          128.77           10.77         0.00290           13.83    9.998+0.000j
      4.7477723        4.756000          135.90           10.82         0.00300           14.25   10.000+0.000j
      4.7477723        4.768000          143.33           10.89         0.00310           14.66   10.000+0.000j
      4.7477723        4.780000          151.05           10.99         0.00321           15.07   10.000+0.000j
      4.7477723        4.792000          159.08           11.11         0.00331           15.46   10.000+0.000j
      4.7477723        4.804000          167.39           11.25         0.00342           15.85    9.998+0.000j
      4.7477723        4.816000          175.99           11.41         0.00353           16.21    9.999+0.000j
      4.7477723        4.828000          184.87           11.60         0.00364           16.56    9.997+0.000j
      4.7477723        4.840000          194.02           11.82         0.00375           16.88    9.999+0.000j
      4.7477723        4.852000          203.43           12.06         0.00386           17.19   10.000+0.000j
      4.7477723        4.864000          213.11           12.32         0.00398           17.47   10.000+0.000j
      4.7477723        4.876000          223.03           12.61         0.00410           17.72   10.000+0.000j
      4.7477723        4.888000          233.19           12.93         0.00422           17.97    9.999+0.000j
      4.7477723        4.900000          243.58           13.27         0.00434           18.16   10.000+0.000j
      4.7477723        4.912000          254.19           13.64         0.00446           18.34   10.000+0.000j
      4.7477723        4.924000          265.01           14.04         0.00459           18.49   10.000+0.000j
      4.7477723        4.936000          276.03           14.47         0.00471           18.59   10.000+0.000j
      4.7477723        4.948000          287.23           14.93         0.00484           18.70   10.000+0.000j
      4.7477723        4.960000          298.62           15.41         0.00496           18.75   10.000+0.000j
      4.7477723        4.972000          310.16           15.93         0.00509           18.81   10.000+0.000j
      4.7477723        4.984000          321.87           16.48         0.00522           18.84   10.000+0.000j
      4.7477723        4.996000          333.71           17.06         0.00536           18.81   10.000+0.000j
      4.7477723        5.008000          345.68           17.67         0.00549           18.77    9.999+0.000j
      4.7477723        5.020000          357.78           18.32         0.00562           18.72   10.000+0.000j
      4.7477723        5.032000          369.98           18.99         0.00575           18.69   10.000+0.000j
      4.7477723        5.044000          382.27           19.71         0.00589           18.54   10.000+0.000j
      4.7477723        5.056000          394.66           20.46         0.00602           18.42   10.000+0.000j
      4.7477723        5.068000          407.11           21.24         0.00616           18.30   10.000+0.000j
      4.7477723        5.080000          419.63           22.06         0.00629           18.18   10.000+0.000j
      4.7477723        5.092000          432.20           22.92         0.00643           17.98   10.000+0.000j
      4.7477723        5.104000          444.82           23.82         0.00657           17.81    9.999+0.000j
      4.7477723        5.116000          457.47           24.75         0.00670           17.61   10.000+0.000j
      4.7477723        5.128000          470.14           25.73         0.00684           17.41   10.000+0.000j
      4.7477723        5.140000          482.83           26.74         0.00698           17.21    9.999+0.000j
      4.7477723        5.152000          495.52           27.79         0.00711           16.99   10.000+0.000j
      4.7477723        5.164000          508.21           28.89         0.00725           16.78   10.000+0.000j
      4.7477723        5.176000          520.89           30.02         0.00739           16.56    9.998+0.000j
      4.7477723        5.188000          533.55           31.20         0.00752           16.30   10.000+0.000j
      4.7487624        4.000000          118.93           63.86         0.00000           15.81    1.573+0.000j
      4.7487624        4.012000          115.45           61.76         0.00000           15.62    1.404+0.000j
      4.7487624        4.024000          112.02           59.71         0.00000           15.42    5.811+0.000j
      4.7487624        4.036000          108.63           57.72         0.00000           15.23    3.657+0.000j
      4.7487624        4.048000          105.30           55.77         0.00000           15.02    1.112+0.000j
      4.7487624        4.060000          102.01           53.87         0.00000           14.81    1.398+0.000j
      4.7487624        4.072000           98.78           52.02         0.00000           14.59    2.690+0.000j
      4.7487624        4.084000           95.61           50.22         0.00000           14.37    4.084+0.000j
      4.7487624        4.096000           92.49           48.46         0.00000           14.14    1.041+0.000j
      4.7487624        4.108000           89.44           46.76         0.00000           13.91    1.433+0.000j
      4.7487624        4.120000           86.44           45.10         0.00000           13.67    1.274+0.000j
      4.7487624        4.132000           83.51           43.49         0.00000           13.42    1.124+0.000j
      4.7487624        4.144000           80.64           41.92         0.00000           13.19    9.308+0.000j
      4.7487624        4.156000           77.85           40.40         0.00000           12.93    1.289+0.000j
      4.7487624        4.168000           75.12           38.93         0.00005           12.68    5.026+0.000j
      4.7487624        4.180000           72.47           37.49         0.00014           12.43    9.973+0.000j
      4.7487624        4.192000           69.90           36.11         0.00019           12.19    8.520+0.000j
      4.7487624        4.204000           67.40           34.77         0.00023           11.95    7.201+0.000j
      4.7487624        4.216000           64.99           33.47         0.00027           11.69    9.305+0.000j
      4.7487624        4.228000           62.66           32.21         0.00031           11.44    9.847+0.000j
      4.7487624        4.240000           60.42           31.00         0.00034           11.18    7.149+0.000j
      4.7487624        4.252000           58.27           29.83         0.00038           10.94    8.451+0.000j
      4.7487624        4.264000           56.22           28.69         0.00042           10.69    8.553+0.000j
      4.7487624        4.276000           54.28           27.60         0.00045           10.44    8.112+0.000j
      4.7487624        4.288000           52.44           26.55         0.00049           10.20    9.888+0.000j
      4.7487624        4.300000           50.70           25.54         0.00052            9.96    9.995+0.000j
      4.7487624        4.312000           49.09           24.56         0.00057            9.73    9.954+0.000j
      4.7487624        4.324000           47.60           23.63         0.00060            9.51    8.497+0.000j
      4.7487624        4.336000           46.23           22.73         0.00064            9.30    9.928+0.000j
      4.7487624        4.348000           44.99           21.87         0.00068            9.08    9.612+0.000j
      4.7487624        4.360000           43.89           21.04         0.00072            8.89    9.983+0.000j
      4.7487624        4.372000           42.94           20.25         0.00076            8.70    9.974+0.000j
      4.7487624        4.384000           42.13           19.49         0.00080            8.53    9.985+0.000j
      4.7487624        4.396000           41.48           18.77         0.00084            8.37    9.984+0.000j
      4.7487624        4.408000           41.00           18.08         0.00089            8.23    9.995+0.000j
      4.7487624        4.420000           40.68           17.42         0.00093            8.10    9.997+0.000j
      4.7487624        4.432000           40.54           16.79         0.00098            8.00    9.984+0.000j
      4.7487624        4.444000           40.58           16.20         0.00103            7.91    9.996+0.000j
      4.7487624        4.456000           40.81           15.64         0.00108            7.85    9.979+0.000j
      4.7487624        4.468000           41.25           15.10         0.00113            7.80    9.989+0.000j
      4.7487624        4.480000           41.88           14.60         0.00118            7.78    9.999+0.000j
      4.7487624        4.492000           42.73           14.12         0.00124            7.79    9.998+0.000j
      4.7487624        4.504000           43.80           13.67         0.00129            7.82    9.993+0.000j
      4.7487624        4.516000           45.09           13.25         0.00135            7.88    9.994+0.000j
      4.7487624        4.528000           46.62           12.86         0.00141            7.97    9.992+0.000j
      4.7487624        4.540000           48.40           12.49         0.00147            8.08    9.996+0.000j
      4.7487624        4.552000           50.42           12.15         0.00153            8.22    9.999+0.000j
      4.7487624        4.564000           52.70           11.84         0.00160            8.39    9.996+0.000j
      4.7487624        4.576000           55.24           11.55         0.00167            8.59    9.999+0.000j
      4.7487624        4.588000           58.05           11.28         0.00173            8.82   10.000+0.000j
      4.7487624        4.600000           61.14           11.04         0.00181            9.07   10.000+0.000j
      4.7487624        4.612000           64.51           10.82         0.00188            9.35    9.998+0.000j
      4.7487624        4.624000           68.17           10.62         0.00195            9.65   10.000+0.000j
      4.7487624        4.636000           72.12           10.45         0.00203            9.98    9.999+0.000j
      4.7487624        4.648000           76.37           10.30         0.00211           10.33   10.000+0.000j
      4.7487624        4.660000           80.92           10.17         0.00219           10.70   10.000+0.000j
      4.7487624        4.672000           85.78           10.07         0.00228           11.09    9.999+0.000j
      4.7487624        4.684000           90.95            9.98         0.00236           11.49    9.997+0.000j
      4.7487624        4.696000           96.42            9.92         0.00245           11.90    9.999+0.000j
      4.7487624        4.708000          102.22            9.88         0.00254           12.33    9.999+0.000j
      4.7487624        4.720000          108.32            9.86         0.00263           12.76   10.000+0.000j
      4.7487624        4.732000          114.74            9.87         0.00273           13.20    9.999+0.000j
      4.7487624        4.744000          121.48            9.89         0.00282           13.64    9.997+0.000j
      4.7487624        4.756000          128.52            9.94         0.00292           14.08   10.000+0.000j
      4.7487624        4.768000          135.88           10.01         0.00302           14.52   10.000+0.000j
      4.7487624        4.780000          143.54           10.10         0.00313           14.94   10.000+0.000j
      4.7487624        4.792000          151.51           10.22         0.00323           15.35   10.000+0.000j
      4.7487624        4.804000          159.78           10.35         0.00334           15.76   10.000+0.000j
      4.7487624        4.816000          168.35           10.52         0.00345           16.16    9.999+0.000j
      4.7487624        4.828000          177.20           10.70         0.00356           16.51    9.999+0.000j
      4.7487624        4.840000          186.33           10.91         0.00367           16.86   10.000+0.000j
      4.7487624        4.852000          195.74           11.14         0.00379           17.18    9.994+0.000j
      4.7487624        4.864000          205.41           11.40         0.00390           17.48    9.998+0.000j
      4.7487624        4.876000          215.34           11.68         0.00402           17.76   10.000+0.000j
      4.7487624        4.888000          225.52           11.99         0.00414           18.01   10.000+0.000j
      4.7487624        4.900000          235.94           12.33         0.00427           18.22   10.000+0.000j
      4.7487624        4.912000          246.58           12.69         0.00439           18.41   10.000+0.000j
      4.7487624        4.924000          257.44           13.08         0.00451           18.58   10.000+0.000j
      4.7487624        4.936000          268.51           13.50         0.00464           18.70   10.000+0.000j
      4.7487624        4.948000          279.78           13.95         0.00477           18.81   10.000+0.000j
      4.7487624        4.960000          291.22           14.43         0.00490           18.91    9.999+0.000j
      4.7487624        4.972000          302.84           14.94         0.00503           18.94    9.999+0.000j
      4.7487624        4.984000          314.62           15.48         0.00516           18.96   10.000+0.000j
      4.7487624        4.996000          326.55           16.05         0.00529           18.95    9.999+0.000j
      4.7487624        5.008000          338.61           16.65         0.00542           18.92   10.000+0.000j
      4.7487624        5.020000          350.79           17.29         0.00556           18.88   10.000+0.000j
      4.7487624        5.032000          363.09           17.96         0.00569           18.79   10.000+0.000j
      4.7487624        5.044000          375.49           18.66         0.00583           18.71   10.000+0.000j
      4.7487624        5.056000          387.97           19.40         0.00596           18.58    9.998+0.000j
      4.7487624        5.068000          400.53           20.18         0.00610           18.45   10.000+0.000j
      4.7487624        5.080000          413.16           20.99         0.00624           18.30    9.999+0.000j
      4.7487624        5.092000          425.85           21.84         0.00637           18.14   10.000+0.000j
      4.7487624        5.104000          438.57           22.73         0.00651           17.95   10.000+0.000j
      4.7487624        5.116000          451.34           23.65         0.00665           17.76   10.000+0.000j
      4.7487624        5.128000          464.13           24.62         0.00679           17.57   10.000+0.000j
      4.7487624        5.140000          476.93           25.62         0.00693           17.36   10.000+0.000j
      4.7487624        5.152000          489.74           26.67         0.00706           17.12   10.000+0.000j
      4.7487624        5.164000          502.55           27.75         0.00720           16.91   10.000+0.000j
      4.7487624        5.176000          515.34           28.88         0.00734           16.70   10.000+0.000j
      4.7487624        5.188000          528.12           30.05         0.00748           16.42    9.981+0.000j
      4.7497525        4.000000          119.84           62.70         0.00000           16.52    1.094+0.000j
      4.7497525        4.012000          116.30           60.60         0.00000           16.33    1.005+0.000j
      4.7497525        4.024000          112.80           58.55         0.00000           16.14    9.493+0.000j
      4.7497525        4.036000          109.35           56.56         0.00000           15.94    3.132+0.000j
      4.7497525        4.048000          105.95           54.61         0.00000           15.73    1.012+0.000j
      4.7497525        4.060000          102.60           52.71         0.00000           15.50    1.000+0.000j
      4.7497525        4.072000           99.30           50.87         0.00000           15.30    7.764+0.000j
      4.7497525        4.084000           96.05           49.07         0.00000           15.07    1.152+0.000j
      4.7497525        4.096000           92.85           47.32         0.00000           14.84    7.497+0.000j
      4.7497525        4.108000           89.71           45.61         0.00000           14.61    1.153+0.000j
      4.7497525        4.120000           86.63           43.96         0.00000           14.36    1.033+0.000j
      4.7497525        4.132000           83.61           42.35         0.00000           14.12    1.522+0.000j
      4.7497525        4.144000           80.65           40.79         0.00000           13.87    8.547+0.000j
      4.7497525        4.156000           77.76           39.27         0.00000           13.60    1.526+0.000j
      4.7497525        4.168000           74.94           37.80         0.00000           13.33    1.516+0.000j
      4.7497525        4.180000           72.18           36.38         0.00000           13.06    1.018+0.000j
      4.7497525        4.192000           69.51           35.00             nan           12.81    6.626+0.000j
      4.7497525        4.204000           66.91           33.66         0.00004           12.53    3.529+0.000j
      4.7497525        4.216000           64.39           32.37         0.00013           12.27    8.958+0.000j
      4.7497525        4.228000           61.95           31.12         0.00020           12.03    9.708+0.000j
      4.7497525        4.240000           59.60           29.92         0.00024           11.78    8.499+0.000j
      4.7497525        4.252000           57.34           28.75         0.00029           11.47    5.700+0.000j
      4.7497525        4.264000           55.17           27.63         0.00033           11.22    9.958+0.000j
      4.7497525        4.276000           53.10           26.54         0.00037           10.92    9.443+0.000j
      4.7497525        4.288000           51.13           25.50         0.00041           10.67    7.772+0.000j
      4.7497525        4.300000           49.27           24.49         0.00044           10.41    9.091+0.000j
      4.7497525        4.312000           47.52           23.52         0.00048           10.16    9.372+0.000j
      4.7497525        4.324000           45.89           22.60         0.00052            9.91    7.891+0.000j
      4.7497525        4.336000           44.38           21.71         0.00056            9.66    9.764+0.000j
      4.7497525        4.348000           43.00           20.85         0.00060            9.43    9.617+0.000j
      4.7497525        4.360000           41.75           20.03         0.00064            9.21    9.985+0.000j
      4.7497525        4.372000           40.65           19.25         0.00068            8.99    9.926+0.000j
      4.7497525        4.384000           39.69           18.50         0.00072            8.79    9.996+0.000j
      4.7497525        4.396000           38.88           17.79         0.00077            8.61    9.979+0.000j
      4.7497525        4.408000           38.23           17.10         0.00081            8.43    9.995+0.000j
      4.7497525        4.420000           37.75           16.46         0.00086            8.28    9.979+0.000j
      4.7497525        4.432000           37.45           15.84         0.00090            8.14    9.998+0.000j
      4.7497525        4.444000           37.32           15.25         0.00095            8.03    9.995+0.000j
      4.7497525        4.456000           37.38           14.70         0.00100            7.93    9.971+0.000j
      4.7497525        4.468000           37.64           14.17         0.00105            7.86    9.977+0.000j
      4.7497525        4.480000           38.11           13.67         0.00111            7.81    9.299+0.000j
      4.7497525        4.492000           38.78           13.21         0.00116            7.79    9.967+0.000j
      4.7497525        4.504000           39.67           12.77         0.00121            7.79    9.999+0.000j
      4.7497525        4.516000           40.79           12.35         0.00127            7.82    9.994+0.000j
      4.7497525        4.528000           42.15           11.97         0.00133            7.88    9.988+0.000j
      4.7497525        4.540000           43.74           11.61         0.00139            7.97    9.968+0.000j
      4.7497525        4.552000           45.59           11.27         0.00146            8.09    9.999+0.000j
      4.7497525        4.564000           47.70           10.96         0.00152            8.24    9.975+0.000j
      4.7497525        4.576000           50.07           10.68         0.00159            8.42    9.996+0.000j
      4.7497525        4.588000           52.71           10.41         0.00166            8.62    9.998+0.000j
      4.7497525        4.600000           55.63           10.18         0.00173            8.86   10.000+0.000j
      4.7497525        4.612000           58.84            9.96         0.00180            9.13    9.999+0.000j
      4.7497525        4.624000           62.34            9.77         0.00187            9.42    9.998+0.000j
      4.7497525        4.636000           66.13            9.60         0.00195            9.74   10.000+0.000j
      4.7497525        4.648000           70.23            9.45         0.00203           10.09    9.999+0.000j
      4.7497525        4.660000           74.64            9.33         0.00211           10.45    9.996+0.000j
      4.7497525        4.672000           79.35            9.22         0.00219           10.84    9.999+0.000j
      4.7497525        4.684000           84.39            9.14         0.00228           11.25    9.999+0.000j
      4.7497525        4.696000           89.74            9.08         0.00237           11.67    9.999+0.000j
      4.7497525        4.708000           95.41            9.04         0.00246           12.10   10.000+0.000j
      4.7497525        4.720000          101.40            9.02         0.00255           12.54   10.000+0.000j
      4.7497525        4.732000          107.72            9.02         0.00265           12.99    9.997+0.000j
      4.7497525        4.744000          114.36            9.05         0.00274           13.45   10.000+0.000j
      4.7497525        4.756000          121.32            9.09         0.00284           13.90   10.000+0.000j
      4.7497525        4.768000          128.59            9.16         0.00294           14.36   10.000+0.000j
      4.7497525        4.780000          136.19            9.25         0.00305           14.80   10.000+0.000j
      4.7497525        4.792000          144.10            9.36         0.00315           15.23   10.000+0.000j
      4.7497525        4.804000          152.32            9.49         0.00326           15.65    9.999+0.000j
      4.7497525        4.816000          160.84            9.65         0.00337           16.06   10.000+0.000j
      4.7497525        4.828000          169.66            9.83         0.00348           16.45   10.000+0.000j
      4.7497525        4.840000          178.77           10.03         0.00359           16.82   10.000+0.000j
      4.7497525        4.852000          188.16           10.26         0.00371           17.16   10.000+0.000j
      4.7497525        4.864000          197.83           10.51         0.00383           17.48   10.000+0.000j
      4.7497525        4.876000          207.77           10.79         0.00395           17.77    9.999+0.000j
      4.7497525        4.888000          217.96           11.09         0.00407           18.04   10.000+0.000j
      4.7497525        4.900000          228.40           11.42         0.00419           18.30   10.000+0.000j
      4.7497525        4.912000          239.08           11.77         0.00432           18.49    9.998+0.000j
      4.7497525        4.924000          249.98           12.16         0.00444           18.65   10.000+0.000j
      4.7497525        4.936000          261.09           12.56         0.00457           18.82   10.000+0.000j
      4.7497525        4.948000          272.41           13.00         0.00470           18.92   10.000+0.000j
      4.7497525        4.960000          283.92           13.47         0.00483           19.01   10.000+0.000j
      4.7497525        4.972000          295.61           13.97         0.00496           19.08   10.000+0.000j
      4.7497525        4.984000          307.46           14.50         0.00509           19.10    9.999+0.000j
      4.7497525        4.996000          319.47           15.06         0.00522           19.10   10.000+0.000j
      4.7497525        5.008000          331.61           15.66         0.00536           19.08    9.998+0.000j
      4.7497525        5.020000          343.89           16.29         0.00549           19.01   10.000+0.000j
      4.7497525        5.032000          356.28           16.95         0.00563           18.96   10.000+0.000j
      4.7497525        5.044000          368.78           17.64         0.00577           18.85   10.000+0.000j
      4.7497525        5.056000          381.36           18.37         0.00590           18.75   10.000+0.000j
      4.7497525        5.068000          394.03           19.14         0.00604           18.61    9.999+0.000j
      4.7497525        5.080000          406.77           19.94         0.00618           18.47   10.000+0.000j
      4.7497525        5.092000          419.57           20.78         0.00632           18.29   10.000+0.000j
      4.7497525        5.104000          432.41           21.66         0.00646           18.12   10.000+0.000j
      4.7497525        5.116000          445.29           22.58         0.00660           17.91    9.999+0.000j
      4.7497525        5.128000          458.19           23.53         0.00674           17.72   10.000+0.000j
      4.7497525        5.140000          471.11           24.53         0.00688           17.50   10.000+0.000j
      4.7497525        5.152000          484.04           25.57         0.00701           17.28   10.000+0.000j
      4.7497525        5.164000          496.96           26.64         0.00715           17.05   10.000+0.000j
      4.7497525        5.176000          509.88           27.76         0.00729           16.81   10.000+0.000j
      4.7497525        5.188000          522.78           28.93         0.00743           16.58   10.000+0.000j
      4.7507426        4.000000          121.06           61.55         0.00000           17.27    1.306+0.000j
      4.7507426        4.012000          117.46           59.45         0.00000           17.08    6.537+0.000j
      4.7507426        4.024000          113.90           57.41             nan           16.88    2.640+0.000j
      4.7507426        4.036000          110.39           55.41         0.00000           16.69    9.683+0.000j
      4.7507426        4.048000          106.93           53.47         0.00000           16.48    3.921+0.000j
      4.7507426        4.060000          103.50           51.57         0.00000           16.26    1.058+0.000j
      4.7507426        4.072000          100.13           49.73         0.00000           16.04    1.922+0.000j
      4.7507426        4.084000           96.81           47.93         0.00000           15.82    8.431+0.000j
      4.7507426        4.096000           93.54           46.19             nan           15.58    1.451+0.000j
      4.7507426        4.108000           90.32           44.49         0.00000           15.34    1.000+0.000j
      4.7507426        4.120000           87.16           42.84         0.00000           15.10    9.965+0.000j
      4.7507426        4.132000           84.05           41.23         0.00000           14.84    7.655+0.000j
      4.7507426        4.144000           81.00           39.68         0.00000           14.59    1.406+0.000j
      4.7507426        4.156000           78.02           38.17         0.00000           14.33    9.402+0.000j
      4.7507426        4.168000           75.10           36.70             nan           14.05    1.075+0.000j
      4.7507426        4.180000           72.25           35.28         0.00000           13.78    1.015+0.000j
      4.7507426        4.192000           69.47           33.91         0.00000           13.50    1.012+0.000j
      4.7507426        4.204000           66.76           32.58         0.00000           13.21    3.144+0.000j
      4.7507426        4.216000           64.13           31.30         0.00001           12.93    1.005+0.000j
      4.7507426        4.228000           61.58           30.05         0.00000           12.63    9.788+0.000j
      4.7507426        4.240000           59.12           28.85         0.00008           12.33    9.741+0.000j
      4.7507426        4.252000           56.74           27.69         0.00015           12.05    4.680+0.000j
      4.7507426        4.264000           54.45           26.58         0.00021           11.76    9.922+0.000j
      4.7507426        4.276000           52.26           25.50         0.00026           11.49    9.776+0.000j
      4.7507426        4.288000           50.17           24.46         0.00031           11.20    6.763+0.000j
      4.7507426        4.300000           48.18           23.47         0.00035           10.92    9.904+0.000j
      4.7507426        4.312000           46.30           22.51         0.00040           10.63    9.815+0.000j
      4.7507426        4.324000           44.53           21.59         0.00044           10.37    9.596+0.000j
      4.7507426        4.336000           42.88           20.71         0.00048           10.10    9.897+0.000j
      4.7507426        4.348000           41.35           19.86         0.00052            9.84    9.950+0.000j
      4.7507426        4.360000           39.96           19.05         0.00056            9.58    9.988+0.000j
      4.7507426        4.372000           38.70           18.28         0.00061            9.34    9.677+0.000j
      4.7507426        4.384000           37.58           17.54         0.00065            9.12    9.970+0.000j
      4.7507426        4.396000           36.62           16.83         0.00069            8.89    9.987+0.000j
      4.7507426        4.408000           35.81           16.16         0.00074            8.69    9.990+0.000j
      4.7507426        4.420000           35.17           15.52         0.00078            8.50    9.960+0.000j
      4.7507426        4.432000           34.69           14.91         0.00083            8.33    9.994+0.000j
      4.7507426        4.444000           34.40           14.33         0.00088            8.18    9.986+0.000j
      4.7507426        4.456000           34.29           13.79         0.00093            8.06    9.999+0.000j
      4.7507426        4.468000           34.37           13.27         0.00098            7.95    9.986+0.000j
      4.7507426        4.480000           34.66           12.78         0.00103            7.87    9.992+0.000j
      4.7507426        4.492000           35.15           12.32         0.00108            7.81   10.000+0.000j
      4.7507426        4.504000           35.86           11.89         0.00114            7.79    9.991+0.000j
      4.7507426        4.516000           36.80           11.48         0.00120            7.79    9.998+0.000j
      4.7507426        4.528000           37.98           11.10         0.00125            7.82    9.999+0.000j
      4.7507426        4.540000           39.39           10.75         0.00132            7.88    9.997+0.000j
      4.7507426        4.552000           41.06           10.42         0.00138            7.97   10.000+0.000j
      4.7507426        4.564000           42.99           10.12         0.00144            8.10    9.997+0.000j
      4.7507426        4.576000           45.18            9.84         0.00151            8.25    9.999+0.000j
      4.7507426        4.588000           47.65            9.58         0.00158            8.44    9.990+0.000j
      4.7507426        4.600000           50.39            9.35         0.00165            8.66    9.996+0.000j
      4.7507426        4.612000           53.43            9.14         0.00172            8.91   10.000+0.000j
      4.7507426        4.624000           56.76            8.95         0.00179            9.19   10.000+0.000j
      4.7507426        4.636000           60.39            8.79         0.00187            9.51    9.998+0.000j
      4.7507426        4.648000           64.33            8.64         0.00195            9.84    9.998+0.000j
      4.7507426        4.660000           68.59            8.52         0.00203           10.19    9.999+0.000j
      4.7507426        4.672000           73.16            8.42         0.00211           10.59    9.999+0.000j
      4.7507426        4.684000           78.05            8.34         0.00220           11.00    9.996+0.000j
      4.7507426        4.696000           83.26            8.27         0.00229           11.42    9.999+0.000j
      4.7507426        4.708000           88.81            8.24         0.00238           11.86   10.000+0.000j
      4.7507426        4.720000           94.68            8.22         0.00247           12.32   10.000+0.000j
      4.7507426        4.732000          100.88            8.22         0.00256           12.77   10.000+0.000j
      4.7507426        4.744000          107.42            8.24         0.00266           13.25    9.998+0.000j
      4.7507426        4.756000          114.28            8.28         0.00276           13.71    9.999+0.000j
      4.7507426        4.768000          121.47            8.35         0.00286           14.18    9.999+0.000j
      4.7507426        4.780000          128.99            8.43         0.00297           14.64   10.000+0.000j
      4.7507426        4.792000          136.83            8.54         0.00307           15.10    9.999+0.000j
      4.7507426        4.804000          144.99            8.67         0.00318           15.54   10.000+0.000j
      4.7507426        4.816000          153.46            8.82         0.00329           15.97   10.000+0.000j
      4.7507426        4.828000          162.25            8.99         0.00340           16.37   10.000+0.000j
      4.7507426        4.840000          171.33            9.19         0.00352           16.77   10.000+0.000j
      4.7507426        4.852000          180.70            9.41         0.00363           17.13   10.000+0.000j
      4.7507426        4.864000          190.36            9.65         0.00375           17.48    9.999+0.000j
      4.7507426        4.876000          200.30            9.92         0.00387           17.79   10.000+0.000j
      4.7507426        4.888000          210.50           10.22         0.00399           18.07   10.000+0.000j
      4.7507426        4.900000          220.96           10.54         0.00412           18.33    9.999+0.000j
      4.7507426        4.912000          231.66           10.88         0.00424           18.55    9.999+0.000j
      4.7507426        4.924000          242.60           11.26         0.00437           18.75   10.000+0.000j
      4.7507426        4.936000          253.76           11.66         0.00450           18.90   10.000+0.000j
      4.7507426        4.948000          265.13           12.09         0.00463           19.05    9.998+0.000j
      4.7507426        4.960000          276.70           12.55         0.00476           19.10    9.999+0.000j
      4.7507426        4.972000          288.46           13.04         0.00489           19.20   10.000+0.000j
      4.7507426        4.984000          300.38           13.56         0.00502           19.24   10.000+0.000j
      4.7507426        4.996000          312.47           14.11         0.00516           19.34   10.000+0.000j
      4.7507426        5.008000          324.70           14.69         0.00529           19.23   10.000+0.000j
      4.7507426        5.020000          337.06           15.31         0.00543           19.18   10.000+0.000j
      4.7507426        5.032000          349.55           15.96         0.00557           19.12   10.000+0.000j
      4.7507426        5.044000          362.14           16.65         0.00570           19.03   10.000+0.000j
      4.7507426        5.056000          374.84           17.37         0.00584           18.92   10.000+0.000j
      4.7507426        5.068000          387.61           18.12         0.00598           18.79   10.000+0.000j
      4.7507426        5.080000          400.46           18.92         0.00612           18.64   10.000+0.000j
      4.7507426        5.092000          413.36           19.75         0.00626           18.47   10.000+0.000j
      4.7507426        5.104000          426.32           20.62         0.00640           18.28   10.000+0.000j
      4.7507426        5.116000          439.31           21.52         0.00654           18.09   10.000+0.000j
      4.7507426        5.128000          452.33           22.47         0.00668           17.87   10.000+0.000j
      4.7507426        5.140000          465.37           23.46         0.00682           17.65   10.000+0.000j
      4.7507426        5.152000          478.42           24.49         0.00696           17.43   10.000+0.000j
      4.7507426        5.164000          491.46           25.56         0.00711           17.14   10.000+0.000j
      4.7507426        5.176000          504.50           26.67         0.00725           16.95    9.999+0.000j
      4.7507426        5.188000          517.51           27.82         0.00739           16.71    9.999+0.000j
