             x2           theta           chi^2     chi^2_gamma           delta     chi^2_delta        m_T(TeV) 
      4.7250000        4.324000          204.53           55.32         0.04636           14.80    9.698+0.000j
      4.7250000        4.336000          206.99           54.31         0.04653           15.57    5.778+0.000j
      4.7250000        4.348000          209.65           53.33         0.04669           16.39    1.028+0.000j
      4.7250000        4.360000          212.50           52.38         0.04686           17.20    1.389+0.000j
      4.7250000        4.372000          215.57           51.47         0.04703           18.08    1.000+0.000j
      4.7250000        4.384000          218.84           50.59         0.04720           18.98    1.450+0.000j
      4.7250000        4.396000          222.34           49.74         0.04737           19.89    8.612+0.000j
      4.7250000        4.408000          226.05           48.93         0.04753           20.83    1.103+0.000j
      4.7250000        4.420000          229.99           48.15         0.04771           21.83    5.984+0.000j
      4.7250000        4.432000          234.17           47.40         0.04788           22.82    9.822+0.000j
      4.7250000        4.444000          238.57           46.68         0.04805           23.90    9.999+0.000j
      4.7250000        4.456000          243.22           46.00         0.04822           24.94    4.828+0.000j
      4.7250000        4.468000          248.11           45.34         0.04840           26.06    1.472+0.000j
      4.7250000        4.480000          253.25           44.72         0.04858           27.18    9.593+0.000j
      4.7250000        4.492000          258.64           44.13         0.04875           28.33    2.918+0.000j
      4.7250000        4.504000          264.30           43.57         0.04892           29.51    9.989+0.000j
      4.7250000        4.516000          270.21           43.04         0.04909           30.71    1.290+0.000j
      4.7250000        4.528000          276.38           42.55         0.04927           31.93    9.987+0.000j
      4.7250000        4.540000          282.83           42.08         0.04944           33.17    2.462+0.000j
      4.7250000        4.552000          289.55           41.64         0.04962           34.44    1.413+0.000j
      4.7250000        4.564000          296.54           41.23         0.04978           35.71    3.852+0.000j
      4.7250000        4.576000          303.81           40.85         0.04995           37.02    1.003+0.000j
      4.7250000        4.588000          311.37           40.50         0.05012           38.33    1.268+0.000j
      4.7250000        4.600000          319.21           40.18         0.05028           39.67    1.123+0.000j
      4.7250000        4.612000          327.34           39.89         0.05045           41.01    1.118+0.000j
      4.7250000        4.624000          335.75           39.63         0.05061           42.34    9.987+0.000j
      4.7250000        4.636000          344.46           39.40         0.05078           43.71    9.294+0.000j
      4.7250000        4.648000          353.46           39.20         0.05093           45.05    9.408+0.000j
      4.7250000        4.660000          362.75           39.03         0.05110           46.42    2.251+0.000j
      4.7250000        4.672000          372.34           38.88         0.05125           47.77    1.001+0.000j
      4.7250000        4.684000          382.22           38.77         0.05140           49.11    1.045+0.000j
      4.7250000        4.696000          392.40           38.68         0.05155           50.46    9.997+0.000j
      4.7250000        4.708000          402.87           38.62         0.05170           51.81    1.716+0.000j
      4.7250000        4.720000          413.64           38.60         0.05184           53.11    9.984+0.000j
      4.7250000        4.732000          424.70           38.60         0.05198           54.41    1.122+0.000j
      4.7250000        4.744000          436.06           38.63         0.05211           55.69    1.076+0.000j
      4.7250000        4.756000          447.70           38.69         0.05225           56.95    1.000+0.000j
      4.7250000        4.768000          459.63           38.77         0.05237           58.18    9.017+0.000j
      4.7250000        4.780000          471.85           38.89         0.05250           59.40    9.996+0.000j
      4.7250000        4.792000          484.35           39.04         0.05262           60.56    1.074+0.000j
      4.7250000        4.804000          497.13           39.22         0.05274           61.72    9.858+0.000j
      4.7250000        4.816000          510.18           39.42         0.05286           62.85    1.029+0.000j
      4.7250000        4.828000          523.51           39.66         0.05297           63.89    9.988+0.000j
      4.7250000        4.840000          537.10           39.92         0.05307           64.92    1.506+0.000j
      4.7250000        4.852000          550.95           40.22         0.05317           65.91    9.995+0.000j
      4.7250000        4.864000          565.06           40.55         0.05327           66.86   10.000+0.000j
      4.7250000        4.876000          579.41           40.90         0.05336           67.74    1.794+0.000j
      4.7250000        4.888000          594.02           41.29         0.05344           68.55    8.889+0.000j
      4.7250000        4.900000          608.85           41.71         0.05353           69.38    1.000+0.000j
      4.7250000        4.912000          623.92           42.16         0.05361           70.14    2.734+0.000j
      4.7250000        4.924000          639.21           42.64         0.05369           70.82    1.001+0.000j
      4.7250000        4.936000          654.71           43.15         0.05376           71.48    1.102+0.000j
      4.7250000        4.948000          670.43           43.70         0.05383           72.05    1.002+0.000j
      4.7250000        4.960000          686.34           44.28         0.05388           72.58    1.001+0.000j
      4.7250000        4.972000          702.44           44.89         0.05394           73.04    1.037+0.000j
      4.7250000        4.984000          718.72           45.53         0.05400           73.48    2.478+0.000j
      4.7250000        4.996000          735.18           46.20         0.05404           73.85    1.004+0.000j
      4.7250000        5.008000          751.80           46.91         0.05409           74.19    5.909+0.000j
      4.7250000        5.020000          768.58           47.65         0.05411           74.34    1.006+0.000j
      4.7250000        5.032000          785.50           48.43         0.05416           74.65    7.732+0.000j
      4.7250000        5.044000          802.57           49.24         0.05419           74.83    9.929+0.000j
      4.7250000        5.056000          819.75           50.08         0.05421           74.93    1.416+0.000j
      4.7250000        5.068000          837.06           50.96         0.05426           74.97    1.724+0.000j
      4.7250000        5.080000          854.47           51.87         0.05426           74.99    7.220+0.000j
      4.7250000        5.092000          871.99           52.82         0.05428           74.91    8.896+0.000j
      4.7250000        5.104000          889.59           53.80         0.05429           74.85    3.211+0.000j
      4.7250000        5.116000          907.27           54.83         0.05430           74.72    7.430+0.000j
      4.7250000        5.128000          925.03           55.88         0.05431           74.55    4.942+0.000j
      4.7250000        5.140000          942.84           56.97         0.05432           74.38    7.232+0.000j
      4.7250000        5.152000          960.71           58.10         0.05431           74.08    1.312+0.000j
      4.7250000        5.164000          978.62           59.27         0.05431           73.80    1.418+0.000j
      4.7250000        5.176000          996.56           60.47         0.05429           73.44    1.006+0.000j
      4.7250000        5.188000         1014.53           61.72         0.05429           73.09    2.041+0.000j
      4.7259901        4.000000          189.53           95.02         0.04240            2.41    3.607+0.000j
      4.7259901        4.012000          188.06           92.97         0.04252            2.60    1.361+0.000j
      4.7259901        4.024000          186.68           90.97         0.04263            2.81    1.017+0.000j
      4.7259901        4.036000          185.40           89.00         0.04274            3.02    2.969+0.000j
      4.7259901        4.048000          184.22           87.08         0.04286            3.26    1.408+0.000j
      4.7259901        4.060000          183.15           85.19         0.04298            3.50    9.943+0.000j
      4.7259901        4.072000          182.19           83.35         0.04310            3.76    8.914+0.000j
      4.7259901        4.084000          181.33           81.55         0.04323            4.04    3.356+0.000j
      4.7259901        4.096000          180.59           79.79         0.04335            4.33    9.975+0.000j
      4.7259901        4.108000          179.97           78.07         0.04348            4.64    9.999+0.000j
      4.7259901        4.120000          179.47           76.39         0.04361            4.96    3.132+0.000j
      4.7259901        4.132000          179.09           74.74         0.04374            5.31    1.877+0.000j
      4.7259901        4.144000          178.83           73.14         0.04388            5.67    9.914+0.000j
      4.7259901        4.156000          178.71           71.58         0.04402            6.05    5.954+0.000j
      4.7259901        4.168000          178.72           70.05         0.04416            6.45    1.496+0.000j
      4.7259901        4.180000          178.87           68.57         0.04430            6.88    2.298+0.000j
      4.7259901        4.192000          179.16           67.12         0.04444            7.33    1.117+0.000j
      4.7259901        4.204000          179.60           65.71         0.04459            7.79    2.463+0.000j
      4.7259901        4.216000          180.18           64.34         0.04474            8.28    6.218+0.000j
      4.7259901        4.228000          180.92           63.00         0.04488            8.79    9.333+0.000j
      4.7259901        4.240000          181.82           61.70         0.04504            9.34    3.449+0.000j
      4.7259901        4.252000          182.87           60.44         0.04519            9.90    1.247+0.000j
      4.7259901        4.264000          184.09           59.21         0.04536           10.50    9.887+0.000j
      4.7259901        4.276000          185.49           58.02         0.04551           11.12    9.067+0.000j
      4.7259901        4.288000          187.05           56.87         0.04567           11.77    9.183+0.000j
      4.7259901        4.300000          188.80           55.75         0.04582           12.44    6.391+0.000j
      4.7259901        4.312000          190.73           54.67         0.04599           13.14    2.350+0.000j
      4.7259901        4.324000          192.85           53.62         0.04615           13.87    1.000+0.000j
      4.7259901        4.336000          195.16           52.61         0.04632           14.62    1.266+0.000j
      4.7259901        4.348000          197.67           51.63         0.04649           15.42    6.021+0.000j
      4.7259901        4.360000          200.39           50.68         0.04666           16.25    3.816+0.000j
      4.7259901        4.372000          203.31           49.77         0.04683           17.11    1.074+0.000j
      4.7259901        4.384000          206.44           48.90         0.04700           17.99    1.744+0.000j
      4.7259901        4.396000          209.79           48.05         0.04718           18.91    1.990+0.000j
      4.7259901        4.408000          213.36           47.24         0.04736           19.87    3.144+0.000j
      4.7259901        4.420000          217.16           46.46         0.04753           20.84    1.005+0.000j
      4.7259901        4.432000          221.20           45.71         0.04771           21.85    9.991+0.000j
      4.7259901        4.444000          225.47           45.00         0.04788           22.89    1.302+0.000j
      4.7259901        4.456000          229.98           44.31         0.04806           23.97    1.110+0.000j
      4.7259901        4.468000          234.73           43.66         0.04824           25.06    1.824+0.000j
      4.7259901        4.480000          239.74           43.04         0.04842           26.19    1.004+0.000j
      4.7259901        4.492000          245.01           42.45         0.04859           27.35    1.003+0.000j
      4.7259901        4.504000          250.53           41.90         0.04877           28.53    9.933+0.000j
      4.7259901        4.516000          256.32           41.37         0.04895           29.75    1.291+0.000j
      4.7259901        4.528000          262.37           40.87         0.04913           30.99    8.387+0.000j
      4.7259901        4.540000          268.70           40.40         0.04931           32.24    4.670+0.000j
      4.7259901        4.552000          275.31           39.97         0.04948           33.54    2.783+0.000j
      4.7259901        4.564000          282.19           39.56         0.04965           34.83    8.510+0.000j
      4.7259901        4.576000          289.36           39.18         0.04983           36.15    1.001+0.000j
      4.7259901        4.588000          296.81           38.83         0.05000           37.49    3.029+0.000j
      4.7259901        4.600000          304.56           38.51         0.05018           38.84    1.337+0.000j
      4.7259901        4.612000          312.59           38.22         0.05034           40.21    9.783+0.000j
      4.7259901        4.624000          320.92           37.96         0.05051           41.57    9.667+0.000j
      4.7259901        4.636000          329.55           37.73         0.05068           42.96    3.363+0.000j
      4.7259901        4.648000          338.48           37.53         0.05084           44.34    1.001+0.000j
      4.7259901        4.660000          347.70           37.36         0.05100           45.74    1.211+0.000j
      4.7259901        4.672000          357.23           37.21         0.05117           47.14    2.517+0.000j
      4.7259901        4.684000          367.06           37.10         0.05132           48.52    1.268+0.000j
      4.7259901        4.696000          377.19           37.01         0.05148           49.90    1.247+0.000j
      4.7259901        4.708000          387.62           36.95         0.05162           51.27    2.014+0.000j
      4.7259901        4.720000          398.36           36.92         0.05177           52.64    1.328+0.000j
      4.7259901        4.732000          409.39           36.92         0.05191           53.96    1.009+0.000j
      4.7259901        4.744000          420.73           36.95         0.05206           55.30    1.108+0.000j
      4.7259901        4.756000          432.36           37.01         0.05220           56.60    9.905+0.000j
      4.7259901        4.768000          444.29           37.10         0.05233           57.89    1.385+0.000j
      4.7259901        4.780000          456.52           37.21         0.05247           59.14    1.082+0.000j
      4.7259901        4.792000          469.03           37.36         0.05259           60.35    1.000+0.000j
      4.7259901        4.804000          481.83           37.53         0.05271           61.54    4.034+0.000j
      4.7259901        4.816000          494.91           37.74         0.05283           62.69    1.430+0.000j
      4.7259901        4.828000          508.27           37.97         0.05294           63.81    1.111+0.000j
      4.7259901        4.840000          521.91           38.24         0.05305           64.86    1.053+0.000j
      4.7259901        4.852000          535.82           38.53         0.05316           65.90    1.153+0.000j
      4.7259901        4.864000          549.99           38.85         0.05326           66.89    1.270+0.000j
      4.7259901        4.876000          564.41           39.21         0.05335           67.86    6.213+0.000j
      4.7259901        4.888000          579.09           39.59         0.05345           68.72    1.038+0.000j
      4.7259901        4.900000          594.01           40.01         0.05353           69.54    1.065+0.000j
      4.7259901        4.912000          609.17           40.46         0.05361           70.33    1.448+0.000j
      4.7259901        4.924000          624.56           40.94         0.05369           71.05    1.182+0.000j
      4.7259901        4.936000          640.18           41.45         0.05377           71.73    1.003+0.000j
      4.7259901        4.948000          656.00           41.99         0.05384           72.37    1.335+0.000j
      4.7259901        4.960000          672.03           42.56         0.05389           72.91    1.054+0.000j
      4.7259901        4.972000          688.27           43.17         0.05397           73.43    6.277+0.000j
      4.7259901        4.984000          704.68           43.81         0.05401           73.88    1.000+0.000j
      4.7259901        4.996000          721.28           44.48         0.05407           74.28    3.299+0.000j
      4.7259901        5.008000          738.05           45.18         0.05410           74.59    1.060+0.000j
      4.7259901        5.020000          754.98           45.92         0.05416           74.93    1.081+0.000j
      4.7259901        5.032000          772.06           46.70         0.05419           75.12    9.999+0.000j
      4.7259901        5.044000          789.29           47.50         0.05422           75.29    2.216+0.000j
      4.7259901        5.056000          806.65           48.34         0.05427           75.47    1.628+0.000j
      4.7259901        5.068000          824.12           49.22         0.05428           75.50    3.676+0.000j
      4.7259901        5.080000          841.72           50.13         0.05429           75.47    1.709+0.000j
      4.7259901        5.092000          859.41           51.08         0.05431           75.46    1.024+0.000j
      4.7259901        5.104000          877.20           52.06         0.05433           75.40    9.990+0.000j
      4.7259901        5.116000          895.07           53.08         0.05433           75.26    1.013+0.000j
      4.7259901        5.128000          913.02           54.13         0.05436           75.12    1.713+0.000j
      4.7259901        5.140000          931.02           55.23         0.05435           74.90    1.019+0.000j
      4.7259901        5.152000          949.09           56.35         0.05434           74.60    1.574+0.000j
      4.7259901        5.164000          967.20           57.52         0.05434           74.36    1.079+0.000j
      4.7259901        5.176000          985.34           58.72         0.05433           74.00    1.201+0.000j
      4.7259901        5.188000         1003.51           59.96         0.05432           73.68    1.066+0.000j
      4.7269802        4.000000          181.81           93.40         0.04216            2.02    4.423+0.000j
      4.7269802        4.012000          180.23           91.35         0.04227            2.20    9.995+0.000j
      4.7269802        4.024000          178.74           89.34         0.04238            2.38    2.713+0.000j
      4.7269802        4.036000          177.35           87.37         0.04250            2.58    1.716+0.000j
      4.7269802        4.048000          176.06           85.44         0.04262            2.79    8.526+0.000j
      4.7269802        4.060000          174.87           83.55         0.04274            3.03    2.749+0.000j
      4.7269802        4.072000          173.79           81.70         0.04286            3.26    2.829+0.000j
      4.7269802        4.084000          172.82           79.90         0.04300            3.52    4.919+0.000j
      4.7269802        4.096000          171.96           78.14         0.04311            3.79    7.937+0.000j
      4.7269802        4.108000          171.21           76.41         0.04324            4.08    4.992+0.000j
      4.7269802        4.120000          170.59           74.73         0.04337            4.39    1.004+0.000j
      4.7269802        4.132000          170.08           73.08         0.04351            4.71    1.502+0.000j
      4.7269802        4.144000          169.70           71.48         0.04365            5.05    3.796+0.000j
      4.7269802        4.156000          169.45           69.91         0.04378            5.41    9.982+0.000j
      4.7269802        4.168000          169.33           68.39         0.04392            5.79    2.222+0.000j
      4.7269802        4.180000          169.35           66.90         0.04406            6.19    1.003+0.000j
      4.7269802        4.192000          169.50           65.45         0.04421            6.62    4.457+0.000j
      4.7269802        4.204000          169.80           64.04         0.04436            7.07    3.588+0.000j
      4.7269802        4.216000          170.25           62.67         0.04451            7.54    9.999+0.000j
      4.7269802        4.228000          170.85           61.33         0.04466            8.03    1.001+0.000j
      4.7269802        4.240000          171.60           60.03         0.04482            8.56    4.672+0.000j
      4.7269802        4.252000          172.52           58.77         0.04497            9.10    8.445+0.000j
      4.7269802        4.264000          173.60           57.55         0.04512            9.67    3.203+0.000j
      4.7269802        4.276000          174.85           56.36         0.04529           10.28    1.149+0.000j
      4.7269802        4.288000          176.27           55.20         0.04545           10.91    1.058+0.000j
      4.7269802        4.300000          177.87           54.09         0.04561           11.56    1.000+0.000j
      4.7269802        4.312000          179.66           53.01         0.04578           12.25    7.315+0.000j
      4.7269802        4.324000          181.63           51.96         0.04594           12.96    1.924+0.000j
      4.7269802        4.336000          183.79           50.95         0.04612           13.71    1.001+0.000j
      4.7269802        4.348000          186.16           49.97         0.04629           14.50    9.497+0.000j
      4.7269802        4.360000          188.72           49.03         0.04646           15.31    9.660+0.000j
      4.7269802        4.372000          191.50           48.12         0.04663           16.15    2.286+0.000j
      4.7269802        4.384000          194.48           47.24         0.04681           17.04    1.368+0.000j
      4.7269802        4.396000          197.69           46.40         0.04698           17.93    2.191+0.000j
      4.7269802        4.408000          201.11           45.59         0.04716           18.87    1.067+0.000j
      4.7269802        4.420000          204.77           44.81         0.04735           19.86    8.342+0.000j
      4.7269802        4.432000          208.66           44.06         0.04752           20.85    9.999+0.000j
      4.7269802        4.444000          212.79           43.35         0.04770           21.88    3.220+0.000j
      4.7269802        4.456000          217.16           42.67         0.04789           22.95    1.003+0.000j
      4.7269802        4.468000          221.77           42.02         0.04806           24.05    1.000+0.000j
      4.7269802        4.480000          226.64           41.40         0.04825           25.18    3.311+0.000j
      4.7269802        4.492000          231.77           40.81         0.04843           26.34    1.006+0.000j
      4.7269802        4.504000          237.16           40.26         0.04862           27.55    6.381+0.000j
      4.7269802        4.516000          242.82           39.73         0.04880           28.75    9.709+0.000j
      4.7269802        4.528000          248.75           39.23         0.04898           30.02    1.178+0.000j
      4.7269802        4.540000          254.96           38.77         0.04917           31.29    2.696+0.000j
      4.7269802        4.552000          261.44           38.33         0.04934           32.58    6.808+0.000j
      4.7269802        4.564000          268.21           37.93         0.04952           33.90    1.826+0.000j
      4.7269802        4.576000          275.27           37.55         0.04970           35.25   10.000+0.000j
      4.7269802        4.588000          282.62           37.20         0.04988           36.60    8.200+0.000j
      4.7269802        4.600000          290.26           36.88         0.05006           37.99    8.360+0.000j
      4.7269802        4.612000          298.20           36.60         0.05023           39.37    1.005+0.000j
      4.7269802        4.624000          306.44           36.34         0.05041           40.78    7.861+0.000j
      4.7269802        4.636000          314.98           36.10         0.05058           42.20    4.713+0.000j
      4.7269802        4.648000          323.82           35.90         0.05075           43.61    1.001+0.000j
      4.7269802        4.660000          332.98           35.73         0.05091           45.03    3.848+0.000j
      4.7269802        4.672000          342.44           35.58         0.05107           46.46    9.851+0.000j
      4.7269802        4.684000          352.20           35.47         0.05124           47.88    1.000+0.000j
      4.7269802        4.696000          362.28           35.38         0.05140           49.31    1.150+0.000j
      4.7269802        4.708000          372.67           35.32         0.05155           50.71    4.017+0.000j
      4.7269802        4.720000          383.36           35.29         0.05171           52.13    1.000+0.000j
      4.7269802        4.732000          394.37           35.29         0.05186           53.51    7.893+0.000j
      4.7269802        4.744000          405.68           35.32         0.05201           54.88    1.990+0.000j
      4.7269802        4.756000          417.29           35.38         0.05215           56.23    6.944+0.000j
      4.7269802        4.768000          429.21           35.46         0.05228           57.55    1.011+0.000j
      4.7269802        4.780000          441.44           35.58         0.05242           58.84    9.994+0.000j
      4.7269802        4.792000          453.96           35.72         0.05255           60.11    1.010+0.000j
      4.7269802        4.804000          466.77           35.89         0.05267           61.34    1.781+0.000j
      4.7269802        4.816000          479.88           36.10         0.05280           62.53    1.429+0.000j
      4.7269802        4.828000          493.27           36.33         0.05292           63.71    9.905+0.000j
      4.7269802        4.840000          506.95           36.59         0.05303           64.81    4.067+0.000j
      4.7269802        4.852000          520.90           36.88         0.05314           65.90    1.046+0.000j
      4.7269802        4.864000          535.13           37.20         0.05325           66.92    1.152+0.000j
      4.7269802        4.876000          549.62           37.55         0.05335           67.90    2.132+0.000j
      4.7269802        4.888000          564.37           37.94         0.05344           68.81    9.793+0.000j
      4.7269802        4.900000          579.37           38.35         0.05351           69.71    3.188+0.000j
      4.7269802        4.912000          594.62           38.79         0.05361           70.53    1.488+0.000j
      4.7269802        4.924000          610.11           39.27         0.05369           71.29    1.988+0.000j
      4.7269802        4.936000          625.82           39.78         0.05377           71.98    1.018+0.000j
      4.7269802        4.948000          641.76           40.31         0.05385           72.65    1.000+0.000j
      4.7269802        4.960000          657.91           40.89         0.05391           73.24    1.021+0.000j
      4.7269802        4.972000          674.27           41.49         0.05397           73.75    1.004+0.000j
      4.7269802        4.984000          690.82           42.12         0.05403           74.25    8.844+0.000j
      4.7269802        4.996000          707.55           42.79         0.05409           74.74    8.540+0.000j
      4.7269802        5.008000          724.47           43.50         0.05413           75.07    1.002+0.000j
      4.7269802        5.020000          741.55           44.23         0.05417           75.35    4.028+0.000j
      4.7269802        5.032000          758.78           45.00         0.05421           75.57    4.922+0.000j
      4.7269802        5.044000          776.17           45.81         0.05425           75.80    1.831+0.000j
      4.7269802        5.056000          793.69           46.64         0.05429           75.93    8.198+0.000j
      4.7269802        5.068000          811.34           47.52         0.05430           75.97    9.791+0.000j
      4.7269802        5.080000          829.11           48.43         0.05432           76.01    9.115+0.000j
      4.7269802        5.092000          846.98           49.37         0.05434           75.96    4.328+0.000j
      4.7269802        5.104000          864.95           50.35         0.05436           75.93    4.046+0.000j
      4.7269802        5.116000          883.01           51.37         0.05437           75.77    1.107+0.000j
      4.7269802        5.128000          901.14           52.42         0.05437           75.65    2.035+0.000j
      4.7269802        5.140000          919.35           53.51         0.05438           75.43    8.234+0.000j
      4.7269802        5.152000          937.60           54.64         0.05438           75.17    1.001+0.000j
      4.7269802        5.164000          955.91           55.80         0.05438           74.86    1.665+0.000j
      4.7269802        5.176000          974.25           57.00         0.05437           74.55    1.000+0.000j
      4.7269802        5.188000          992.62           58.24         0.05435           74.16    5.024+0.000j
      4.7279703        4.000000          174.56           91.81         0.04192            1.67    9.989+0.000j
      4.7279703        4.012000          172.87           89.75         0.04203            1.83    9.990+0.000j
      4.7279703        4.024000          171.27           87.73         0.04214            2.00    8.227+0.000j
      4.7279703        4.036000          169.77           85.76         0.04226            2.18    3.932+0.000j
      4.7279703        4.048000          168.37           83.82         0.04237            2.37    8.766+0.000j
      4.7279703        4.060000          167.06           81.93         0.04250            2.58    1.305+0.000j
      4.7279703        4.072000          165.87           80.08         0.04262            2.80    1.008+0.000j
      4.7279703        4.084000          164.78           78.28         0.04274            3.04    1.300+0.000j
      4.7279703        4.096000          163.80           76.51         0.04287            3.29    9.934+0.000j
      4.7279703        4.108000          162.93           74.78         0.04299            3.55    2.493+0.000j
      4.7279703        4.120000          162.18           73.10         0.04313            3.84    1.074+0.000j
      4.7279703        4.132000          161.55           71.45         0.04327            4.14    7.073+0.000j
      4.7279703        4.144000          161.04           69.85         0.04340            4.46    5.044+0.000j
      4.7279703        4.156000          160.66           68.28         0.04354            4.80    4.087+0.000j
      4.7279703        4.168000          160.41           66.75         0.04368            5.16    9.540+0.000j
      4.7279703        4.180000          160.29           65.26         0.04383            5.55    2.382+0.000j
      4.7279703        4.192000          160.31           63.81         0.04397            5.95    5.387+0.000j
      4.7279703        4.204000          160.47           62.40         0.04412            6.38    3.253+0.000j
      4.7279703        4.216000          160.78           61.03         0.04427            6.82    1.188+0.000j
      4.7279703        4.228000          161.24           59.69         0.04443            7.30    2.114+0.000j
      4.7279703        4.240000          161.86           58.40         0.04458            7.80    5.531+0.000j
      4.7279703        4.252000          162.63           57.13         0.04474            8.32    1.661+0.000j
      4.7279703        4.264000          163.57           55.91         0.04490            8.87    7.814+0.000j
      4.7279703        4.276000          164.67           54.72         0.04506            9.45    6.256+0.000j
      4.7279703        4.288000          165.95           53.57         0.04523           10.06    3.680+0.000j
      4.7279703        4.300000          167.40           52.46         0.04539           10.70    5.970+0.000j
      4.7279703        4.312000          169.04           51.37         0.04556           11.37    1.985+0.000j
      4.7279703        4.324000          170.86           50.33         0.04573           12.07    3.076+0.000j
      4.7279703        4.336000          172.88           49.32         0.04590           12.81    1.122+0.000j
      4.7279703        4.348000          175.09           48.34         0.04607           13.57    1.430+0.000j
      4.7279703        4.360000          177.51           47.40         0.04625           14.36    1.729+0.000j
      4.7279703        4.372000          180.13           46.49         0.04643           15.19    7.231+0.000j
      4.7279703        4.384000          182.97           45.62         0.04661           16.05    1.634+0.000j
      4.7279703        4.396000          186.02           44.78         0.04679           16.95    5.150+0.000j
      4.7279703        4.408000          189.30           43.97         0.04696           17.87    1.181+0.000j
      4.7279703        4.420000          192.81           43.19         0.04715           18.84    8.750+0.000j
      4.7279703        4.432000          196.55           42.45         0.04734           19.84    6.702+0.000j
      4.7279703        4.444000          200.53           41.74         0.04752           20.87    2.516+0.000j
      4.7279703        4.456000          204.75           41.06         0.04771           21.94    6.105+0.000j
      4.7279703        4.468000          209.23           40.41         0.04790           23.05    8.158+0.000j
      4.7279703        4.480000          213.95           39.80         0.04808           24.18    9.761+0.000j
      4.7279703        4.492000          218.94           39.21         0.04827           25.34    2.573+0.000j
      4.7279703        4.504000          224.20           38.66         0.04845           26.53    4.170+0.000j
      4.7279703        4.516000          229.72           38.13         0.04864           27.75    5.058+0.000j
      4.7279703        4.528000          235.52           37.64         0.04883           29.01    1.173+0.000j
      4.7279703        4.540000          241.59           37.17         0.04901           30.29    9.299+0.000j
      4.7279703        4.552000          247.95           36.74         0.04920           31.61    1.029+0.000j
      4.7279703        4.564000          254.60           36.33         0.04939           32.95    3.517+0.000j
      4.7279703        4.576000          261.54           35.96         0.04957           34.31    1.000+0.000j
      4.7279703        4.588000          268.78           35.61         0.04975           35.69    2.476+0.000j
      4.7279703        4.600000          276.31           35.29         0.04994           37.09    1.003+0.000j
      4.7279703        4.612000          284.15           35.01         0.05012           38.51    1.099+0.000j
      4.7279703        4.624000          292.29           34.75         0.05029           39.94    8.346+0.000j
      4.7279703        4.636000          300.74           34.52         0.05047           41.40    4.431+0.000j
      4.7279703        4.648000          309.50           34.31         0.05064           42.84    1.648+0.000j
      4.7279703        4.660000          318.57           34.14         0.05082           44.30    1.117+0.000j
      4.7279703        4.672000          327.95           34.00         0.05099           45.76    1.265+0.000j
      4.7279703        4.684000          337.65           33.88         0.05116           47.22    9.999+0.000j
      4.7279703        4.696000          347.67           33.79         0.05132           48.70    5.346+0.000j
      4.7279703        4.708000          358.00           33.73         0.05148           50.14    5.500+0.000j
      4.7279703        4.720000          368.65           33.70         0.05164           51.58    1.024+0.000j
      4.7279703        4.732000          379.61           33.70         0.05179           53.02    9.801+0.000j
      4.7279703        4.744000          390.89           33.73         0.05194           54.39    9.069+0.000j
      4.7279703        4.756000          402.49           33.78         0.05210           55.83    1.227+0.000j
      4.7279703        4.768000          414.39           33.87         0.05224           57.18    7.594+0.000j
      4.7279703        4.780000          426.61           33.98         0.05238           58.52    1.000+0.000j
