             x2           theta           chi^2     chi^2_gamma           delta     chi^2_delta        m_T(TeV)         chi^2_K         chi^2_K       chi^2_eps         chi^2_D     chi^2_Bd_re     chi^2_Bd_im     chi^2_Bs_re     chi^2_Bs_im  chi^2_Bd_decay  chi^2_Bs_decay  chi^2_K1_decay  chi^2_K2_decay  chi^2_K3_decay
     93.4300000        5.798000          743.68          146.42         0.00006           15.73           2.593           0.000           0.000           4.904           0.000           1.653          10.302           0.000           0.000           0.000          25.012           4.352           0.000           0.000
     93.4300000        5.804000          747.95          149.66         0.00006           15.87           1.247           0.000           0.000           5.111           0.000           1.653          10.302           0.000           0.000           0.000          25.027           4.350           0.000           0.000
     93.4300000        5.810000          752.37          152.89         0.00003           16.00           2.260           0.000           0.000           5.328           0.000           1.653          10.302           0.000           0.000           0.000          25.042           4.349           0.000           0.000
     93.4300000        5.816000          756.93          156.20         0.00006           16.17           1.030           0.000           0.000           5.551           0.000           1.653          10.302           0.000           0.000           0.000          25.057           4.347           0.000           0.000
     93.4300000        5.822000          761.64          159.48         0.00004           16.28           2.344           0.000           0.000           5.786           0.000           1.653          10.302           0.000           0.000           0.000          25.073           4.346           0.000           0.000
     93.4300000        5.828000          766.49          162.89         0.00015           16.47           1.462           0.000           0.000           6.027           0.000           1.653          10.302           0.000           0.000           0.000          25.087           4.345           0.000           0.000
     93.4300000        5.834000          771.50          166.31         0.00006           16.57           1.622           0.000           0.000           6.278           0.000           1.653          10.302           0.000           0.000           0.000          25.102           4.344           0.000           0.000
     93.4300000        5.840000          776.67          169.79         0.00004           16.73           9.867           0.000           0.000           6.538           0.000           1.653          10.302           0.000           0.000           0.000          25.117           4.344           0.000           0.000
     93.4300000        5.846000          782.00          173.33         0.00130           16.84           1.755           0.000           0.000           6.807           0.000           1.653          10.302           0.000           0.000           0.000          25.137           4.343           0.000           0.000
     93.4300000        5.852000          787.47          176.77         0.00013           17.05           1.001           0.000           0.000           7.091           0.000           1.653          10.302           0.000           0.000           0.000          25.148           4.344           0.000           0.000
     93.4300000        5.858000          793.12          180.30         0.00000           17.21           2.141           0.000           0.000           7.383           0.000           1.653          10.302           0.000           0.000           0.000          25.164           4.345           0.000           0.000
     93.4300000        5.864000          798.93          183.86         0.00000           17.35           1.978           0.000           0.000           7.686           0.000           1.653          10.302           0.000           0.000           0.000          25.180           4.346           0.000           0.000
     93.4300000        5.870000          804.90          187.37         0.00008           17.55           9.718           0.000           0.000           8.002           0.000           1.653          10.302           0.000           0.000           0.000          25.195           4.348           0.000           0.000
     93.4300000        5.876000          811.05          191.00         0.00001           17.70           2.042           0.000           0.000           8.328           0.000           1.653          10.302           0.000           0.000           0.000          25.212           4.349           0.000           0.000
     93.4300000        5.882000          817.36          194.64         0.00008           17.90           5.294           0.000           0.000           8.665           0.000           1.653          10.302           0.000           0.000           0.000          25.228           4.351           0.000           0.000
     93.4300000        5.888000          823.86          198.23         0.00005           18.03           1.387           0.000           0.000           9.017           0.000           1.653          10.302           0.000           0.000           0.000          25.245           4.354           0.000           0.000
     93.4300000        5.894000          830.53          201.80         0.00000           18.22           6.466           0.000           0.000           9.383           0.000           1.653          10.302           0.000           0.000           0.000          25.262           4.358           0.000           0.000
     93.4300000        5.900000          837.38          205.35         0.00004           18.42           2.934           0.000           0.000           9.762           0.000           1.653          10.302           0.000           0.000           0.000          25.279           4.361           0.000           0.000
     93.4300000        5.906000          844.41          208.94         0.00010           18.60           1.440           0.000           0.000          10.155           0.000           1.653          10.302           0.000           0.000           0.000          25.297           4.366           0.000           0.000
     93.4300000        5.912000          851.63          212.33         0.00008           18.79           4.856           0.000           0.000          10.566           0.000           1.653          10.302           0.000           0.000           0.000          25.315           4.371           0.000           0.000
     93.4300000        5.918000          859.03          215.76         0.00009           18.99           1.526           0.000           0.000          10.991           0.000           1.653          10.302           0.000           0.000           0.000          25.334           4.377           0.000           0.000
     93.4300000        5.924000          866.63          219.02         0.00017           19.20           1.845           0.000           0.000          11.434           0.000           1.653          10.302           0.000           0.000           0.000          25.354           4.383           0.000           0.000
     93.4300000        5.930000          874.42          222.25         0.00000           19.43           2.623           0.000           0.000          11.892           0.000           1.653          10.302           0.000           0.000           0.000          25.375           4.391           0.000           0.000
     93.4300000        5.936000          882.41          225.19         0.00005           19.63           7.633           0.000           0.000          12.373           0.000           1.653          10.302           0.000           0.000           0.000          25.395           4.400           0.000           0.000
     93.4300000        5.942000          890.59          228.01         0.00006           19.89           9.932           0.000           0.000          12.870           0.000           1.653          10.302           0.000           0.000           0.000          25.417           4.409           0.000           0.000
     93.4300000        5.948000          898.97          230.37         0.00000           20.16           9.976           0.000           0.000          13.395           0.000           1.653          10.302           0.000           0.000           0.000          25.441           4.421           0.000           0.000
     93.4300000        5.954000          907.55          232.43         0.00008           20.41           2.303           0.000           0.000          13.941           0.000           1.653          10.302           0.000           0.000           0.000          25.466           4.434           0.000           0.000
     93.4300000        5.960000          916.32          234.01         0.00000           20.70           9.877           0.000           0.000          14.513           0.000           1.653          10.302           0.000           0.000           0.000          25.493           4.449           0.000           0.000
     93.4300000        5.966000          925.29          235.23         0.00000           21.02           9.900           0.000           0.000          15.108           0.000           1.653          10.302           0.000           0.000           0.000          25.522           4.465           0.000           0.000
     93.4300000        5.972000          934.45          234.97         0.00017           21.38           7.416           0.000           0.000          15.752           0.000           1.653          10.302           0.000           0.000           0.000          25.556           4.486           0.000           0.000
     93.4300000        5.978000          943.80          233.76         0.00014           21.83           1.279           0.000           0.000          16.430           0.000           1.653          10.302           0.000           0.000           0.000          25.593           4.510           0.000           0.000
     93.4300000        5.984000          953.30          231.09         0.00006           22.24           7.300           0.000           0.000          17.153           0.000           1.653          10.302           0.000           0.000           0.000          25.635           4.539           0.000           0.000
     93.4300000        5.990000          962.95          225.91         0.00000           22.68           1.922           0.000           0.000          17.943           0.000           1.653          10.302           0.000           0.000           0.000          25.685           4.574           0.000           0.000
     93.4300000        5.996000          972.69          218.62         0.00000           23.25           9.255           0.000           0.000          18.785           0.000           1.653          10.302           0.000           0.000           0.000          25.742           4.615           0.000           0.000
     93.4300000        6.002000          982.49          207.65         0.00016           23.89           4.741           0.000           0.000          19.709           0.000           1.653          10.302           0.000           0.000           0.000          25.810           4.664           0.000           0.000
     93.4300000        6.008000          992.25          194.09         0.00011           24.56           9.537           0.000           0.000          20.685           0.000           1.653          10.302           0.000           0.000           0.000          25.885           4.719           0.000           0.000
     93.4300000        6.014000         1001.92          178.87         0.00002           25.20           1.320           0.000           0.000          21.688           0.000           1.653          10.302           0.000           0.000           0.000          25.964           4.775           0.000           0.000
     93.4300000        6.020000         1011.42          163.55         0.00004           25.76           2.434           0.000           0.000          22.682           0.000           1.653          10.302           0.000           0.000           0.000          26.043           4.828           0.000           0.000
     93.4300000        6.026000         1020.72          149.01         0.00007           26.25           2.620           0.000           0.000          23.650           0.000           1.653          10.302           0.000           0.000           0.000          26.117           4.877           0.000           0.000
     93.4300000        6.032000         1029.80          135.76         0.00009           26.65           9.737           0.000           0.000          24.583           0.000           1.653          10.302           0.000           0.000           0.000          26.185           4.920           0.000           0.000
     93.4300000        6.038000         1038.67          123.64         0.00011           26.97           1.007           0.000           0.000          25.485           0.000           1.653          10.302           0.000           0.000           0.000          26.250           4.959           0.000           0.000
     93.4300000        6.044000         1047.32          113.08         0.00001           27.28           1.002           0.000           0.000          26.349           0.000           1.653          10.302           0.000           0.000           0.000          26.306           4.993           0.000           0.000
     93.4300000        6.050000         1055.76          103.21         0.00003           27.45           1.903           0.000           0.000          27.194           0.000           1.653          10.302           0.000           0.000           0.000          26.362           5.024           0.000           0.000
     93.4300000        6.056000         1063.99           94.51         0.00000           27.66           1.470           0.000           0.000          28.010           0.000           1.653          10.302           0.000           0.000           0.000          26.412           5.051           0.000           0.000
     93.4300000        6.062000         1072.04           86.52         0.00016           27.82           7.574           0.000           0.000          28.808           0.000           1.653          10.302           0.000           0.000           0.000          26.459           5.075           0.000           0.000
     93.4300000        6.068000         1079.89           79.36         0.00017           27.91           3.378           0.000           0.000          29.586           0.000           1.653          10.302           0.000           0.000           0.000          26.504           5.097           0.000           0.000
     93.4300000        6.074000         1087.57           72.57         0.00000           28.09           9.852           0.000           0.000          30.350           0.000           1.653          10.302           0.000           0.000           0.000          26.540           5.117           0.000           0.000
     93.4300000        6.080000         1095.07           66.59         0.00004           28.07           1.028           0.000           0.000          31.097           0.000           1.653          10.302           0.000           0.000           0.000          26.578           5.135           0.000           0.000
     93.4300000        6.086000         1102.41           60.99         0.00001           28.12           3.337           0.000           0.000          31.832           0.000           1.653          10.302           0.000           0.000           0.000          26.614           5.152           0.000           0.000
     93.4300000        6.092000         1109.58           55.79         0.00009           28.18           1.654           0.000           0.000          32.556           0.000           1.653          10.302           0.000           0.000           0.000          26.646           5.167           0.000           0.000
     93.4300000        6.098000         1116.60           51.04         0.00012           28.20           9.462           0.000           0.000          33.268           0.000           1.653          10.302           0.000           0.000           0.000          26.676           5.180           0.000           0.000
     93.4300000        6.104000         1123.47           46.65         0.00026           28.18           5.380           0.000           0.000          33.971           0.000           1.653          10.302           0.000           0.000           0.000          26.705           5.192           0.000           0.000
     93.4300000        6.110000         1130.19           42.50         0.00000           28.02           8.697           0.000           0.000          34.666           0.000           1.653          10.302           0.000           0.000           0.000          26.731           5.204           0.000           0.000
     93.4300000        6.116000         1136.78           38.70         0.00003           28.15           1.183           0.000           0.000          35.350           0.000           1.653          10.302           0.000           0.000           0.000          26.756           5.214           0.000           0.000
     93.4300000        6.122000         1143.23           35.16         0.00008           28.09           1.159           0.000           0.000          36.027           0.000           1.653          10.302           0.000           0.000           0.000          26.779           5.223           0.000           0.000
     93.4300000        6.128000         1149.55           31.87         0.00001           28.08           9.570           0.000           0.000          36.697           0.000           1.653          10.302           0.000           0.000           0.000          26.800           5.231           0.000           0.000
     93.4300000        6.134000         1155.74           28.83         0.00001           28.07           9.960           0.000           0.000          37.359           0.000           1.653          10.302           0.000           0.000           0.000          26.820           5.238           0.000           0.000
     93.4300000        6.140000         1161.81           26.03         0.00003           27.91           3.523           0.000           0.000          38.014           0.000           1.653          10.302           0.000           0.000           0.000          26.837           5.245           0.000           0.000
     93.4300000        6.146000         1167.77           23.35         0.00006           27.91           3.050           0.000           0.000          38.664           0.000           1.653          10.302           0.000           0.000           0.000          26.854           5.250           0.000           0.000
     93.4300000        6.152000         1173.61           20.89         0.00012           27.89           9.955           0.000           0.000          39.307           0.000           1.653          10.302           0.000           0.000           0.000          26.870           5.256           0.000           0.000
     93.4300000        6.158000         1179.34           18.62         0.00001           27.78           1.770           0.000           0.000          39.944           0.000           1.653          10.302           0.000           0.000           0.000          26.883           5.260           0.000           0.000
     93.4300000        6.164000         1414.23          794.18         0.00001           13.60           9.981           0.000           0.000          34.063           0.000           1.653          10.302           0.000           0.000           0.000          25.117           3.755           0.000           0.000
     93.4300000        6.170000         1190.49           14.65         0.00010           27.57           1.640           0.000           0.000          41.199           0.000           1.653          10.302           0.000           0.000           0.000          26.902           5.266           0.000           0.000
     93.4300000        6.176000         1195.91           12.84         0.00013           27.48           2.376           0.000           0.000          41.820           0.000           1.653          10.302           0.000           0.000           0.000          26.913           5.268           0.000           0.000
     93.4300000        6.182000         1201.25           11.20         0.00005           27.41           1.781           0.000           0.000          42.435           0.000           1.653          10.302           0.000           0.000           0.000          26.921           5.270           0.000           0.000
     93.4300000        6.188000         1206.49            9.71         0.00021           27.28           8.156           0.000           0.000          43.044           0.000           1.653          10.302           0.000           0.000           0.000          26.927           5.271           0.000           0.000
     93.4300000        6.194000         1211.65            8.33         0.00009           27.16           1.167           0.000           0.000          43.649           0.000           1.653          10.302           0.000           0.000           0.000          26.932           5.271           0.000           0.000
     93.4309901        5.600000          640.28           58.86         0.00049           11.72           9.766           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          23.277           4.460           0.000           0.000
     93.4309901        5.606000          640.64           62.86         0.00001           11.78           4.903           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          23.263           4.424           0.000           0.000
     93.4309901        5.612000          641.95           62.91         0.00001           11.93           6.505           0.000           0.000           1.095           0.000           1.653          10.302           0.000           0.000           0.000          23.303           4.439           0.000           0.000
     93.4309901        5.618000          642.44           64.75         0.00002           12.03           1.283           0.000           0.000           1.151           0.000           1.653          10.302           0.000           0.000           0.000          23.319           4.431           0.000           0.000
     93.4309901        5.624000          643.02           66.63         0.00003           12.23           6.071           0.000           0.000           1.210           0.000           1.653          10.302           0.000           0.000           0.000          23.335           4.424           0.000           0.000
     93.4309901        5.630000          643.70           68.56         0.00007           12.24           6.357           0.000           0.000           1.271           0.000           1.653          10.302           0.000           0.000           0.000          23.351           4.416           0.000           0.000
     93.4309901        5.636000          644.48           70.47         0.00009           12.36           1.356           0.000           0.000           1.336           0.000           1.653          10.302           0.000           0.000           0.000          23.366           4.410           0.000           0.000
     93.4309901        5.642000          645.36           72.49         0.00000           12.47           9.937           0.000           0.000           1.402           0.000           1.653          10.302           0.000           0.000           0.000          23.382           4.402           0.000           0.000
     93.4309901        5.648000          646.34           74.52         0.00003           12.57           1.790           0.000           0.000           1.472           0.000           1.653          10.302           0.000           0.000           0.000          23.397           4.395           0.000           0.000
     93.4309901        5.654000          647.43           76.58         0.00002           12.68           2.718           0.000           0.000           1.545           0.000           1.653          10.302           0.000           0.000           0.000          23.413           4.389           0.000           0.000
     93.4309901        5.660000          648.62           78.66         0.00003           12.80           1.308           0.000           0.000           1.621           0.000           1.653          10.302           0.000           0.000           0.000          23.428           4.382           0.000           0.000
     93.4309901        5.666000          649.92           80.82         0.00004           12.90           9.894           0.000           0.000           1.700           0.000           1.653          10.302           0.000           0.000           0.000          23.443           4.376           0.000           0.000
     93.4309901        5.672000          651.32           82.97         0.00006           13.03           2.161           0.000           0.000           1.783           0.000           1.653          10.302           0.000           0.000           0.000          23.459           4.369           0.000           0.000
     93.4309901        5.678000          652.83           85.16         0.00005           13.14           1.311           0.000           0.000           1.870           0.000           1.653          10.302           0.000           0.000           0.000          23.474           4.364           0.000           0.000
     93.4309901        5.684000         2645.06          343.86         0.00000           10.98           9.342           0.000           0.000          49.632           0.000           1.653          10.302           0.000           0.000           0.000           7.408           7.363           0.000           0.000
     93.4309901        5.690000          656.19           89.72         0.00008           13.36           9.673           0.000           0.000           2.053           0.000           1.653          10.302           0.000           0.000           0.000          23.504           4.352           0.000           0.000
     93.4309901        5.696000          658.03           92.03         0.00008           13.51           1.068           0.000           0.000           2.151           0.000           1.653          10.302           0.000           0.000           0.000          23.520           4.346           0.000           0.000
     93.4309901        5.702000          659.99           94.38         0.00019           13.60           1.021           0.000           0.000           2.253           0.000           1.653          10.302           0.000           0.000           0.000          23.534           4.341           0.000           0.000
     93.4309901        5.708000          662.06           96.76         0.00003           13.71           7.250           0.000           0.000           2.360           0.000           1.653          10.302           0.000           0.000           0.000          23.549           4.336           0.000           0.000
     93.4309901        5.714000          664.25           99.20         0.00010           13.89           9.998           0.000           0.000           2.470           0.000           1.653          10.302           0.000           0.000           0.000          23.565           4.331           0.000           0.000
     93.4309901        5.720000          666.55          101.67         0.00011           13.96           1.171           0.000           0.000           2.585           0.000           1.653          10.302           0.000           0.000           0.000          23.579           4.326           0.000           0.000
     93.4309901        5.726000          668.97          104.21         0.00007           14.09           2.509           0.000           0.000           2.705           0.000           1.653          10.302           0.000           0.000           0.000          23.594           4.321           0.000           0.000
     93.4309901        5.732000          671.52          106.74             nan           14.22           1.237           0.000           0.000           2.831           0.000           1.653          10.302           0.000           0.000           0.000          23.609           4.316           0.000           0.000
     93.4309901        5.738000          674.18          109.27         0.00016           14.35           1.014           0.000           0.000           2.963           0.000           1.653          10.302           0.000           0.000           0.000          23.624           4.313           0.000           0.000
     93.4309901        5.744000          676.97          111.97         0.00017           14.48           1.036           0.000           0.000           3.097           0.000           1.653          10.302           0.000           0.000           0.000          23.638           4.308           0.000           0.000
     93.4309901        5.750000          679.89          114.57         0.00000           14.61           7.244           0.000           0.000           3.240           0.000           1.653          10.302           0.000           0.000           0.000          23.654           4.305           0.000           0.000
     93.4309901        5.756000          682.93          117.24         0.00009           14.77           9.483           0.000           0.000           3.388           0.000           1.653          10.302           0.000           0.000           0.000          23.669           4.301           0.000           0.000
     93.4309901        5.762000          686.10          119.98         0.00002           14.81           1.010           0.000           0.000           3.542           0.000           1.653          10.302           0.000           0.000           0.000          23.684           4.298           0.000           0.000
     93.4309901        5.768000          689.40          122.83         0.00003           15.01           1.247           0.000           0.000           3.699           0.000           1.653          10.302           0.000           0.000           0.000          23.698           4.294           0.000           0.000
     93.4309901        5.774000          692.83          125.65         0.00014           15.15           5.368           0.000           0.000           3.865           0.000           1.653          10.302           0.000           0.000           0.000          23.712           4.291           0.000           0.000
     93.4309901        5.780000          696.40          128.50         0.00095           15.28           4.820           0.000           0.000           4.038           0.000           1.653          10.302           0.000           0.000           0.000          23.731           4.288           0.000           0.000
     93.4309901        5.786000          700.09          131.41         0.00022           15.42           3.473           0.000           0.000           4.218           0.000           1.653          10.302           0.000           0.000           0.000          23.742           4.286           0.000           0.000
     93.4309901        5.792000          703.93          134.31         0.00008           15.57           1.160           0.000           0.000           4.406           0.000           1.653          10.302           0.000           0.000           0.000          23.757           4.284           0.000           0.000
     93.4309901        5.798000          707.90          137.32         0.00019           15.69           4.084           0.000           0.000           4.600           0.000           1.653          10.302           0.000           0.000           0.000          23.772           4.281           0.000           0.000
     93.4309901        5.804000          712.02          140.27         0.00007           15.86           1.415           0.000           0.000           4.804           0.000           1.653          10.302           0.000           0.000           0.000          23.787           4.280           0.000           0.000
     93.4309901        5.810000          716.28          143.27         0.00009           16.00           2.026           0.000           0.000           5.016           0.000           1.653          10.302           0.000           0.000           0.000          23.802           4.279           0.000           0.000
     93.4309901        5.816000          720.68          146.43         0.00013           16.12           1.036           0.000           0.000           5.233           0.000           1.653          10.302           0.000           0.000           0.000          23.817           4.277           0.000           0.000
     93.4309901        5.822000          725.23          149.37         0.00012           16.27           9.880           0.000           0.000           5.465           0.000           1.653          10.302           0.000           0.000           0.000          23.833           4.277           0.000           0.000
     93.4309901        5.828000          729.93          152.57         0.00004           16.44           9.784           0.000           0.000           5.700           0.000           1.653          10.302           0.000           0.000           0.000          23.848           4.276           0.000           0.000
     93.4309901        5.834000          734.78          155.74         0.00000           16.57           1.512           0.000           0.000           5.946           0.000           1.653          10.302           0.000           0.000           0.000          23.862           4.276           0.000           0.000
