             x2           theta           chi^2     chi^2_gamma           delta     chi^2_delta        m_T(TeV)         chi^2_K         chi^2_K       chi^2_eps         chi^2_D     chi^2_Bd_re     chi^2_Bd_im     chi^2_Bs_re     chi^2_Bs_im  chi^2_Bd_decay  chi^2_Bs_decay  chi^2_K1_decay  chi^2_K2_decay  chi^2_K3_decay
     93.4359406        5.624000          501.26           46.78         0.02811            3.75           5.472           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          17.602           4.047           0.000           0.000
     93.4359406        5.630000          501.19           47.84         0.02811            3.82           9.185           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          17.621           4.044           0.000           0.000
     93.4359406        5.636000          501.25           49.25         0.02810            3.84           1.000           0.000           0.000           0.000           0.000           1.655          10.302           0.000           0.000           0.000          17.638           4.043           0.000           0.000
     93.4359406        5.642000          501.37           50.87         0.02811            3.89           9.998           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          17.651           4.029           0.000           0.000
     93.4359406        5.648000          501.61           52.31         0.02810            4.03           6.829           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          17.665           4.024           0.000           0.000
     93.4359406        5.654000          501.96           53.85         0.02810            4.10           3.678           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          17.680           4.019           0.000           0.000
     93.4359406        5.660000          502.39           55.35         0.02810            4.16           7.505           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          17.695           4.011           0.000           0.000
     93.4359406        5.666000          502.94           56.98         0.02810            4.28           8.135           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          17.710           4.004           0.000           0.000
     93.4359406        5.672000          504.36           60.54         0.02329            6.47           2.934           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          17.709           3.979           0.000           0.000
     93.4359406        5.678000          505.45           60.53         0.02810            4.46           5.184           0.000           0.000           1.110           0.000           1.653          10.302           0.000           0.000           0.000          17.739           3.990           0.000           0.000
     93.4359406        5.684000          506.37           62.50         0.02810            4.56           2.956           0.000           0.000           1.170           0.000           1.653          10.302           0.000           0.000           0.000          17.749           3.982           0.000           0.000
     93.4359406        5.690000          507.41           64.33         0.02810            4.56           1.974           0.000           0.000           1.238           0.000           1.654          10.302           0.000           0.000           0.000          17.761           3.976           0.000           0.000
     93.4359406        5.696000          508.56           66.12         0.02810            4.70           2.737           0.000           0.000           1.314           0.000           1.653          10.302           0.000           0.000           0.000          17.775           3.969           0.000           0.000
     93.4359406        5.702000          509.81           67.91         0.02810            4.73           5.050           0.000           0.000           1.395           0.000           1.653          10.302           0.000           0.000           0.000          17.789           3.962           0.000           0.000
     93.4359406        5.708000          511.19           69.79         0.02810            4.86           7.247           0.000           0.000           1.478           0.000           1.653          10.302           0.000           0.000           0.000          17.803           3.956           0.000           0.000
     93.4359406        5.714000          512.69           71.61         0.02808            4.99           1.020           0.000           0.000           1.556           0.000           1.655          10.302           0.000           0.000           0.000          17.816           3.956           0.000           0.000
     93.4359406        5.720000          514.28           73.31         0.02808            5.06           2.002           0.000           0.000           1.654           0.000           1.654          10.302           0.000           0.000           0.000          17.834           3.951           0.000           0.000
     93.4359406        5.726000          516.00           75.25         0.02809            5.10           9.319           0.000           0.000           1.755           0.000           1.653          10.302           0.000           0.000           0.000          17.846           3.942           0.000           0.000
     93.4359406        5.732000          517.84           77.19         0.02810            5.23           2.282           0.000           0.000           1.848           0.000           1.654          10.302           0.000           0.000           0.000          17.860           3.941           0.000           0.000
     93.4359406        5.738000          519.80           79.16         0.02806            5.36           2.240           0.000           0.000           1.952           0.000           1.654          10.302           0.000           0.000           0.000          17.873           3.937           0.000           0.000
     93.4359406        5.744000          521.88           80.87         0.02809            5.43           3.650           0.000           0.000           2.071           0.000           1.653          10.302           0.000           0.000           0.000          17.891           3.934           0.000           0.000
     93.4359406        5.750000          524.08           83.08         0.02809            5.54           8.114           0.000           0.000           2.184           0.000           1.653          10.302           0.000           0.000           0.000          17.902           3.926           0.000           0.000
     93.4359406        5.756000          526.41           85.06         0.02809            5.64           1.598           0.000           0.000           2.297           0.000           1.654          10.302           0.000           0.000           0.000          17.916           3.927           0.000           0.000
     93.4359406        5.762000          528.86           87.38         0.02809            5.79           2.700           0.000           0.000           2.419           0.000           1.653          10.302           0.000           0.000           0.000          17.926           3.920           0.000           0.000
     93.4359406        5.768000          531.44           89.11         0.02809            5.86           1.693           0.000           0.000           2.557           0.000           1.654          10.302           0.000           0.000           0.000          17.945           3.922           0.000           0.000
     93.4359406        5.774000          534.15           91.44         0.02809            5.92           7.617           0.000           0.000           2.698           0.000           1.653          10.302           0.000           0.000           0.000          17.955           3.913           0.000           0.000
     93.4359406        5.780000          536.98           93.21         0.02807            6.07           3.918           0.000           0.000           2.847           0.000           1.653          10.302           0.000           0.000           0.000          17.973           3.915           0.000           0.000
     93.4359406        5.786000          539.96           95.39         0.02809            6.16           1.103           0.000           0.000           2.991           0.000           1.655          10.302           0.000           0.000           0.000          17.988           3.916           0.000           0.000
     93.4359406        5.792000          543.05           97.42         0.02809            6.26           8.377           0.000           0.000           3.164           0.000           1.653          10.302           0.000           0.000           0.000          18.002           3.910           0.000           0.000
     93.4359406        5.798000          546.28           99.48         0.02809            6.41           3.344           0.000           0.000           3.326           0.000           1.653          10.302           0.000           0.000           0.000          18.017           3.912           0.000           0.000
     93.4359406        5.804000          549.65          101.52         0.02809            6.50           7.687           0.000           0.000           3.509           0.000           1.653          10.302           0.000           0.000           0.000          18.034           3.909           0.000           0.000
     93.4359406        5.810000          553.16          103.91         0.02809            6.59           1.365           0.000           0.000           3.675           0.000           1.654          10.302           0.000           0.000           0.000          18.047           3.911           0.000           0.000
     93.4359406        5.816000          556.80          105.79         0.02809            6.73           1.386           0.000           0.000           3.873           0.000           1.654          10.302           0.000           0.000           0.000          18.062           3.913           0.000           0.000
     93.4359406        5.822000          560.59          107.65         0.02807            6.78           5.926           0.000           0.000           4.089           0.000           1.653          10.302           0.000           0.000           0.000          18.077           3.911           0.000           0.000
     93.4359406        5.828000          564.51          109.99         0.02809            6.99           2.569           0.000           0.000           4.288           0.000           1.654          10.302           0.000           0.000           0.000          18.091           3.913           0.000           0.000
     93.4359406        5.834000          568.58          112.04         0.02805            7.14           3.759           0.000           0.000           4.512           0.000           1.653          10.302           0.000           0.000           0.000          18.108           3.914           0.000           0.000
     93.4359406        5.840000          572.79          114.05         0.02805            7.27           1.412           0.000           0.000           4.738           0.000           1.654          10.302           0.000           0.000           0.000          18.124           3.918           0.000           0.000
     93.4359406        5.846000          577.14          116.15         0.02808            7.34           1.392           0.000           0.000           4.978           0.000           1.654          10.302           0.000           0.000           0.000          18.139           3.920           0.000           0.000
     93.4359406        5.852000          581.64          117.96         0.02808            7.58           3.178           0.000           0.000           5.241           0.000           1.653          10.302           0.000           0.000           0.000          18.157           3.922           0.000           0.000
     93.4359406        5.858000          586.30          120.10         0.02808            7.68           9.347           0.000           0.000           5.509           0.000           1.653          10.302           0.000           0.000           0.000          18.172           3.922           0.000           0.000
     93.4359406        5.864000          591.09          122.01         0.02805            7.84           4.081           0.000           0.000           5.780           0.000           1.653          10.302           0.000           0.000           0.000          18.189           3.928           0.000           0.000
     93.4359406        5.870000          596.05          124.06         0.02808            8.14           2.536           0.000           0.000           6.060           0.000           1.654          10.302           0.000           0.000           0.000          18.204           3.933           0.000           0.000
     93.4359406        5.876000          601.14          125.67         0.02808            8.12           9.095           0.000           0.000           6.379           0.000           1.653          10.302           0.000           0.000           0.000          18.223           3.936           0.000           0.000
     93.4359406        5.882000          606.40          127.17         0.02808            8.36           1.000           0.000           0.000           6.684           0.000           1.655          10.302           0.000           0.000           0.000          18.235           3.948           0.000           0.000
     93.4359406        5.888000          611.80          129.03         0.02806            8.46           1.100           0.000           0.000           7.012           0.000           1.655          10.302           0.000           0.000           0.000          18.260           3.954           0.000           0.000
     93.4359406        5.894000          617.36          130.49         0.02807            8.64           1.051           0.000           0.000           7.361           0.000           1.655          10.302           0.000           0.000           0.000          18.278           3.962           0.000           0.000
     93.4359406        5.900000          623.07          131.87         0.02808            8.78           8.166           0.000           0.000           7.741           0.000           1.653          10.302           0.000           0.000           0.000          18.298           3.965           0.000           0.000
     93.4359406        5.906000          628.94          134.26         0.02808            9.13           9.253           0.000           0.000           8.089           0.000           1.653          10.302           0.000           0.000           0.000          18.302           3.967           0.000           0.000
     93.4359406        5.912000          634.95          134.28         0.02805            9.19           9.918           0.000           0.000           8.519           0.000           1.653          10.302           0.000           0.000           0.000          18.337           3.983           0.000           0.000
     93.4359406        5.918000          641.10          134.92         0.02807            9.39           1.978           0.000           0.000           8.930           0.000           1.654          10.302           0.000           0.000           0.000          18.360           4.000           0.000           0.000
     93.4359406        5.924000          647.42          135.70         0.02807            9.59           9.403           0.000           0.000           9.377           0.000           1.653          10.302           0.000           0.000           0.000          18.382           4.007           0.000           0.000
     93.4359406        5.930000          653.89          135.98         0.02801            9.83           9.963           0.000           0.000           9.837           0.000           1.653          10.302           0.000           0.000           0.000          18.405           4.021           0.000           0.000
     93.4359406        5.936000          660.48          135.44         0.02807           10.04           8.713           0.000           0.000          10.333           0.000           1.653          10.302           0.000           0.000           0.000          18.433           4.039           0.000           0.000
     93.4359406        5.942000          667.22          135.78         0.02807           10.23           1.558           0.000           0.000          10.804           0.000           1.654          10.302           0.000           0.000           0.000          18.455           4.057           0.000           0.000
     93.4359406        5.948000          674.10          134.96         0.02791           10.61           1.276           0.000           0.000          11.332           0.000           1.655          10.302           0.000           0.000           0.000          18.483           4.075           0.000           0.000
     93.4359406        5.954000          681.09          133.96         0.02805           10.82           2.437           0.000           0.000          11.886           0.000           1.654          10.302           0.000           0.000           0.000          18.508           4.092           0.000           0.000
     93.4359406        5.960000          688.20          132.34         0.02807           10.99           2.091           0.000           0.000          12.465           0.000           1.654          10.302           0.000           0.000           0.000          18.540           4.114           0.000           0.000
     93.4359406        5.966000          695.43          130.61         0.02797           11.29           2.829           0.000           0.000          13.061           0.000           1.653          10.302           0.000           0.000           0.000          18.569           4.134           0.000           0.000
     93.4359406        5.972000          702.75          128.18         0.02807           11.53           3.372           0.000           0.000          13.688           0.000           1.653          10.302           0.000           0.000           0.000          18.600           4.157           0.000           0.000
     93.4359406        5.978000          710.16          125.29         0.02796           11.84           8.054           0.000           0.000          14.344           0.000           1.653          10.302           0.000           0.000           0.000          18.633           4.179           0.000           0.000
     93.4359406        5.984000          717.62          122.03         0.02805           12.07           2.705           0.000           0.000          15.005           0.000           1.653          10.302           0.000           0.000           0.000          18.667           4.207           0.000           0.000
     93.4359406        5.990000          725.15          118.14         0.02805           12.34           2.684           0.000           0.000          15.701           0.000           1.653          10.302           0.000           0.000           0.000          18.703           4.233           0.000           0.000
     93.4359406        5.996000          732.71          113.94         0.02806           12.62           2.678           0.000           0.000          16.416           0.000           1.654          10.302           0.000           0.000           0.000          18.738           4.260           0.000           0.000
     93.4359406        6.002000          740.30          109.34         0.02805           12.86           1.777           0.000           0.000          17.147           0.000           1.654          10.302           0.000           0.000           0.000          18.775           4.289           0.000           0.000
     93.4359406        6.008000          747.90          105.13         0.02806           13.13           1.033           0.000           0.000          17.876           0.000           1.655          10.302           0.000           0.000           0.000          18.810           4.315           0.000           0.000
     93.4359406        6.014000          755.48           99.46         0.02801           13.39           5.906           0.000           0.000          18.669           0.000           1.653          10.302           0.000           0.000           0.000          18.850           4.341           0.000           0.000
     93.4359406        6.020000          763.04           94.23         0.02804           13.60           8.546           0.000           0.000          19.447           0.000           1.653          10.302           0.000           0.000           0.000          18.887           4.367           0.000           0.000
     93.4359406        6.026000          770.57           89.80         0.02806           13.64           8.840           0.000           0.000          20.210           0.000           1.653          10.302           0.000           0.000           0.000          18.919           4.390           0.000           0.000
     93.4359406        6.032000          778.05           83.82         0.02790           14.12           2.161           0.000           0.000          21.001           0.000           1.654          10.302           0.000           0.000           0.000          18.961           4.422           0.000           0.000
     93.4359406        6.038000          785.47           79.02         0.02796           14.24           1.969           0.000           0.000          21.783           0.000           1.654          10.302           0.000           0.000           0.000          18.993           4.445           0.000           0.000
     93.4359406        6.044000          792.85           74.40         0.02805           14.64           1.061           0.000           0.000          22.563           0.000           1.655          10.302           0.000           0.000           0.000          19.033           4.469           0.000           0.000
     93.4359406        6.050000          800.14           69.35         0.02779           14.62           4.454           0.000           0.000          23.373           0.000           1.653          10.302           0.000           0.000           0.000          19.059           4.488           0.000           0.000
     93.4359406        6.056000          807.36           64.62         0.02799           14.71           1.734           0.000           0.000          24.161           0.000           1.654          10.302           0.000           0.000           0.000          19.090           4.510           0.000           0.000
     93.4359406        6.062000          814.50           60.26         0.02803           14.75           1.615           0.000           0.000          24.951           0.000           1.654          10.302           0.000           0.000           0.000          19.120           4.530           0.000           0.000
     93.4359406        6.068000          821.57           56.08         0.02801           14.90           6.874           0.000           0.000          25.754           0.000           1.653          10.302           0.000           0.000           0.000          19.149           4.544           0.000           0.000
     93.4359406        6.074000          828.56           51.99         0.02805           14.92           1.436           0.000           0.000          26.532           0.000           1.654          10.302           0.000           0.000           0.000          19.176           4.565           0.000           0.000
     93.4359406        6.080000          835.47           48.04         0.02805           14.99           9.447           0.000           0.000          27.339           0.000           1.653          10.302           0.000           0.000           0.000          19.203           4.577           0.000           0.000
     93.4359406        6.086000          842.29           44.20         0.02805           15.04           6.735           0.000           0.000          28.128           0.000           1.653          10.302           0.000           0.000           0.000          19.232           4.593           0.000           0.000
     93.4359406        6.092000          849.04           40.91         0.02801           15.12           9.444           0.000           0.000          28.910           0.000           1.653          10.302           0.000           0.000           0.000          19.252           4.605           0.000           0.000
     93.4359406        6.098000          855.71           37.62         0.02792           15.20           1.164           0.000           0.000          29.675           0.000           1.655          10.302           0.000           0.000           0.000          19.274           4.622           0.000           0.000
     93.4359406        6.104000          862.29           34.47         0.02773           15.33           1.145           0.000           0.000          30.455           0.000           1.655          10.302           0.000           0.000           0.000          19.294           4.634           0.000           0.000
     93.4359406        6.110000          868.78           31.58         0.02798           15.20           6.490           0.000           0.000          31.247           0.000           1.653          10.302           0.000           0.000           0.000          19.315           4.641           0.000           0.000
     93.4359406        6.116000          875.21           28.98         0.02804           14.94           1.298           0.000           0.000          32.006           0.000           1.655          10.302           0.000           0.000           0.000          19.331           4.653           0.000           0.000
     93.4359406        6.122000          881.55           26.22         0.02784           15.29           2.264           0.000           0.000          32.785           0.000           1.654          10.302           0.000           0.000           0.000          19.351           4.661           0.000           0.000
     93.4359406        6.128000          887.83           23.78         0.02789           15.21           3.961           0.000           0.000          33.558           0.000           1.653          10.302           0.000           0.000           0.000          19.367           4.668           0.000           0.000
     93.4359406        6.134000          894.03           22.12         0.02805           15.23           8.504           0.000           0.000          34.318           0.000           1.653          10.302           0.000           0.000           0.000          19.377           4.671           0.000           0.000
     93.4359406        6.140000          900.16           19.34         0.02796           15.06           2.878           0.000           0.000          35.086           0.000           1.653          10.302           0.000           0.000           0.000          19.395           4.682           0.000           0.000
     93.4359406        6.146000          906.22           17.36         0.02805           15.04           3.247           0.000           0.000          35.847           0.000           1.653          10.302           0.000           0.000           0.000          19.407           4.687           0.000           0.000
     93.4359406        6.152000          912.23           15.52         0.02803           14.97           2.162           0.000           0.000          36.601           0.000           1.654          10.302           0.000           0.000           0.000          19.419           4.692           0.000           0.000
     93.4359406        6.158000          918.16           13.79         0.02803           14.91           3.970           0.000           0.000          37.359           0.000           1.653          10.302           0.000           0.000           0.000          19.429           4.694           0.000           0.000
     93.4359406        6.164000          924.06           12.18         0.02804           14.83           1.171           0.000           0.000          38.103           0.000           1.655          10.302           0.000           0.000           0.000          19.438           4.700           0.000           0.000
     93.4359406        6.170000          929.87           10.70         0.02803           14.70           9.401           0.000           0.000          38.862           0.000           1.653          10.302           0.000           0.000           0.000          19.445           4.698           0.000           0.000
     93.4359406        6.176000          935.65            9.36         0.02802           14.70           3.496           0.000           0.000          39.599           0.000           1.653          10.302           0.000           0.000           0.000          19.452           4.701           0.000           0.000
     93.4359406        6.182000          941.37            8.10         0.02804           14.62           1.865           0.000           0.000          40.335           0.000           1.654          10.302           0.000           0.000           0.000          19.457           4.703           0.000           0.000
     93.4359406        6.188000          947.06            6.96         0.02805           14.46           9.477           0.000           0.000          41.080           0.000           1.653          10.302           0.000           0.000           0.000          19.461           4.700           0.000           0.000
     93.4359406        6.194000          952.70            5.93         0.02796           14.42           8.664           0.000           0.000          41.811           0.000           1.653          10.302           0.000           0.000           0.000          19.464           4.700           0.000           0.000
     93.4369307        5.600000          478.97           37.83         0.02811            3.36           4.366           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          16.490           4.012           0.000           0.000
     93.4369307        5.606000          478.39           38.98         0.02811            3.47           3.828           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          16.512           4.007           0.000           0.000
     93.4369307        5.612000          477.91           40.29         0.02810            3.54           7.646           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          16.527           3.997           0.000           0.000
     93.4369307        5.618000          477.53           41.53         0.02811            3.47           7.044           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          16.543           3.991           0.000           0.000
     93.4369307        5.624000          477.25           42.80         0.02810            3.71           3.339           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          16.554           3.985           0.000           0.000
     93.4369307        5.630000          477.05           44.33         0.02811            3.71           4.501           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          16.572           3.975           0.000           0.000
     93.4369307        5.636000          476.96           45.70         0.02811            3.79           4.304           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          16.585           3.968           0.000           0.000
     93.4369307        5.642000          476.96           47.15         0.02811            3.88           5.894           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          16.599           3.959           0.000           0.000
     93.4369307        5.648000          477.07           48.59         0.02810            3.95           6.911           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          16.613           3.952           0.000           0.000
     93.4369307        5.654000          477.28           50.02         0.02810            4.02           8.786           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          16.628           3.945           0.000           0.000
     93.4369307        5.660000          477.59           51.55         0.02810            4.06           5.742           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          16.644           3.939           0.000           0.000
     93.4369307        5.666000          477.99           53.11         0.02810            4.18           9.934           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          16.655           3.930           0.000           0.000
     93.4369307        5.672000          478.51           54.40         0.02810            4.30           9.189           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          16.670           3.927           0.000           0.000
     93.4369307        5.678000          479.13           56.18         0.02810            4.34           3.009           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          16.684           3.921           0.000           0.000
     93.4369307        5.684000          480.11           60.62         0.02750            4.79           9.449           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          16.694           3.880           0.000           0.000
     93.4369307        5.690000          481.80           59.98         0.02809            4.52           8.520           0.000           0.000           1.113           0.000           1.653          10.302           0.000           0.000           0.000          16.707           3.900           0.000           0.000
     93.4369307        5.696000          482.82           61.65         0.02808            4.61           6.311           0.000           0.000           1.182           0.000           1.653          10.302           0.000           0.000           0.000          16.721           3.895           0.000           0.000
     93.4369307        5.702000          483.93           63.34         0.02810            4.71           9.469           0.000           0.000           1.258           0.000           1.653          10.302           0.000           0.000           0.000          16.735           3.888           0.000           0.000
     93.4369307        5.708000          485.17           65.04         0.02809            4.78           4.410           0.000           0.000           1.333           0.000           1.653          10.302           0.000           0.000           0.000          16.749           3.885           0.000           0.000
     93.4369307        5.714000          486.59           64.65         0.02810            4.84           9.783           0.000           0.000           1.467           0.000           1.653          10.302           0.000           0.000           0.000          16.790           3.902           0.000           0.000
     93.4369307        5.720000          487.98           68.63         0.02810            5.01           3.919           0.000           0.000           1.499           0.000           1.653          10.302           0.000           0.000           0.000          16.776           3.875           0.000           0.000
     93.4369307        5.726000          489.57           70.31         0.02810            5.04           1.003           0.000           0.000           1.586           0.000           1.655          10.302           0.000           0.000           0.000          16.790           3.875           0.000           0.000
     93.4369307        5.732000          491.27           72.12         0.02810            5.15           2.099           0.000           0.000           1.684           0.000           1.654          10.302           0.000           0.000           0.000          16.804           3.868           0.000           0.000
     93.4369307        5.738000          493.09           73.94         0.02810            5.24           2.561           0.000           0.000           1.785           0.000           1.654          10.302           0.000           0.000           0.000          16.818           3.864           0.000           0.000
     93.4369307        5.744000          495.03           75.77         0.02810            5.32           5.778           0.000           0.000           1.894           0.000           1.653          10.302           0.000           0.000           0.000          16.832           3.858           0.000           0.000
     93.4369307        5.750000          497.09           77.62         0.02809            5.43           3.233           0.000           0.000           2.002           0.000           1.653          10.302           0.000           0.000           0.000          16.846           3.856           0.000           0.000
     93.4369307        5.756000          499.27           79.50         0.02809            5.54           9.667           0.000           0.000           2.123           0.000           1.653          10.302           0.000           0.000           0.000          16.860           3.850           0.000           0.000
     93.4369307        5.762000          501.59           81.36         0.02809            5.62           1.333           0.000           0.000           2.235           0.000           1.655          10.302           0.000           0.000           0.000          16.874           3.853           0.000           0.000
     93.4369307        5.768000          504.02           83.10         0.02809            5.81           1.695           0.000           0.000           2.367           0.000           1.654          10.302           0.000           0.000           0.000          16.889           3.851           0.000           0.000
     93.4369307        5.774000          506.59           84.68         0.02809            5.63           1.965           0.000           0.000           2.512           0.000           1.654          10.302           0.000           0.000           0.000          16.909           3.852           0.000           0.000
     93.4369307        5.780000          509.27           87.08         0.02809            5.95           3.340           0.000           0.000           2.642           0.000           1.653          10.302           0.000           0.000           0.000          16.917           3.844           0.000           0.000
     93.4369307        5.786000          512.10           89.10         0.02809            6.07           8.961           0.000           0.000           2.792           0.000           1.653          10.302           0.000           0.000           0.000          16.930           3.839           0.000           0.000
     93.4369307        5.792000          515.05           91.13         0.02809            6.23           2.654           0.000           0.000           2.937           0.000           1.654          10.302           0.000           0.000           0.000          16.941           3.840           0.000           0.000
     93.4369307        5.798000          518.14           92.92         0.02808            6.39           1.562           0.000           0.000           3.100           0.000           1.654          10.302           0.000           0.000           0.000          16.960           3.842           0.000           0.000
     93.4369307        5.804000          521.35           94.86         0.02809            6.40           7.257           0.000           0.000           3.279           0.000           1.653          10.302           0.000           0.000           0.000          16.974           3.838           0.000           0.000
     93.4369307        5.810000          524.71           96.86         0.02805            6.56           1.798           0.000           0.000           3.447           0.000           1.654          10.302           0.000           0.000           0.000          16.989           3.841           0.000           0.000
     93.4369307        5.816000          528.20           98.76         0.02809            6.66           5.314           0.000           0.000           3.642           0.000           1.653          10.302           0.000           0.000           0.000          17.004           3.839           0.000           0.000
     93.4369307        5.822000          531.83          100.81         0.02807            6.78           1.350           0.000           0.000           3.826           0.000           1.654          10.302           0.000           0.000           0.000          17.018           3.842           0.000           0.000
     93.4369307        5.828000          535.60          102.63         0.02807            6.89           5.471           0.000           0.000           4.042           0.000           1.653          10.302           0.000           0.000           0.000          17.033           3.840           0.000           0.000
     93.4369307        5.834000          539.51          104.63         0.02808            7.00           4.676           0.000           0.000           4.253           0.000           1.653          10.302           0.000           0.000           0.000          17.049           3.842           0.000           0.000
     93.4369307        5.840000          543.56          106.51         0.02809            7.16           3.094           0.000           0.000           4.475           0.000           1.653          10.302           0.000           0.000           0.000          17.064           3.845           0.000           0.000
     93.4369307        5.846000          547.76          108.60         0.02808            7.32           2.854           0.000           0.000           4.704           0.000           1.653          10.302           0.000           0.000           0.000          17.081           3.846           0.000           0.000
     93.4369307        5.852000          552.09          110.15         0.02808            7.47           4.801           0.000           0.000           4.961           0.000           1.653          10.302           0.000           0.000           0.000          17.096           3.850           0.000           0.000
     93.4369307        5.858000          556.58          111.96         0.02808            7.60           1.254           0.000           0.000           5.210           0.000           1.655          10.302           0.000           0.000           0.000          17.112           3.857           0.000           0.000
     93.4369307        5.864000          561.21          113.67         0.02808            7.75           4.641           0.000           0.000           5.490           0.000           1.653          10.302           0.000           0.000           0.000          17.129           3.858           0.000           0.000
