             x2           theta           chi^2     chi^2_gamma           delta     chi^2_delta        m_T(TeV)         chi^2_K         chi^2_K       chi^2_eps         chi^2_D     chi^2_Bd_re     chi^2_Bd_im     chi^2_Bs_re     chi^2_Bs_im  chi^2_Bd_decay  chi^2_Bs_decay  chi^2_K1_decay  chi^2_K2_decay  chi^2_K3_decay
      4.6700500        0.370000          708.11          167.36         0.00008            8.41           1.134           0.000           0.000          12.179           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.586           0.000           0.000
      4.6700500        0.380000          705.58          163.81         0.00001            8.44           1.180           0.000           0.000          11.602           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.598           0.000           0.000
      4.6700500        0.390000          703.23          160.38         0.00010            8.47           7.739           0.000           0.000          11.049           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.609           0.000           0.000
      4.6700500        0.400000          701.04          156.93         0.00031            8.51           1.000           0.000           0.000          10.530           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.622           0.000           0.000
      4.6700500        0.410000          699.01          153.84         0.00003            8.54           4.004           0.000           0.000          10.010           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.632           0.000           0.000
      4.6700500        0.420000          697.15          150.67         0.00000            8.58           1.816           0.000           0.000           9.528           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.644           0.000           0.000
      4.6700500        0.430000          695.45          147.62         0.00000            8.60           1.141           0.000           0.000           9.065           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.655           0.000           0.000
      4.6700500        0.440000          693.92          144.67         0.00009            8.65           1.032           0.000           0.000           8.622           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.667           0.000           0.000
      4.6700500        0.450000          692.55          141.75         0.00000            8.67           1.215           0.000           0.000           8.204           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.679           0.000           0.000
      4.6700500        0.460000          691.34          138.93         0.00018            8.70           1.631           0.000           0.000           7.804           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.691           0.000           0.000
      4.6700500        0.470000          690.29          136.20         0.00010            8.75           1.033           0.000           0.000           7.421           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.703           0.000           0.000
      4.6700500        0.480000          689.39          133.53         0.00005            8.78           2.689           0.000           0.000           7.059           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.716           0.000           0.000
      4.6700500        0.490000          688.66          130.96         0.00066            8.82           3.721           0.000           0.000           6.711           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.728           0.000           0.000
      4.6700500        0.500000          688.08          128.43         0.00014            8.83           1.666           0.000           0.000           6.383           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.741           0.000           0.000
      4.6700500        0.510000          687.66          126.01         0.00004            8.89           1.631           0.000           0.000           6.068           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.754           0.000           0.000
      4.6700500        0.520000          687.39          123.63         0.00013            8.93           5.641           0.000           0.000           5.770           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.767           0.000           0.000
      4.6700500        0.530000          687.28          121.36         0.00001            8.96           3.469           0.000           0.000           5.484           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.780           0.000           0.000
      4.6700500        0.540000          687.32          119.12         0.00001            9.00           5.038           0.000           0.000           5.215           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.793           0.000           0.000
      4.6700500        0.550000          687.50          116.97         0.00000            9.05           1.624           0.000           0.000           4.956           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.806           0.000           0.000
      4.6700500        0.560000          687.84          114.89         0.00004            9.08           1.137           0.000           0.000           4.711           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.820           0.000           0.000
      4.6700500        0.570000          688.33          112.86         0.00002            9.12           2.604           0.000           0.000           4.478           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.833           0.000           0.000
      4.6700500        0.580000          688.96          110.91         0.00000            9.18           1.659           0.000           0.000           4.256           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.847           0.000           0.000
      4.6700500        0.590000          689.73          109.00         0.00007            9.19           9.862           0.000           0.000           4.047           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.861           0.000           0.000
      4.6700500        0.600000          690.66          107.17         0.00010            9.26           5.540           0.000           0.000           3.845           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.875           0.000           0.000
      4.6700500        0.610000          691.72          105.39         0.00000            9.28           1.882           0.000           0.000           3.655           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.889           0.000           0.000
      4.6700500        0.620000          692.93          103.67         0.00043            9.33           4.941           0.000           0.000           3.474           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.903           0.000           0.000
      4.6700500        0.630000          694.27          101.99         0.00020            9.31           7.845           0.000           0.000           3.304           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.918           0.000           0.000
      4.6700500        0.640000          695.76          100.39         0.00006            9.42           2.040           0.000           0.000           3.138           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.932           0.000           0.000
      4.6700500        0.650000          697.38           98.77         0.00022            9.36           8.402           0.000           0.000           2.987           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.947           0.000           0.000
      4.6700500        0.660000          699.14           97.33         0.00005            9.51           9.911           0.000           0.000           2.835           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.961           0.000           0.000
      4.6700500        0.670000          701.03           95.87         0.00008            9.54           2.981           0.000           0.000           2.695           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.976           0.000           0.000
      4.6700500        0.680000          703.06           94.49         0.00029            9.61           9.690           0.000           0.000           2.560           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.990           0.000           0.000
      4.6700500        0.690000          705.22           93.12         0.00009            9.65           1.257           0.000           0.000           2.435           0.000           1.653          10.302           0.000           0.000           0.000           0.000           5.005           0.000           0.000
      4.6700500        0.700000          707.51           91.79         0.00001            9.68           7.195           0.000           0.000           2.316           0.000           1.653          10.302           0.000           0.000           0.000           0.000           5.021           0.000           0.000
      4.6700500        0.710000          709.93           90.54         0.00005            9.73           9.051           0.000           0.000           2.201           0.000           1.653          10.302           0.000           0.000           0.000           0.000           5.036           0.000           0.000
      4.6700500        0.720000          712.48           89.31         0.00011            9.79           8.217           0.000           0.000           2.093           0.000           1.653          10.302           0.000           0.000           0.000           0.000           5.051           0.000           0.000
      4.6700500        0.730000          715.16           88.12         0.00001            9.82           5.593           0.000           0.000           1.991           0.000           1.653          10.302           0.000           0.000           0.000           0.000           5.067           0.000           0.000
      4.6700500        0.740000          717.96           86.99         0.00008            9.90           1.411           0.000           0.000           1.893           0.000           1.653          10.302           0.000           0.000           0.000           0.000           5.082           0.000           0.000
      4.6700500        0.750000          720.88           85.89         0.00012            9.89           9.766           0.000           0.000           1.801           0.000           1.653          10.302           0.000           0.000           0.000           0.000           5.098           0.000           0.000
      4.6700500        0.760000          723.93           84.82         0.00006            9.96           1.811           0.000           0.000           1.713           0.000           1.653          10.302           0.000           0.000           0.000           0.000           5.114           0.000           0.000
      4.6700500        0.770000          727.11           84.15         0.00001           10.07           1.009           0.000           0.000           1.614           0.000           1.653          10.302           0.000           0.000           0.000           0.000           5.125           0.000           0.000
      4.6700500        0.780000          730.44           83.62         0.00006           10.18           1.032           0.000           0.000           1.516           0.000           1.653          10.302           0.000           0.000           0.000           0.000           5.134           0.000           0.000
      4.6700500        0.790000          733.89           83.01         0.00002           10.25           1.422           0.000           0.000           1.428           0.000           1.653          10.302           0.000           0.000           0.000           0.000           5.146           0.000           0.000
      4.6700500        0.800000          738.48           81.99         0.00000           10.31           1.135           0.000           0.000           1.362           0.000           1.653          10.302           0.000           0.000           0.000           1.071           5.163           0.000           0.000
      4.6700500        0.810000          741.25           81.97         0.00134           10.48           1.540           0.000           0.000           1.261           0.000           1.653          10.302           0.000           0.000           0.000           0.000           5.167           0.000           0.000
      4.6700500        0.820000          746.00           80.30         0.00001           10.42           1.038           0.000           0.000           1.231           0.000           1.653          10.302           0.000           0.000           0.000           1.185           5.195           0.000           0.000
      4.6700500        0.830000          749.16           81.00         0.00195           10.47           9.854           0.000           0.000           1.114           0.000           1.653          10.302           0.000           0.000           0.000           0.000           5.188           0.000           0.000
      4.6700500        0.840000          753.31           80.65         0.00169           10.83           4.555           0.000           0.000           1.043           0.000           1.653          10.302           0.000           0.000           0.000           0.000           5.200           0.000           0.000
      4.6700500        0.850000          758.15           78.03         0.00001           10.59           2.360           0.000           0.000           1.058           0.000           1.653          10.302           0.000           0.000           0.000           1.367           5.245           0.000           0.000
      4.6700500        0.860000          761.42           77.53         0.00005           10.68           1.262           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           1.395           5.258           0.000           0.000
      4.6700500        0.870000          765.84           76.46         0.00002           10.70           9.900           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           1.534           5.281           0.000           0.000
      4.6700500        0.880000          770.38           75.83         0.00010           10.72           7.728           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           1.600           5.298           0.000           0.000
      4.6700500        0.890000          775.02           75.20         0.00008           10.80           4.676           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           1.674           5.315           0.000           0.000
      4.6700500        0.900000          779.77           74.63         0.00001           10.87           1.049           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           1.742           5.332           0.000           0.000
      4.6700500        0.910000          784.62           74.09         0.00072           10.94           1.289           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           1.811           5.348           0.000           0.000
      4.6700500        0.920000          789.57           73.57         0.00000           11.00           1.169           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           1.884           5.365           0.000           0.000
      4.6700500        0.930000          794.61           73.07         0.00011           11.05           1.895           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           1.960           5.383           0.000           0.000
      4.6700500        0.940000          799.76           72.58         0.00019           11.12           8.440           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           2.039           5.400           0.000           0.000
      4.6700500        0.950000          805.01           72.14         0.00010           11.15           1.242           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           2.116           5.417           0.000           0.000
      4.6700500        0.960000          810.35           71.71         0.00003           11.25           1.100           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           2.196           5.435           0.000           0.000
      4.6700500        0.970000          815.78           71.31         0.00017           11.32           2.418           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           2.277           5.452           0.000           0.000
      4.6700500        0.980000          821.31           70.93         0.00003           11.38           1.259           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           2.362           5.470           0.000           0.000
      4.6700500        0.990000          826.93           70.57         0.00023           11.46           9.645           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           2.446           5.488           0.000           0.000
      4.6700500        1.000000          832.65           70.23         0.00005           11.52           4.781           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           2.533           5.505           0.000           0.000
      4.6700500        1.010000          838.45           69.92         0.00003           11.59           9.180           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           2.622           5.523           0.000           0.000
      4.6700500        1.020000          844.34           69.60         0.00004           11.57           1.063           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           2.720           5.542           0.000           0.000
      4.6700500        1.030000          850.32           69.33         0.00022           11.69           1.002           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           2.810           5.559           0.000           0.000
      4.6700500        1.040000          856.38           69.10         0.00004           11.80           2.802           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           2.897           5.577           0.000           0.000
      4.6700500        1.050000          862.52           68.85         0.00005           11.87           8.240           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           2.996           5.595           0.000           0.000
      4.6700500        1.060000          868.76           68.65         0.00075           11.93           9.595           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           3.087           5.613           0.000           0.000
      4.6700500        1.070000          875.07           68.47         0.00009           12.00           6.521           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           3.182           5.631           0.000           0.000
      4.6700500        1.080000          881.46           68.26         0.00001           12.03           1.758           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           3.292           5.650           0.000           0.000
      4.6700500        1.090000          887.93           68.10         0.00000           12.16           4.542           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000           3.394           5.668           0.000           0.000
      4.6700535        0.100000          794.80          291.34         0.00018            7.78          10.000           0.000           0.000          38.645           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.195           0.000           0.000
      4.6700535        0.110000          787.81          285.32         0.00000            7.79           9.310           0.000           0.000          37.265           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.203           0.000           0.000
      4.6700535        0.120000          780.93          279.38         0.00001            7.79           5.677           0.000           0.000          35.897           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.210           0.000           0.000
      4.6700535        0.130000          774.18          273.50         0.00023            7.80           9.629           0.000           0.000          34.545           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.217           0.000           0.000
      4.6700535        0.140000          767.55          267.71         0.00032            7.81           2.402           0.000           0.000          33.211           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.225           0.000           0.000
      4.6700535        0.150000          761.06          261.98         0.00000            7.82           5.205           0.000           0.000          31.901           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.233           0.000           0.000
      4.6700535        0.160000          754.71          256.33         0.00021            7.83           9.900           0.000           0.000          30.615           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.241           0.000           0.000
      4.6700535        0.170000          748.51          250.77         0.00001            7.85           2.708           0.000           0.000          29.356           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.249           0.000           0.000
      4.6700535        0.180000          742.47          245.28         0.00018            7.86           9.777           0.000           0.000          28.129           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.257           0.000           0.000
      4.6700535        0.190000          736.57          239.90         0.00000            7.88           8.997           0.000           0.000          26.930           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.266           0.000           0.000
      4.6700535        0.200000          730.84          234.60         0.00104            7.89           4.240           0.000           0.000          25.767           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.275           0.000           0.000
      4.6700535        0.210000          725.27          229.38         0.00000            7.91           8.974           0.000           0.000          24.635           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.284           0.000           0.000
      4.6700535        0.220000          719.86          224.26         0.00011            7.93           9.999           0.000           0.000          23.540           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.293           0.000           0.000
      4.6700535        0.230000          714.62          219.23         0.00003            7.95           1.121           0.000           0.000          22.481           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.303           0.000           0.000
      4.6700535        0.240000          709.56          214.29         0.00009            7.97           2.913           0.000           0.000          21.456           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.312           0.000           0.000
      4.6700535        0.250000          704.67          209.45         0.00000            7.99           9.854           0.000           0.000          20.468           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.322           0.000           0.000
      4.6700535        0.260000          699.95          204.71         0.00016            8.00           2.887           0.000           0.000          19.517           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.332           0.000           0.000
      4.6700535        0.270000          695.41          200.11         0.00008            8.03           2.487           0.000           0.000          18.596           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.341           0.000           0.000
      4.6700535        0.280000          691.04          195.53         0.00009            8.06           9.966           0.000           0.000          17.719           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.352           0.000           0.000
      4.6700535        0.290000          686.86          191.08         0.00006            8.10           4.298           0.000           0.000          16.873           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.362           0.000           0.000
      4.6700535        0.300000          682.85          186.74         0.00001            8.11           6.796           0.000           0.000          16.062           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.373           0.000           0.000
      4.6700535        0.310000          679.02          182.49         0.00082            8.13           4.564           0.000           0.000          15.284           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.384           0.000           0.000
      4.6700535        0.320000          675.37          178.35         0.00002            8.16           1.309           0.000           0.000          14.538           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.395           0.000           0.000
      4.6700535        0.330000          671.90          174.31         0.00014            8.18           7.769           0.000           0.000          13.825           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.405           0.000           0.000
      4.6700535        0.340000          668.61          170.37         0.00009            8.22           1.572           0.000           0.000          13.143           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.417           0.000           0.000
      4.6700535        0.350000          665.50          166.53         0.00012            8.25           9.719           0.000           0.000          12.489           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.427           0.000           0.000
      4.6700535        0.360000          662.57          162.76         0.00045            8.28           1.157           0.000           0.000          11.870           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.439           0.000           0.000
      4.6700535        0.370000          659.82          159.12         0.00003            8.31           4.122           0.000           0.000          11.275           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.451           0.000           0.000
      4.6700535        0.380000          657.24          155.55         0.00008            8.33           1.005           0.000           0.000          10.709           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.463           0.000           0.000
      4.6700535        0.390000          654.85          152.11         0.00008            8.36           2.540           0.000           0.000          10.168           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.474           0.000           0.000
      4.6700535        0.400000          652.62          148.75         0.00000            8.39           1.122           0.000           0.000           9.653           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.486           0.000           0.000
      4.6700535        0.410000          650.58          145.48         0.00000            8.42           7.561           0.000           0.000           9.162           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.498           0.000           0.000
      4.6700535        0.420000          648.70          142.31         0.00001            8.45           1.143           0.000           0.000           8.694           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.510           0.000           0.000
      4.6700535        0.430000          647.00          139.22         0.00008            8.49           1.036           0.000           0.000           8.249           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.523           0.000           0.000
      4.6700535        0.440000          645.48          136.36         0.00068            8.53           1.277           0.000           0.000           7.816           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.533           0.000           0.000
      4.6700535        0.450000          644.12          133.28         0.00008            8.56           1.917           0.000           0.000           7.426           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.548           0.000           0.000
      4.6700535        0.460000          642.93          130.50         0.00017            8.58           1.028           0.000           0.000           7.039           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.560           0.000           0.000
      4.6700535        0.470000          641.92          127.77         0.00019            8.62           1.632           0.000           0.000           6.675           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.573           0.000           0.000
      4.6700535        0.480000          641.07          125.13         0.00000            8.63           9.840           0.000           0.000           6.328           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.586           0.000           0.000
      4.6700535        0.490000          640.38          122.56         0.00011            8.68           1.315           0.000           0.000           5.999           0.000           1.653          10.302           0.000           0.000           0.000           0.000           4.599           0.000           0.000
